"the_geom","objectid","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt","globalid_2","shape_len"
"MULTILINESTRING ((-122.26851008150125 37.80335471325027, -122.26785036187732 37.803091728617154))","87","132234","{89931F0E-83E8-4056-99DC-66D24D97EB08}","{4CDFA832-D896-4B53-8BF5-7886B897B7B6}","{4CDFA832-D896-4B53-8BF5-7886B897B7B6}_2","E-W","14th","HARRISON","WEBSTER","North","14th from HARRISON to WEBSTER , North","13.0","10.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"213.30337867","8:00 AM","6:00 PM","0","{7689D63C-15CB-41BC-97E1-A5DCF0502E95}","213.303432724"
"MULTILINESTRING ((-122.27749639714928 37.803449381188116, -122.27725454246557 37.803351057914355, -122.27703340950906 37.80326117062755))","88","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_4","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","12.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"150.2960956","8:00 AM","6:00 PM","0","{4F293C05-C4F1-4735-8381-41E2BD336E89}","150.296218464"
"MULTILINESTRING ((-122.27160218466817 37.803550234442774, -122.27175885692365 37.803285078263464))","89","132293","{0B32B5BE-DB73-47B2-AF39-4B7DAE62D58C}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}_4","N-S","BROADWAY","12th","13th","East","BROADWAY from 12th to 13th , East","4.0","0.0","No Parking","4.0",,,,,,,,,,,"106.63310428",,,"0","{AEDBCF1F-5AD0-49FD-8576-E331099B2900}","106.633309318"
"MULTILINESTRING ((-122.26457698154707 37.801659125144184, -122.26474841070403 37.801726099800796))","156","131587","{223D25CE-F7AD-48FF-824E-32C4E006F1F7}","{4B9E822F-DE5B-4770-B253-72B45E086BF8}","{4B9E822F-DE5B-4770-B253-72B45E086BF8}_4","E-W","14th","JACKSON","MADISON","South","14th from JACKSON to MADISON , South","9.0","1.0","White Curb","4.0",,,,,,,,,,,"55.20733162",,,"0","{11A1CEBB-D5AE-4E1A-A8FD-C4A0FAEF2B6C}","55.2072255421"
"MULTILINESTRING ((-122.2758406552278 37.806233936570464, -122.27556306766608 37.80612841114166))","157","133293","{02950DE8-AB2A-4AF6-9B60-B781B5237F03}","{F1E5FCEC-8D0E-48F5-A334-00110FB365BD}","{F1E5FCEC-8D0E-48F5-A334-00110FB365BD}_5","E-W","14th","JEFFERSON","MLK JR WAY","North","14th from JEFFERSON to MLK JR WAY , North","10.0","0.0","Bus Stop","5.0",,,,,,,,,,,"88.92485468",,,"0","{F3CE152F-516A-4510-8317-BFFE247FDF58}","88.9251045668"
"MULTILINESTRING ((-122.27530776856922 37.80603135684522, -122.27523439261074 37.806000664837825))","158","133293","{02950DE8-AB2A-4AF6-9B60-B781B5237F03}","{F1E5FCEC-8D0E-48F5-A334-00110FB365BD}","{F1E5FCEC-8D0E-48F5-A334-00110FB365BD}_3","E-W","14th","JEFFERSON","MLK JR WAY","North","14th from JEFFERSON to MLK JR WAY , North","10.0","1.0","Yellow Curb","3.0",,,,,,,,,,,"23.96399388","8:00 AM","6:00 PM","0","{892EA34D-7113-4D1F-B542-BD80B9C44809}","23.9638591277"
"MULTILINESTRING ((-122.2631806607653 37.80126830135314, -122.2629309402711 37.80116901227652))","159","131452","{1439BEA2-D10D-4F08-B917-4123D13168B4}","{3498799E-65D2-4B82-A077-E92D6E08BB03}","{3498799E-65D2-4B82-A077-E92D6E08BB03}_1","E-W","14th","LAKESIDE/OAK","MADISON","North","14th from LAKESIDE/OAK to MADISON , North","11.0","0.0","Bus Stop","1.0",,,,,,,,,,,"80.70014952",,,"0","{D32F18FE-9344-44C8-9615-1FB006CFC06F}","80.7004518059"
"MULTILINESTRING ((-122.26334830797732 37.80133169197757, -122.26327736118766 37.80130674913373))","160","131452","{1439BEA2-D10D-4F08-B917-4123D13168B4}","{3498799E-65D2-4B82-A077-E92D6E08BB03}","{3498799E-65D2-4B82-A077-E92D6E08BB03}_3","E-W","14th","LAKESIDE/OAK","MADISON","North","14th from LAKESIDE/OAK to MADISON , North","11.0","1.0","White Curb","3.0",,,,,,,,,,,"22.42004506","8:00 AM","6:00 PM","0","{678390E5-BA8F-42C9-AE6E-26CD15BDF7B9}","22.4198670286"
"MULTILINESTRING ((-122.26395352647216 37.80156832971415, -122.26385789559949 37.8015305189394))","161","131452","{1439BEA2-D10D-4F08-B917-4123D13168B4}","{3498799E-65D2-4B82-A077-E92D6E08BB03}","{3498799E-65D2-4B82-A077-E92D6E08BB03}_6","E-W","14th","LAKESIDE/OAK","MADISON","North","14th from LAKESIDE/OAK to MADISON , North","11.0","0.0","No Parking","6.0",,,,,,,,,,,"30.86960804",,,"0","{7E2440A3-2B4B-4014-8CBC-114989F084EA}","30.869732391"
"MULTILINESTRING ((-122.26386229441988 37.80137648144178, -122.26403207836374 37.801445970799584))","162","131405","{E4ECAABF-0651-4449-9F25-0A4654F2F082}","{90172484-65C8-4734-8592-4222F05F0E24}","{90172484-65C8-4734-8592-4222F05F0E24}_1","E-W","14th","MADISON","LAKESIDE/OAK","South","14th from MADISON to LAKESIDE/OAK , South","10.0","0.0","No Parking","1.0",,,,,,,,,,,"55.19511675",,,"0","{4C0882B9-6E54-4320-B864-FFD26BDE466D}","55.1950677959"
"MULTILINESTRING ((-122.27608554234645 37.80632927927435, -122.27599591964496 37.80629458781753))","163","133454","{ABFE957D-7EBB-480E-B296-8FF564CF16BC}","{17A0C9E4-BDBB-4A26-8D6F-0CBDE8A9A34D}","{17A0C9E4-BDBB-4A26-8D6F-0CBDE8A9A34D}_1","E-W","14th","MLK JR WAY","CASTRO","North","14th from MLK JR WAY to CASTRO , North","9.0","1.0","No Parking","1.0",,,,,,,,,,,"28.80887559",,,"0","{0E8054FE-6E9A-490B-9A25-402F3A496D5A}","28.8090315469"
"MULTILINESTRING ((-122.27692066290219 37.80666074440451, -122.27675075427386 37.80659418511155))","164","133454","{ABFE957D-7EBB-480E-B296-8FF564CF16BC}","{17A0C9E4-BDBB-4A26-8D6F-0CBDE8A9A34D}","{17A0C9E4-BDBB-4A26-8D6F-0CBDE8A9A34D}_4","E-W","14th","MLK JR WAY","CASTRO","North","14th from MLK JR WAY to CASTRO , North","9.0","2.0","Yellow Curb","4.0",,,,,,,,,,,"54.74346147",,,"0","{52DD7295-8601-4859-B3B6-90D79FBEF012}","54.7434090914"
"MULTILINESTRING ((-122.26497314718861 37.79853502377833, -122.26465362246901 37.79840735675808))","165","130128","{CEA36760-FD8C-4CA1-9CDD-7EAE669E9BA1}","{C9A97CE9-E84D-4957-9B97-DC33127B5CA1}","{C9A97CE9-E84D-4957-9B97-DC33127B5CA1}_1","E-W","10th","OAK","MADISON","North","10th from OAK to MADISON , North","8.0","0.0","No Parking","1.0",,,,,,,,,,,"103.36362653",,,"0","{DB218600-5EC7-404F-98D7-267C5BF49BC3}","103.363587503"
"MULTILINESTRING ((-122.26541322826027 37.798549441174906, -122.26560792646671 37.79862625856797))","166","130049","{9D3E8092-0944-4D90-B73C-7A1D4BB7CE31}","{8F74FEB9-F32E-4CC5-BA9B-C232CFF24C4C}","{8F74FEB9-F32E-4CC5-BA9B-C232CFF24C4C}_2","E-W","10th","MADISON","OAK","South","10th from MADISON to OAK , South","8.0","3.0","No Meter","2.0",,"2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Fri",,,,"62.82436963","8:00 AM","6:00 PM","0","{B980868F-36CA-4CC3-8983-9A019FB617A1}","62.8243318379"
"MULTILINESTRING ((-122.26473099780807 37.79828026650573, -122.26497633620217 37.79837706604845))","167","130049","{9D3E8092-0944-4D90-B73C-7A1D4BB7CE31}","{8F74FEB9-F32E-4CC5-BA9B-C232CFF24C4C}","{8F74FEB9-F32E-4CC5-BA9B-C232CFF24C4C}_4","E-W","10th","MADISON","OAK","South","10th from MADISON to OAK , South","11.0","2.0","Unmarked","4.0",,,,,,,,,,,"79.16514767",,,"0","{1BAB54A9-AC7E-4506-98D5-569FA214DDD3}","79.1652657131"
"MULTILINESTRING ((-122.26683575327743 37.79926008503141, -122.26673678225505 37.79922097306177))","168","130401","{58629A7A-E857-42D3-AB96-CAE3EDC718A0}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}_5","E-W","10th","MADISON","JACKSON","North","10th from MADISON to JACKSON , North","11.0","1.0","Green Curb","5.0",,"12-min",,,,,,,,,"31.94537822",,,"0","{80D40727-BC56-4C1C-832E-E679101DCB84}","31.945572204"
"MULTILINESTRING ((-122.266553912396 37.79914870251745, -122.26636673322724 37.79907472991956))","169","130401","{58629A7A-E857-42D3-AB96-CAE3EDC718A0}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}_2","E-W","10th","MADISON","JACKSON","North","10th from MADISON to JACKSON , North","11.0","2.0","Yellow Curb","2.0",,,,,,,,,,,"60.41760865",,,"0","{C3DAB6CF-FCAB-44B3-886F-E674167228BA}","60.4175432109"
"MULTILINESTRING ((-122.26664211872291 37.7991835619011, -122.266553912396 37.79914870251745))","170","130401","{58629A7A-E857-42D3-AB96-CAE3EDC718A0}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}_3","E-W","10th","MADISON","JACKSON","North","10th from MADISON to JACKSON , North","11.0","1.0","Unmarked","3.0",,,,,,,,,,,"28.47122684",,,"0","{AD60BA6E-7BB2-44CF-A87F-5A389BF8975A}","28.4712375018"
"MULTILINESTRING ((-122.26673678225505 37.79922097306177, -122.26664211872291 37.7991835619011))","171","130401","{58629A7A-E857-42D3-AB96-CAE3EDC718A0}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}","{40B3FC46-F0EA-43CA-B68F-4DA14719B348}_4","E-W","10th","MADISON","JACKSON","North","10th from MADISON to JACKSON , North","11.0","1.0","Yellow Curb","4.0",,,,,,,,,,,"30.55542016",,,"0","{30729E21-43AC-4DE7-9627-B10C3F6D5A49}","30.5554614721"
"MULTILINESTRING ((-122.27038760823694 37.800514920382874, -122.27046698883896 37.80054673456806))","172","131011","{858CA43B-A188-454E-88EC-017CDF28C9AD}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}_1","E-W","10th","WEBSTER ST","HARRISON","South","10th from WEBSTER ST to HARRISON , South","13.0","1.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"25.69433957","8:00 AM","6:00 PM","0","{CB742E0B-BBAE-4CC4-9563-6AFBD47A1D3C}","25.694374146"
"MULTILINESTRING ((-122.27013015062731 37.80041173428424, -122.27038760823694 37.800514920382874))","173","131011","{858CA43B-A188-454E-88EC-017CDF28C9AD}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}_2","E-W","10th","WEBSTER ST","HARRISON","South","10th from WEBSTER ST to HARRISON , South","13.0","4.0","Yellow Curb","2.0",,,,,,,,,,,"83.33559042",,,"0","{8C1367A0-25F4-4C38-AC7F-8D1444ED619A}","83.3357867203"
"MULTILINESTRING ((-122.26989845775118 37.80031887423853, -122.27013015062731 37.80041173428424))","174","131011","{858CA43B-A188-454E-88EC-017CDF28C9AD}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}_3","E-W","10th","WEBSTER ST","HARRISON","South","10th from WEBSTER ST to HARRISON , South","13.0","3.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"74.99635488","8:00 AM","6:00 PM","0","{E8C4F72A-66EF-421E-BE07-BE60C28428F2}","74.9961718926"
"MULTILINESTRING ((-122.26979333315577 37.80027674175409, -122.26989845775118 37.80031887423853))","175","131011","{858CA43B-A188-454E-88EC-017CDF28C9AD}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}_4","E-W","10th","WEBSTER ST","HARRISON","South","10th from WEBSTER ST to HARRISON , South","0.0","1.0","White Curb","4.0",,,,,,,,,,,"34.02727934",,,"0","{21A4FF15-8873-416A-BD82-EBFF74F08B54}","34.0275247348"
"MULTILINESTRING ((-122.2694521984549 37.80014001699341, -122.26957588421214 37.800189589907305))","176","131011","{858CA43B-A188-454E-88EC-017CDF28C9AD}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}","{79D8A65F-7C83-4E60-96DC-F7C01DD92E40}_6","E-W","10th","WEBSTER ST","HARRISON","South","10th from WEBSTER ST to HARRISON , South","13.0","1.0","Meter","6.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"40.03597189","8:00 AM","6:00 PM","0","{E7DAF380-F4DB-40AA-A5AA-500A6417C44C}","40.0358243193"
"MULTILINESTRING ((-122.27410659862788 37.801937529499384, -122.273856523944 37.801839404136274))","177","731511","{29F31A56-127A-4884-953D-8A694D69F681}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}_1","E-W","10th","WASHINGTON","BROADWAY","South","10th from WASHINGTON to BROADWAY , South","11.0","3.0","White Curb","1.0",,,,,,,,,,,"80.60252859",,,"0","{69FB4315-163F-43EF-AA12-37235CDF540C}","80.6026458268"
"MULTILINESTRING ((-122.27377845214413 37.80180967677955, -122.2735564497751 37.80172514469151))","178","731511","{29F31A56-127A-4884-953D-8A694D69F681}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}_3","E-W","10th","WASHINGTON","BROADWAY","South","10th from WASHINGTON to BROADWAY , South","11.0","3.0","Yellow Curb","3.0",,,,,,,,,,,"71.14342219","8:00 AM","6:00 PM","0","{9EF4930F-6E0C-4B39-BF40-CE0B36274ED1}","71.1434724788"
"MULTILINESTRING ((-122.27323879862426 37.801604191638106, -122.27302549933334 37.80152297293479))","179","731511","{29F31A56-127A-4884-953D-8A694D69F681}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}","{5B9C34F3-D44F-4AC3-B1B1-B5CAE5F4B1B9}_4","E-W","10th","WASHINGTON","BROADWAY","South","10th from WASHINGTON to BROADWAY , South","0.0","1.0","Handicapped","4.0",,,,,,,,,,,"68.35495033",,,"0","{E34310EA-5D75-4001-B139-33AADC13B9CF}","68.3546909623"
"MULTILINESTRING ((-122.27694572540499 37.803225528797874, -122.27668129839715 37.803118043270466))","180","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_2","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"85.83775242","8:00 AM","6:00 PM","0","{90EB12CF-9F07-4150-975D-F0116FAAF3A4}","85.8378816788"
"MULTILINESTRING ((-122.27703340950906 37.80326117062755, -122.27694572540499 37.803225528797874))","181","132261","{6A1FD9CF-0A47-4F5D-851D-51232B2EE170}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}","{11BA3595-4D6E-4F31-88C5-A0FC7198C05C}_3","E-W","10th","JEFFERSON","MLK JR WAY","North","10th from JEFFERSON to MLK JR WAY , North","22.0","2.0","Handicapped","3.0",,,,,,,,,,,"28.46395849","8:00 AM","6:00 PM","0","{39096158-6470-4749-8A90-EC4397F9A87A}","28.4637861276"
"MULTILINESTRING ((-122.27873421827825 37.80393705496084, -122.27803106796354 37.803659819323016))","182","132427","{E829E3A7-1C67-4A27-B576-8AAAE055D9CC}","{33386ADA-ACBB-460F-B21F-8E7B5E8D7FE4}","{33386ADA-ACBB-460F-B21F-8E7B5E8D7FE4}_3","E-W","10th","MLK JR WAY","CASTRO","North","10th from MLK JR WAY to CASTRO , North","10.0","6.0","Unmarked","3.0",,,,,,,,,,,"226.84599733",,,"0","{4A072386-119B-4DA5-8E89-E53F378C9FD9}","226.845912743"
"MULTILINESTRING ((-122.27803106796354 37.803659819323016, -122.27797160230695 37.80363824116912))","183","132427","{E829E3A7-1C67-4A27-B576-8AAAE055D9CC}","{33386ADA-ACBB-460F-B21F-8E7B5E8D7FE4}","{33386ADA-ACBB-460F-B21F-8E7B5E8D7FE4}_2","E-W","10th","MLK JR WAY","CASTRO","North","10th from MLK JR WAY to CASTRO , North","10.0","1.0","Handicapped","2.0",,,,,,,,,,,"18.89142985",,,"0","{3D5C476A-A5A4-4400-81CD-7CAC3277E74A}","18.8916397966"
"MULTILINESTRING ((-122.27499075187487 37.80317972346989, -122.27520571518042 37.80326245828187))","184","132307","{2BFC5349-0D35-49FA-8E14-53187B5470B2}","{877F678A-0876-41E2-8EDA-3BE8F9C3D771}","{877F678A-0876-41E2-8EDA-3BE8F9C3D771}_3","E-W","11th","JEFFERSON","CLAY","South","11th from JEFFERSON to CLAY , South","11.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"69.02638643",,,"0","{42A7C43E-B40A-492E-ABAA-7B1C42A42060}","69.0263382312"
"MULTILINESTRING ((-122.27313359998139 37.80244070694502, -122.27259093216917 37.80222905858213))","185","731530","{8294041C-76BD-4645-BD7A-94898ACA3BD4}","{151A327B-E729-436F-9A1B-10272B2CD7F8}","{151A327B-E729-436F-9A1B-10272B2CD7F8}_5","E-W","11th","CLAY","BROADWAY","South","11th from CLAY to BROADWAY , South","18.0","0.0","Bus Stop","5.0",,,,,,,,,,,"174.70166314",,,"0","{EE030B70-CB52-4EB0-9EAF-A4D3DF3AA981}","174.701694301"
"MULTILINESTRING ((-122.27483607948274 37.80311934593849, -122.27442829876648 37.8029576508001))","186","731530","{8294041C-76BD-4645-BD7A-94898ACA3BD4}","{151A327B-E729-436F-9A1B-10272B2CD7F8}","{151A327B-E729-436F-9A1B-10272B2CD7F8}_1","E-W","11th","CLAY","BROADWAY","South","11th from CLAY to BROADWAY , South","18.0","0.0","Bus Stop","1.0",,,,,,,,,,,"131.70560022","8:00 AM","6:00 PM","0","{BB44B9D4-F500-47E4-8990-A0785516137A}","131.705606727"
"MULTILINESTRING ((-122.27418926332258 37.80286360909334, -122.27377715519486 37.80269732131793))","187","731530","{8294041C-76BD-4645-BD7A-94898ACA3BD4}","{151A327B-E729-436F-9A1B-10272B2CD7F8}","{151A327B-E729-436F-9A1B-10272B2CD7F8}_3","E-W","11th","CLAY","BROADWAY","South","11th from CLAY to BROADWAY , South","18.0","5.0","Yellow Curb","3.0",,,,,,,,,,,"133.57523953","8:00 AM","6:00 PM","0","{F6BD1678-1E81-4E2A-8C02-7F38A58B1280}","133.57519241"
"MULTILINESTRING ((-122.27207891259395 37.80203101022495, -122.27243522320028 37.80216914772841))","188","131693","{D12FBD48-4392-493E-A028-DE5737F7D921}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}","{13739EFF-7566-4275-B1BB-30DA4C1C0E9D}_1","E-W","11th","BROADWAY","FRANKLIN","South","11th from BROADWAY to FRANKLIN , South","3.0","0.0","Bus Stop","1.0",,,,,,,,,,,"114.57506286",,,"0","{A346F472-51D3-4591-9207-B96F33314C8C}","114.574977732"
"MULTILINESTRING ((-122.2716422629356 37.80201392986621, -122.27155428957283 37.80197974744491))","189","131748","{5EE8C34D-D6EA-4F37-B9E9-CCF5AF0AF640}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}","{EFA37B56-B7DE-450B-BFDF-EF7CF2B81961}_3","E-W","11th","FRANKLIN","BROADWAY","North","11th from FRANKLIN to BROADWAY , North","6.0","0.0","No Parking","3.0",,,,,,,,,,,"28.30077755",,,"0","{B69884DF-8CC6-4E89-A0D3-FE8D0A9C5A41}","28.3008679372"
"MULTILINESTRING ((-122.26436325060374 37.7998532994099, -122.26477224180866 37.80001197735575))","213","130772","{C42E4F97-B594-4923-89AD-D689302E31D9}","{69A3F518-2BFF-4721-B18D-1C73E21EDF0A}","{69A3F518-2BFF-4721-B18D-1C73E21EDF0A}_2","E-W","12th","MADISON","OAK","South","12th from MADISON to OAK , South","12.0","6.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"131.53673374","8:00 AM","6:00 PM","0","{E9B1268E-B9CB-4D60-B7C0-FDACEF5BB5DB}","131.536674363"
"MULTILINESTRING ((-122.26420263777264 37.799790986465865, -122.26436325060374 37.7998532994099))","214","130772","{C42E4F97-B594-4923-89AD-D689302E31D9}","{69A3F518-2BFF-4721-B18D-1C73E21EDF0A}","{69A3F518-2BFF-4721-B18D-1C73E21EDF0A}_3","E-W","12th","MADISON","OAK","South","12th from MADISON to OAK , South","12.0","2.0","White Curb","3.0",,,,,,,,,,,"51.65504847",,,"0","{39876A99-5A5D-424B-B801-50ED42695CAC}","51.6550474041"
"MULTILINESTRING ((-122.26383556789125 37.79964857045776, -122.26401236240618 37.79971716280976))","215","130772","{C42E4F97-B594-4923-89AD-D689302E31D9}","{69A3F518-2BFF-4721-B18D-1C73E21EDF0A}","{69A3F518-2BFF-4721-B18D-1C73E21EDF0A}_5","E-W","12th","MADISON","OAK","South","12th from MADISON to OAK , South","12.0","2.0","Meter","5.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"56.85945188","8:00 AM","6:00 PM","0","{66DFC7CE-12D1-433F-92F0-BA0DD9D8C47C}","56.8595844614"
"MULTILINESTRING ((-122.26523294656606 37.80019245719717, -122.26543459254353 37.80027208174036))","216","130990","{CB358AA2-9C6B-496D-A5F8-FB09ECDAB7FC}","{25D022CC-B05F-4FD4-AA3C-921C810DC06A}","{25D022CC-B05F-4FD4-AA3C-921C810DC06A}_3","E-W","12th","JACKSON","MADISON","South","12th from JACKSON to MADISON , South","10.0","2.0","White Curb","3.0",,,,,,,,,,,"65.07593073","8:00 AM","6:00 PM","0","{E8D75B1A-F57D-47D1-8E14-51F1052AAA0E}","65.0757486075"
"MULTILINESTRING ((-122.26511027200239 37.80014401635028, -122.26523294656606 37.80019245719717))","217","130990","{CB358AA2-9C6B-496D-A5F8-FB09ECDAB7FC}","{25D022CC-B05F-4FD4-AA3C-921C810DC06A}","{25D022CC-B05F-4FD4-AA3C-921C810DC06A}_4","E-W","12th","JACKSON","MADISON","South","12th from JACKSON to MADISON , South","10.0","2.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"39.58982487","8:00 AM","6:00 PM","0","{B7147333-38EB-4DB5-8249-8CE9CB2AFEF6}","39.5898990313"
"MULTILINESTRING ((-122.26511071541361 37.80029567265994, -122.26497100093846 37.80024019523364))","218","131049","{ABAA2FAF-36BE-44B3-A3C7-13A0F5A1404F}","{947B420D-2E40-4ED2-981D-7ACB15D4ED73}","{947B420D-2E40-4ED2-981D-7ACB15D4ED73}_1","E-W","12th","MADISON","JACKSON","North","12th from MADISON to JACKSON , North","11.0","1.0","Yellow Curb","1.0",,,,,,,,,,,"45.13903935",,,"0","{FABDCF1F-7983-4665-B7BD-76B8DFCDD077}","45.1390961802"
"MULTILINESTRING ((-122.26745310946127 37.80108301834157, -122.26766114419804 37.80116315889554))","219","131411","{2C7CF851-2978-4883-88E5-C93CC8B5CB95}","{3BFE1432-AE3B-4870-ADBE-82F33AD221A6}","{3BFE1432-AE3B-4870-ADBE-82F33AD221A6}_3","E-W","12th","HARRISON","ALICE","South","12th from HARRISON to ALICE , South","12.0","3.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"66.81433141","8:00 AM","6:00 PM","0","{2E632724-8162-4A04-A797-138193E6AE5A}","66.8145551924"
"MULTILINESTRING ((-122.26766114419804 37.80116315889554, -122.26791511965142 37.80126099815648))","220","131411","{2C7CF851-2978-4883-88E5-C93CC8B5CB95}","{3BFE1432-AE3B-4870-ADBE-82F33AD221A6}","{3BFE1432-AE3B-4870-ADBE-82F33AD221A6}_2","E-W","12th","HARRISON","ALICE","South","12th from HARRISON to ALICE , South","12.0","3.0","Yellow Curb","2.0",,,,,,,,,,,"81.56960466",,,"0","{71FF591D-874A-44B0-8A8B-7260543FB528}","81.5694417199"
"MULTILINESTRING ((-122.26880072650471 37.80175903977023, -122.26850951957493 37.801643249488606))","221","131643","{348F3794-A1E2-42B7-BDD0-9CBD33012573}","{A66B0640-D75A-451F-89EB-18EF580A678E}","{A66B0640-D75A-451F-89EB-18EF580A678E}_1","E-W","12th","HARRISON","WEBSTER","North","12th from HARRISON to WEBSTER , North","10.0","0.0","Bus Stop","1.0",,,,,,,,,,,"94.10800288","8:00 AM","6:00 PM","0","{9F504B70-6BF8-4F7E-B41C-4A37074D59C6}","94.1078558261"
"MULTILINESTRING ((-122.26912476257488 37.80188450763628, -122.26895222570049 37.801819278958))","222","131643","{348F3794-A1E2-42B7-BDD0-9CBD33012573}","{A66B0640-D75A-451F-89EB-18EF580A678E}","{A66B0640-D75A-451F-89EB-18EF580A678E}_3","E-W","12th","HARRISON","WEBSTER","North","12th from HARRISON to WEBSTER , North","10.0","2.0","Yellow Curb","3.0",,,,,,,,,,,"55.21815948","8:00 AM","6:00 PM","0","{663CD35B-BAB7-4916-9FF4-36D2309B3B71}","55.2180039345"
