"project_number","building_id","project_description","school_name","school_address","sed_approved_estimate","appltosed","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"0MK7","Q238","Building System Improvement - Electrical Lighting Fixtures","I.S. 238 - QUEENS","88-15 182 STREET","2066312","2016-03-21T00:00:00.000","4","11423","40.713094","-73.780468","12","27","470","4212425","4099190006","Jamaica                                                                    "
"0MKA","R052","Building System Improvement - Electrical Lighting Fixtures","P.S. 52 - STATEN ISLAND","450 BUEL AVENUE","920745","2016-03-21T00:00:00.000","5","10305","40.582744","-74.088509","2","50","11201","5053746","5037050001","Old Town-Dongan Hills-South Beach                                          "
"0MKG","M460","Emergency Stabilization","WASHINGTON IRVING HS - MANHATT","40 IRVING PLACE","935135","2016-03-21T00:00:00.000","1","10003","40.735494","-73.987659","6","2","50","1017828","1008720057","Gramercy                                                                   "
"0MKH","M477","Emergency Stabilization","STUYVESANT HS - MANHATTAN","345 CHAMBERS STREET","417651","2016-03-21T00:00:00.000","1","10282","40.71759","-74.013748","1","1","31703","1084587","1000160215","Battery Park City-Lower Manhattan                                          "
"0MIC","K081","Building System Improvement - Installation of a Low-Voltage Electrical System","P.S. 81 - BROOKLYN","990 DEKALB AVENUE","1026704","2016-03-21T00:00:00.000","3","11221","40.693161","-73.935765","3","36","289","3043248","3016020019","Stuyvesant Heights                                                         "
"0MID","K034","Building System Improvement - Installation of a Low-Voltage Electrical System","P.S. 34 - BROOKLYN","131 NORMAN AVENUE","1211891","2016-03-21T00:00:00.000","3","11222","40.726135","-73.949649","1","33","573","3065733","3026220028","Greenpoint                                                                 "
"0MIE","Q849","Building System Improvement - Electrical Lighting Fixtures","I.S. 77 - QUEENS","976 SENECA AVENUE","914686","2016-03-21T00:00:00.000","4","11385","40.699516","-73.90214","5","34","555","4085922","4035630023","Ridgewood                                                                  "
"0MIF","Q124","Building System Improvement - Electrical Lighting Fixtures","P.S. 124 - QUEENS","129-15 150 AVENUE","981079","2016-03-21T00:00:00.000","4","11420","40.665058","-73.811701","10","28","84602","4257530","4118820001","South Ozone Park                                                           "
"0MIG","Q450","Building System Improvement - Electrical Lighting Fixtures","NEWCOMERS HIGH SCHOOL - Q","28-01 41ST AVENUE","1698368","2016-03-21T00:00:00.000","4","11101","40.751356","-73.937445","1","26","33","4004874","4004040001","Queensbridge-Ravenswood-Long Island City                                   "
"0MIH","Q033","Building System Improvement - Electrical Lighting Fixtures","P.S. 33 - QUEENS","91-37 222 STREET","1304942","2016-03-21T00:00:00.000","4","11428","40.727134","-73.735077","13","23","560","4230589","4107560001","Queens Village                                                             "
"0MII","Q470","Building System Improvement - Electrical Lighting Fixtures","JAMAICA HS - QUEENS","167-01 GOTHIC DRIVE","572280","2016-03-21T00:00:00.000","4","11432","40.713218","-73.797237","8","24","452","4448806","4098580100","Briarwood-Jamaica Hills                                                    "
"0MIJ","X435","Building System Improvement - Electrical Lighting Fixtures","FORDHAM HS FOR THE ARTS - BRON","500 EAST FORDHAM ROAD","964496","2016-03-21T00:00:00.000","2","10458","40.860043","-73.888267","6","15","387","2011810","2030590001","Belmont                                                                    "
"0MIK","X650","Building System Improvement - Electrical Lighting Fixtures","JANE ADDAMS VOC HS - X","900 TINTON AVENUE","554384","2016-03-21T00:00:00.000","2","10456","40.821675","-73.903546","3","17","133","2004807","2026680001","Morrisania-Melrose                                                         "
"0MIL","K465","Building System Improvement - Electrical Lighting Fixtures","I.S. 382 - BROOKLYN","911 FLATBUSH AVENUE","1687242","2016-03-21T00:00:00.000","3","11226","40.649787","-73.95855","14","40","794","3336215","3051030010","Erasmus                                                                    "
"0MIM","Q052","Building System Improvement - Electrical Lighting Fixtures","P.S. 52 - QUEENS","178-37 146 TERRACE","1031500","2016-03-21T00:00:00.000","4","11434","40.661122","-73.766733","13","31","320","4285972","4133530020","Springfield Gardens South-Brookville                                       "
"0MIN","M911","Building System Improvement - Electrical Lighting Fixtures","HARLEM RENAISSANCE HS - M","22 EAST 128 STREET","919828","2016-03-21T00:00:00.000","1","10035","40.807987","-73.940061","11","9","206","1054159","1017520059","Central Harlem North-Polo Grounds                                          "
"0MIO","K615","Building System Improvement - Electrical Lighting Fixtures","E NY VOC HS OF TRANSIT TECH.-K","1 WELLS STREET","1789007","2016-03-21T00:00:00.000","3","11208","40.678276","-73.87596","5","37","1196","3327249","3041550075","East New York                                                              "
"0MIQ","M194","Building System Improvement - Electrical Lighting Fixtures","P.S. 194 - MANHATTAN","244 WEST 144 STREET","810873","2016-03-21T00:00:00.000","1","10030","40.821535","-73.940941","10","9","232","1060432","1020290011","Central Harlem North-Polo Grounds                                          "
"0MIR","Q142","Building System Improvement - Electrical Lighting Fixtures","Q752 SPED - QUEENS","142-10 LINDEN BLVD","1558526","2016-03-21T00:00:00.000","4","11436","40.684142","-73.801479","12","28","192","4259200","4119720070","Baisley Park                                                               "
"0MIT","K175","Building System Improvement - Electrical Lighting Fixtures","TEACHERS PREP (HS LVL) - K","226 BRISTOL STREET","1134648","2016-03-21T00:00:00.000","3","11212","40.665878","-73.911705","16","41","924","3081419","3035410001","Brownsville                                                                "
"0MIU","K656","Building System Improvement - Electrical Lighting Fixtures","BROOKLYN HS OF THE ARTS - BROO","500 PACIFIC STREET","1144403","2016-03-21T00:00:00.000","3","11217","40.684504","-73.980678","2","33","39","3001189","3001920001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"0MIV","Q123","Building System Improvement - Electrical Lighting Fixtures","P.S. 123 - QUEENS","145-01 119 AVENUE","285516","2016-03-21T00:00:00.000","4","11436","40.678296","-73.79562","12","28","18402","4260828","4120190010","Baisley Park                                                               "
"0MIW","M066","Building System Improvement - Electrical Lighting Fixtures","P.S. 151 - MANHATTAN","421 EAST 88 STREET","947884","2016-03-21T00:00:00.000","1","10128","40.777911","-73.947757","8","5","14402","1050618","1015680008","Yorkville                                                                  "
"0MIY","X143","Indoor Building Improvement","I.S. 244 - BRONX","120 WEST 231 STREET","148811","2016-03-21T00:00:00.000","2","10463","40.875911","-73.901099","8","14","273","2015547","2032530141","Van Cortlandt Village                                                      "
"0MIZ","X143","Building Envelope Improvement - Parapet Reconstruction","I.S. 244 - BRONX","120 WEST 231 STREET","3471091","2016-03-21T00:00:00.000","2","10463","40.875911","-73.901099","8","14","273","2015547","2032530141","Van Cortlandt Village                                                      "
"0MJ0","X143","Building Envelope Improvement - Parapet Reconstruction","I.S. 244 - BRONX","120 WEST 231 STREET","892689","2016-03-21T00:00:00.000","2","10463","40.875911","-73.901099","8","14","273","2015547","2032530141","Van Cortlandt Village                                                      "
"0MJ1","M043","Indoor Building Improvement - Conversion of Administrative Space into Classrooms","I.S. 367 - MANHATTAN","509 WEST 129 STREET","25392","2016-03-21T00:00:00.000","1","10027","40.815256","-73.955325","9","7","219","1059723","1019840033","Manhattanville                                                             "
"0LU2","K284","Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.","P.S. 284 - BROOKLYN","213 OSBORN STREET","24860","2016-03-21T00:00:00.000","3","11212","40.667377","-73.908214","16","41","912","3081460","3035440135","Brownsville                                                                "
"0LU3","K405","AIR CONDITIONING SPLIT SYSTEM","MIDWOOD HS","2839 BEDFORD AVENUE","159143","2016-03-21T00:00:00.000","3","11210","40.633237","-73.952929","14","45","772","3205788","3075530041","Flatbush                                                                   "
"0MJ8","K073","Building Envelope Improvement - Parapet Reconstruction","P.S. 73 - BROOKLYN","251 MACDOUGAL STREET","507173","2016-03-21T00:00:00.000","3","11233","40.680318","-73.910644","16","37","369","3041561","3015280001","Ocean Hill                                                                 "
"0MJ9","K073","Building Envelope Improvement - Parapet Reconstruction","P.S. 73 - BROOKLYN","251 MACDOUGAL STREET","2919422","2016-03-21T00:00:00.000","3","11233","40.680318","-73.910644","16","37","369","3041561","3015280001","Ocean Hill                                                                 "
"0MJO","K251","Building System Improvement - Electrical Lighting Fixtures","P.S. 251 - BROOKLYN","1037 EAST 54 STREET","1314516","2016-03-21T00:00:00.000","3","11234","40.632524","-73.924417","18","46","722","3214729","3077580001","Flatlands                                                                  "
"0MJP","K276","Building System Improvement - Electrical Lighting Fixtures","P.S. 276 - BROOKLYN","1070 EAST 83 STREET","1172291","2016-03-21T00:00:00.000","3","11236","40.634085","-73.907925","18","46","996","3225637","3080340001","Canarsie                                                                   "
"0MJZ","M054","Building System Improvement - Electrical Lighting Fixtures","I.S. 54 - MANHATTAN","103 WEST 107 STREET","1425448","2016-03-21T00:00:00.000","1","10025","40.800119","-73.962837","7","7","193","1055990","1018620011","Morningside Heights                                                        "
"0LVM","X117","CAFETARIA/MULTI PURPOSE","I.S. 117 - BRONX","1865 MORRIS AVENUE","172932","2016-03-21T00:00:00.000","2","10453","40.848516","-73.908427","5","14","23301","2007902","2028270001","Mount Hope                                                                 "
"0LWE","R034","Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.","I.S. 34 - STATEN ISLAND","528 ACADEMY AVE","214521","2016-03-21T00:00:00.000","5","10307","40.508284","-74.243428","3","51","24401","5088090","5078940001","Charleston-Richmond Valley-Tottenville                                     "
"0LWF","R435","Gymnasium Upgrade","NEW DORP HS - STATEN ISLAND","465 NEW DORP LANE","200000","2016-03-21T00:00:00.000","5","10306","40.569393","-74.107737","2","50","11202","5055367","5039300010","New Dorp-Midland Beach                                                     "
"0LVN","X071","CAFETARIA/MULTI PURPOSE","P.S. 71 - BRONX","3040 ROBERTS AVENUE","31428","2016-03-21T00:00:00.000","2","10461","40.845787","-73.829829","10","13","26602","2046140","2041710001","Pelham Bay-Country Club-City Island                                        "
"0MK1","M115","Building System Improvement - Electrical Lighting Fixtures","P.S. 115 - MANHATTAN","586 WEST 177 STREET","1273463","2016-03-21T00:00:00.000","1","10033","40.846542","-73.935205","12","10","261","1063228","1021330040","Washington Heights South                                                   "
