"queens_condominium_property_boro_block_lot","queens_condominium_property_condo_section","queens_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","queens_condominium_property_neighborhood","queens_condominium_property_building_classification","queens_condominium_property_total_units","queens_condominium_property_year_built","queens_condominium_property_gross_sqft","queens_condominium_property_est_gross_income","queens_condominium_property_gross_income_per_sqft","queens_condominium_property_full_market_value","queens_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-06801-7503","611-R1","71-19 162 STREET","4","11365","40.729822","-73.807178","8","24","122701","4537678","4068017503","Pomonok-Flushing Heights-Hillcrest                                         ","FLUSHING-SOUTH","R4-ELEVATOR","42","2007","66085","1784295","27","7390014","112","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","2.6","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","1.7"
"4-06801-7504","614-R1","162-10 71 AVENUE","4","11365","40.730417","-73.806916","8","24","122701","4147308","4068017504","Pomonok-Flushing Heights-Hillcrest                                         ","FLUSHING-SOUTH","R4-ELEVATOR","14","2008","14514","406392","28","1680002","116","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","2.6","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","1.7"
"4-07353-7501","228-R1","201-02 ROCKY HILL ROAD","4","11361","40.753475","-73.779339","11","20","145102","4312454","4073537501","Bayside-Bayside Hills                                                      ","BAYSIDE","R2-WALK-UP","27","1950","18600","260400","14","811000","43.6","4-06266-0001","205-02 42 AVENUE","BAYSIDE","C9-WALK-UP","27","1948","20400","336886","16.51","1140000","56","0.5","4-06260-0001","202-02 42 AVENUE","BAYSIDE","C9-WALK-UP","27","1948","20400","400534","19.63","1500000","74","0.45"
"4-07353-7501","228-R2","202-02 ROCKY HILL ROAD","4","11361","40.7534","-73.778379","11","20","145102","4312456","4073547501","Bayside-Bayside Hills                                                      ","BAYSIDE","R2-WALK-UP","38","1950","26190","366660","14","1139995","43.5","4-12311-0050","156-01 NORTH CONDUIT AVEN","SPRINGFIELD GARDENS","C9-WALK-UP","46","1972","31365","565076","18.02","2110000","67","5.8","4-04291-0005","119-59 27 AVENUE","COLLEGE POINT","C1-WALK-UP","26","1965","21060","215093","10.21","512000","24.31","3.95"
"4-07674-7501","60-R1","67-27 CLOVERDALE BOULEVAR","4",,,,,,,,,,"OAKLAND GARDENS","R2-WALK-UP","179","1960","212533","3825594","18","14299990","67","4-07672-0002","224-01 69 AVENUE","OAKLAND GARDENS","C9-WALK-UP","224","1949","174200","3320789","19.06","12400000","71","0.15","4-07660-0002","224-65 64 AVENUE","OAKLAND GARDENS","C9-WALK-UP","177","1949","138500","2609191","18.84","9760000","70","0.2"
"4-08136-7502","189-R1","40-01 LITTLE NECK PARKWAY","4","11363","40.77318","-73.741238","11","19","1479","4312462","4081367502","Douglas Manor-Douglaston-Little Neck                                       ","LITTLE NECK","R9-CONDOPS","63","1987","61840","1051280","17","3930000","64","4-06277-0050","42-06 212 STREET","BAYSIDE","C9-WALK-UP","84","1951","61968","954998","15.41","3230000","52","1.95","4-07660-0002","224-65 64 AVENUE","OAKLAND GARDENS","C9-WALK-UP","177","1949","138500","2609191","18.84","9760000","70","1.85"
"4-09046-7501","212-R1","97-52 75 STREET","4","11416","40.680424","-73.862699","9","32","42","4312469","4090467501","Woodhaven                                                                  ","OZONE PARK","R2-WALK-UP","40","1988","31315","454067","14.5","1539997","49.2","4-09231-0020","119-50 METROPOLITAN AVENU","KEW GARDENS","C7-WALK-UP","22","1974","16232","288000","17.74","1080000","67","2.4","4-09847-0068","85-44 165 STREET","JAMAICA HILLS","C1-WALK-UP","13","1980","8100","128645","15.88","435000","54","3.95"
"4-09177-7501","184-R1","84-10 101 STREET","4","11418","40.698233","-73.848086","9","32","24","4312522","4091777501","Richmond Hill                                                              ","WOODHAVEN","R2-WALK-UP","15","1959","12208","152600","12.5","429002","35.1","4-09181-0026","101-16 86 AVENUE","WOODHAVEN","C1-WALK-UP","18","1938","15231","182000","11.95","511000","33.5","0.1","4-08887-0001","94-12 85 ROAD","WOODHAVEN","C1-WALK-UP","16","1931","14080","210786","14.97","713000","51","0.15"
"4-09177-7501","184-R3","84-10 101 STREET","4","11418","40.698233","-73.848086","9","32","24","4312522","4091777501","Richmond Hill                                                              ","WOODHAVEN","R2-WALK-UP","63","1959","53790","672375","12.5","1890000","35.1","4-09181-0026","101-16 86 AVENUE","WOODHAVEN","C1-WALK-UP","18","1938","15231","182000","11.95","511000","33.5","0.1","4-08887-0001","94-12 85 ROAD","WOODHAVEN","C1-WALK-UP","16","1931","14080","210786","14.97","713000","51","0.15"
"4-09231-7501","132-R1","83-09 LEFFERTS BOULEVARD","4","11415","40.705791","-73.831701","9","29","140","4192800","4092317501","Kew Gardens                                                                ","KEW GARDENS","R4-ELEVATOR","36","1928","40235","553231","13.75","1720002","42.7","4-09245-0240","84-50 AUSTIN STREET","KEW GARDENS","D1-ELEVATOR","75","1955","74928","1152500","15.38","3900000","52","0.25","4-09230-0066","119-37 METROPOLITAN AVENU","KEW GARDENS","D1-ELEVATOR","95","1925","71436","1077000","15.08","3640000","51","0.1"
"4-09245-7501","48-R1","84-62 AUSTIN STREET","4","11415","40.706998","-73.827078","9","29","136","4193155","4092457501","Kew Gardens                                                                ","KEW GARDENS","R2-WALK-UP","20","1982","16275","235987","14.5","798001","49","4-01606-0052","40-37 97 STREET","CORONA","C1-WALK-UP","16","1990","12304","175895","14.3","595000","48.4","3.6","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","4.2"
"4-09651-7501","215-R1","85-15 MAIN STREET","4","11435","40.709687","-73.819265","8","24","22002","4312614","4096517501","Briarwood-Jamaica Hills                                                    ","BRIARWOOD","R9-CONDOPS","223","1966","196355","3288946","16.75","12300000","63","4-09712-0161","142-02 84 DRIVE","BRIARWOOD","D1-ELEVATOR","90","1966","66924","1102141","16.47","3730000","56","0.2","4-09644-0001","86-25 VAN WYCK EXPRESSWAY","BRIARWOOD","D3-ELEVATOR","201","1960","167400","2897928","17.31","10800000","65","0.2"
"4-09668-7501","251-R1","135-08 82 AVENUE","4","11435","40.714545","-73.822668","8","24","22001","4206539","4096687501","Briarwood-Jamaica Hills                                                    ","BRIARWOOD","R4-ELEVATOR","20","1990","19000","285000","15","963997","51","4-09693-0011","88-09 148 STREET","JAMAICA","D1-ELEVATOR","70","1962","62652","927812","14.81","3140000","50","1","4-09712-0161","142-02 84 DRIVE","BRIARWOOD","D1-ELEVATOR","90","1966","66924","1102141","16.47","3730000","56","0.45"
"4-09736-7501","520-R1","143-41 84 DRIVE","4","11435","40.711688","-73.812641","8","24","232","4534921","4097367501","Briarwood-Jamaica Hills                                                    ","BRIARWOOD","R4-ELEVATOR","53","2007","29969","779194","26","3230001","108","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","0.9","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","2.3"
"4-09828-7501","606-R1","89-16 175 STREET","4","11432","40.710265","-73.786963","12","27","462","4537604","4098287501","Jamaica                                                                    ","JAMAICA","R4-ELEVATOR","55","2008","60600","1696800","28","7029999","116","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","0.65","4-00531-0060","31-64 21 STREET","ASTORIA","D1-ELEVATOR","52","2002","46333","1176751","25.4","4870000","105","8.5"
"4-09832-7501","546-R1","175-24 89 AVENUE","4","11432","40.710457","-73.786652","12","27","462","4535148","4098327501","Jamaica                                                                    ","JAMAICA","R2-WALK-UP","12","2006","10431","271206","26","1120002","107","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","0.75","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","3.7"
"4-09937-7501","500-R1","178-36 WEXFORD TERRACE","4","11432","40.713508","-73.784561","8","24","466","4534092","4099377501","Jamaica Estates-Holliswood                                                 ","JAMAICA ESTATES","R4-ELEVATOR","32","2006","32317","775608","24","3210006","99","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","0.95","4-03169-0021","99-22 67 ROAD","REGO PARK","D3-ELEVATOR","29","2001","22662","550569","24.29","2280000","101","3.75"
"4-09944-7501","208-R1","180-16 WEXFORD TERRACE","4","11432","40.71419","-73.782304","8","24","466","4312621","4099447501","Jamaica Estates-Holliswood                                                 ","JAMAICA ESTATES","R4-ELEVATOR","24","1986","19448","291720","15","985998","51","4-09937-0025","178-60 WEXFORD TERRACE","JAMAICA ESTATES","D1-ELEVATOR","73","1956","57186","963724","16.85","3260000","57","0.15","4-09960-0005","187-35 HILLSIDE AVENUE","JAMAICA ESTATES","D1-ELEVATOR","77","1962","63936","962832","15.06","3260000","51","0.35"
"4-11417-7501","8-R1","85-09 151 AVENUE","4","11414","40.668248","-73.849372","10","32","6201","4446805","4114177501","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","R4-ELEVATOR","150","1966","202489","2885468","14.25","10999989","54","4-09950-0009","182-30 WEXFORD TERRACE","JAMAICA ESTATES","D1-ELEVATOR","218","1964","184896","3173629","17.16","11900000","64","4.8","4-09950-0057","183-11 HILLSIDE AVENUE","JAMAICA ESTATES","D3-ELEVATOR","168","1962","128148","2006058","15.65","6780000","53","4.8"
"4-11417-7502","12-R1","149-30 88 STREET","4","11414","40.669654","-73.847369","10","32","6201","4446826","4114177502","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","R4-ELEVATOR","150","1967","199444","2941799","14.75","9949997","49.9","4-09950-0057","183-11 HILLSIDE AVENUE","JAMAICA ESTATES","D3-ELEVATOR","168","1962","128148","2006058","15.65","6780000","53","4.8","4-09950-0009","182-30 WEXFORD TERRACE","JAMAICA ESTATES","D1-ELEVATOR","218","1964","184896","3173629","17.16","11900000","64","4.8"
"4-11431-7501","1-R1","84-39 153 AVENUE","4","11414","40.666396","-73.849964","10","32","6201","4446865","4114317501","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","R4-ELEVATOR","156","1965","198707","3079958","15.5","10400018","52","4-10681-0056","212-29 HILLSIDE AVENUE","QUEENS VILLAGE","D1-ELEVATOR","180","1963","144995","2262821","15.61","7650000","53","6.4","4-09950-0009","182-30 WEXFORD TERRACE","JAMAICA ESTATES","D1-ELEVATOR","218","1964","184896","3173629","17.16","11900000","64","4.85"
"4-11431-7502","2-R1","151-15 84 STREET","4","11414","40.667618","-73.85065","10","32","6201","4446930","4114317502","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","R4-ELEVATOR","163","1965","198687","3079648","15.5","10400022","52","4-10681-0056","212-29 HILLSIDE AVENUE","QUEENS VILLAGE","D1-ELEVATOR","180","1963","144995","2262821","15.61","7650000","53","6.4","4-09950-0009","182-30 WEXFORD TERRACE","JAMAICA ESTATES","D1-ELEVATOR","218","1964","184896","3173629","17.16","11900000","64","4.85"
"4-11440-7501","292-R1","78-10 153 AVENUE","4","11414","40.665531","-73.855885","10","32","6202","4593918","4114407501","Lindenwood-Howard Beach                                                    ","HOWARD BEACH","R2-WALK-UP","95","1977","52400","759800","14.5","2570000","49","4-11545-0026","94-20 ALBERT ROAD","OZONE PARK","C1-WALK-UP","36","1967","20646","321230","15.56","1090000","53","0.85","4-15739-0001","29-03 BESSEMUND AVENUE","FAR ROCKAWAY","C9-WALK-UP","72","1960","55218","791930","14.34","2470000","44.7","6.4"
"4-11599-7501","495-R1","109-18 LEFFERTS BOULEVARD","4","11420","40.681958","-73.822084","10","28","106","4249438","4115997501","South Ozone Park                                                           ","SOUTH OZONE PARK","R2-WALK-UP","24","0","19200","288000","15","974001","51","4-11545-0026","94-20 ALBERT ROAD","OZONE PARK","C1-WALK-UP","36","1967","20646","321230","15.56","1090000","53","1.25","4-12311-0050","156-01 NORTH CONDUIT AVEN","SPRINGFIELD GARDENS","C9-WALK-UP","46","1972","31365","565076","18.02","2110000","67","2.45"
"4-15557-7501","179-R1","10-11 NAMEOKE STREET","4","11691","40.603191","-73.748937","14","31","103202","4311017","4155577501","Far Rockaway-Bayswater                                                     ","FAR ROCKAWAY","R4-ELEVATOR","64","1961","73060","767130","10.5","2159993","29.6","4-15574-0020","13-34 CAFFREY AVENUE","FAR ROCKAWAY","D1-ELEVATOR","84","1963","83682","938847","11.22","2430000","29","0.2","4-15753-0072","23-11 CORNAGA AVENUE","FAR ROCKAWAY","D1-ELEVATOR","76","1964","78600","768367","9.78","1830000","23.28","0.45"
"4-15612-7501","570-R1","156 BEACH 9 STREET","4","11691","40.595662","-73.743888","14","31","101002","4537516","4156127501","Far Rockaway-Bayswater                                                     ","FAR ROCKAWAY","R4-ELEVATOR","42","2007","51175","1228200","24","5090001","99","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","4","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","8.1"
"4-16112-7501","524-R1","79-14 ROCKAWAY BEACH BOUL","4","11694","40.570817","-73.854379","14","32","928",,,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ","HAMMELS","R4-ELEVATOR","86","2006","111775","2235500","20","8359995","75","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","0.7","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","8"
"4-16113-7501","463-R1","2-21 BEACH 80 STREET","4","11693","40.588604","-73.806404","14","31","94202","4530771","4161137501","Hammels-Arverne-Edgemere                                                   ","HAMMELS","R4-ELEVATOR","66","2005","93315","1959615","21","8119999","87","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","0.65","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","8"
"4-16113-7502","462-R1","260 BEACH 81 STREET","4","11693","40.589094","-73.807382","14","31","94202","4531752","4161137502","Hammels-Arverne-Edgemere                                                   ","HAMMELS","R4-ELEVATOR","78","2005","82862","1740102","21","7210005","87","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","0.65","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","8"
"4-16137-7501","451-R1","138 BEACH 92 STREET","4","11693","40.585021","-73.814389","14","32","94203","4532627","4161377501","Hammels-Arverne-Edgemere                                                   ","HAMMELS","R2-WALK-UP","20","2005","27560","551200","20","2060000","75","4-00040-0015","10-28 JACKSON AVENUE","LONG ISLAND CITY","D9-ELEVATOR","25","2005","24464","625842","25.6","2590000","106","13.1","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","0.25"
"4-16173-7501","494-R1","100-04 SHORE FRONT PARKWA","4",,,,,,,,,,"ROCKAWAY PARK","R2-WALK-UP","78","2007","98222","1964440","20","7349988","75","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","0.3","4-00598-0018","26-39 30 STREET","ASTORIA","C1-WALK-UP","14","1999","10000","193214","19.32","722000","72","13.8"
"4-16176-7501","541-R1","102-02 ROCKAWAY BEACH BOU","4","11694","40.570817","-73.854379","14","32","928",,,"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ","ROCKAWAY PARK","R2-WALK-UP","52","2006","53200","1223600","23","5070001","95","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","0.4","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","8.5"
"4-16226-7501","467-R1","136 BEACH 117 STREET","4","11694","40.578367","-73.837429","14","32","93402","4531751","4162267501","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ","ROCKAWAY PARK","R4-ELEVATOR","93","2005","74400","1860000","25","7700008","103","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","1.1","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","9"
"4-16228-7501","588-R1","118-20 OCEAN PROMENADE","4","11694","40.577122","-73.837997","14","32","93402","4537568","4162287501","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ","ROCKAWAY PARK","R4-ELEVATOR","26","2005","41713","1084538","26","4489991","108","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","9","4-16151-0006","2-14 BEACH 96 STREET","HAMMELS","D1-ELEVATOR","72","2004","55628","1047003","18.82","3910000","70","1.2"
"4-16233-7501","173-R1","123-10 OAK STREET","4",,,,,,,,,,"ROCKAWAY PARK","R9-CONDOPS","81","1986","82600","970550","11.75","2730000","33.1","4-16226-0074","180 BEACH 117 STREET","ROCKAWAY PARK","D1-ELEVATOR","61","1960","50347","518067","10.29","1340000","26.6","0.35","4-15625-0001","250 BEACH 15 STREET","FAR ROCKAWAY","D1-ELEVATOR","138","1981","100865","1170164","11.6","2480000","24.59","5.2"
