"pops_number","borough_name","borocode","community_district","address_number","street_name","zip_code","building_address_with_zip","tax_block","tax_lot","building_name","building_location","year_completed","building_constructed","public_space_type","developer","building_architect","principal_public_space","size_required","hour_of_access_required","amenities_required","other_required","permitted_amenities","physically_disabled","latitude","longitude","xcoordinate","ycoordinate","council_district","census_tract","bin","bbl","nta","geocoded_column"
"M060017","Manhattan","1","6","222","EAST 39 STREET","10016","222 EAST 39 STREET, New York, NY 10016","919","42","The Nash","South side of East 39th Street between Second and Third Avenues","1972","Completed","Plaza",,"Sidney Goldhammer","Sidney Goldhammer; MUSHO Architecture and Design, LLC (for alteration in 2004)","Plaza 4371.45 sf","24 Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space",,,"Full/Partial","40.748203","-73.974848","991219","211868","4","78","1020361","1009190042","Murray Hill-Kips Bay","POINT (-73.974848 40.748203)"
"M050002","Manhattan","1","5","36","CENTRAL PARK SOUTH","10019","36 CENTRAL PARK SOUTH, New York, NY 10019","1274","11","Park Lane Hotel","South side of Central Park South between Fifth and Sixth Avenues","1971","Completed","Arcade; Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Arcade 2098.00 sf; Plaza 1958.00 sf","24 Hours","None; Trees on Street",,,"Full/Partial","40.764811","-73.97538","991070","217919","4","112.01","1035251","1012740011","Midtown-Midtown South","POINT (-73.97538 40.764811)"
"M050084","Manhattan","1","5","1755","BROADWAY","10019","1755 BROADWAY, New York, NY 10019","1028","7501","Symphony House","Full blockfront on West 56th Street between Broadway and Eighth Avenues","1987","Completed","Urban Plaza","Jack Resnick","Emery Roth & Sons","Thomas Balsley Associates","Urban Plaza 4953.89 sf","Restricted Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,"Open Air Cafe","Full/Partial","40.765974","-73.982553","989083","218342","3","137","1070014","1010287501","Midtown-Midtown South","POINT (-73.982553 40.765974)"
"K040001","Brooklyn","3","4","501","BUSHWICK AVENUE","11206","501 BUSHWICK AVENUE, Brooklyn, NY 11206","3141","1","Rheingold Development","Buildings located within five full blocks and one partial block, and is roughly bounded by Flushing Avenue, Beaver Street, Garden Street, Forrest Street, Stanwix Street, Melrose Street and Evergreen Avenue.",,"Under Construction","Public Access Area",,,,,,,,,"Full/Partial","40.701214","-73.935746","1002066","194754","34","391","3426398","3031410001","Bushwick South","POINT (-73.935746 40.70121400000001)"
"M060084","Manhattan","1","6","285","LEXINGTON AVENUE","10016","285 LEXINGTON AVENUE, New York, NY 10016","892","62","Carlton Regency North","Southeast corner of Lexington Avenue and East 37th Street","1974","Completed","Variance Arcade",,"Harry F. Green","Harry F. Green","Variance Arcade 3342.00 sf","24 Hours","None",,,"Full/Partial","40.748033","-73.978151","990304","211806","4","80","1018978","1008920062","Murray Hill-Kips Bay","POINT (-73.978151 40.748033)"
"M050036","Manhattan","1","5","650","FIFTH AVENUE","10019","650 FIFTH AVENUE, New York, NY 10019","1267","41",,"Southwest corner of West 52nd Street and Fifth Avenue","1977","Completed","Cellar Floor Public Space; Covered Pedestrian Space","The Pahlavi Foundation","John Carl Warnecke","Michael LeClere","Cellar Floor Public Space 0.00 sf; Covered Pedestrian Space 3363.00 sf","Restricted Hours","Climate Control; Escalator; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space","pedestrian bridge over Cellar Floor Public Space; Cellar Floor Public Space, Covered Pedestrian Space: stone and granite paving; stone and granite paving",,"Full/Partial","40.75977","-73.976804","990676","216082","4","104","1034517","1012670041","Midtown-Midtown South","POINT (-73.976804 40.75977)"
"M010027","Manhattan","1","1","115","BROAD STREET","10004","115 BROAD STREET, New York, NY 10004","5","10","4 New York Plaza","Southeast corner of Water and Broad Streets","1968","Completed","Arcade; Plaza","Sol G. Atlas and John P. McGrath","Carson, Lundin & Shaw","Carson, Lundin & Shaw; Phillip Habib & Associates (2011 redesign)","Arcade 3124.00 sf; Plaza 7573.00 sf","24 Hours","Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables; Trees within Space",,,"Full/Partial","40.702777","-74.010722","981277","195317","1","9","1000007","1000050010","Battery Park City-Lower Manhattan","POINT (-74.010722 40.702777000000005)"
"M080100","Manhattan","1","8","401","EAST 60 STREET","10022","401 EAST 60 STREET, New York, NY 10022","1455","7501","Bridge Tower Place","Full blockfront on east side of First Avenue between East 60th and 61st Streets. Original BBL: 1455/1, 4, 6.","1999","Completed","Residential Plaza",,"Costas Kondylis & Associates","Thomas Balsley Associates","Residential Plaza 6736.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","stucco treated wall",,"Full/Partial","40.760375","-73.960679","995143","216304","5","106.02","1045271","1014557501","Lenox Hill-Roosevelt Island","POINT (-73.960679 40.760375)"
"M050041","Manhattan","1","5","437","MADISON AVENUE","10022","437 MADISON AVENUE, New York, NY 10022","1285","21",,"East side of Madison Avenue between East 49th and 50th Streets","1968","Completed","Arcade; Plaza","William Kaufman and Jack Weiler","Emery Roth & Sons","M. Paul Friedberg; MPFP LLC (for alteration in 2014)","Arcade 1160.00 sf; Plaza 11385.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.75737","-73.975394","991067","215208","4","102","1035455","1012850021","Midtown-Midtown South","POINT (-73.975394 40.75737)"
"M020001","Manhattan","1","2","60","EAST 8 STREET","10003","60 EAST 8 STREET, New York, NY 10003","548","7501","Georgetown Plaza","Southeast corner of East 8th and Mercer Streets","1966","Completed","Plaza","Rose Associates","Boak & Rad","Boak & Rad","Plaza 10975.00 sf","24 Hours","None",,,"Full/Partial","40.730499","-73.993076","986169","205417","1","57","1080855","1005487501","West Village","POINT (-73.993076 40.730499)"
"M050035","Manhattan","1","5","645","FIFTH AVENUE","10022","645 FIFTH AVENUE, New York, NY 10022","1287","7501","Olympic Tower","Northeast corner of East 51st Street and Fifth Avenue","1974","Completed","Covered Pedestrian Space",,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Tudda, Scherer, Zborowski (for alteration in 1986); WPG Design Group (for alteration in 2000 and 2003); Robert Krone Architect (for alteration in 2007); Perkins Eastman (for alterations in 2013); MdeAS Architects (for 2018 mod)","Covered Pedestrian Space 8681.00 sf","Restricted Hours","Artwork; Climate Control; Elevator; Food Service; Lighting; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Tables; Trees within Space; Water Feature","public stair between ground and lower level, 41,013 sf of extra Use Group F Retail Space in the building, 507 sf museum display space on street level, informational desk, WiFi, skylight, telephones, museum shop at lower level foyer","Other Permitted","Full/Partial","40.759199","-73.976086","990875","215874","4","102","1035481","1012877501","Midtown-Midtown South","POINT (-73.976086 40.759199)"
"M080056","Manhattan","1","8","353","EAST 83 STREET","10028","353 EAST 83 STREET, New York, NY 10028","1546","23",,"Northwest corner of First Avenue and East 83rd Street","1968","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 5640.62 sf","24 Hours","None",,,"Full/Partial","40.775349","-73.9509","997849","221761","5","138","1049931","1015460023","Yorkville","POINT (-73.9509 40.775349)"
"M060045","Manhattan","1","6","212","EAST 47 STREET","10017","212 EAST 47 STREET, New York, NY 10017","1320","7506","L'Ecole","South side of East 47th Street between Second and Third Avenues","1979","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 5316.00 sf","24 Hours","None",,,"Full/Partial","40.753272","-73.971659","992102","213715","4","90","1037599","1013207506","Turtle Bay-East Midtown","POINT (-73.971659 40.753272)"
"M050011","Manhattan","1","5","888","SEVENTH AVENUE","10106","888 SEVENTH AVENUE, New York, NY 10106","1028","29",,"West side of Seventh Avenue between West 56th and 57th Streets","1970","Completed","Plaza","Arlen Realty & Development Corp.","Emery Roth & Sons","Emery Roth & Sons; Thomas Balsley Associates (for alteration)","Plaza 12317.00 sf","24 Hours","None",,,"Full/Partial","40.765361","-73.980881","989546","218119","4","137","1024895","1010280029","Midtown-Midtown South","POINT (-73.980881 40.765361)"
"M060052","Manhattan","1","6","825","THIRD AVENUE","10022","825 THIRD AVENUE, New York, NY 10022","1324","1",,"Northeast corner of East 50th Street and Third Avenue","1969","Completed","Plaza","The Durst Organization","Emery Roth & Sons","Emery Roth & Sons","Plaza 3969.00 sf","24 Hours","None",,,"Full/Partial","40.755906","-73.970095","992535","214675","4","98","1081185","1013240001","Turtle Bay-East Midtown","POINT (-73.970095 40.755906)"
"K010003","Brooklyn","3","1","316","KENT AVENUE","11249","316 KENT AVENUE, Brooklyn, NY 11249","2414","1","Domino Sugar Factory",,,,"Public Access Area",,,,,,,,,"Full/Partial","40.714905","-73.968108","993091","199737","33","551","3000000","3024140001","North Side-South Side","POINT (-73.968108 40.714905)"
"M060078","Manhattan","1","6","425","EAST 58 STREET","10022","425 EAST 58 STREET, New York, NY 10022","1370","15","Sovereign","North side of East 58th Street between Sutton Place South and First Avenue","1973","Completed","Open Space; Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Open Space 0.00 sf; Plaza 27701.67 sf","24 Hours; Restricted Hours","Litter Receptacles; Planting; Plaque/Sign; Seating",,,"Full/Partial","40.758736","-73.960947","995069","215707","5","106.01","1040637","1013700015","Turtle Bay-East Midtown","POINT (-73.960947 40.758736)"
"M040015","Manhattan","1","4","450","WEST 33 STREET","10001","450 WEST 33 STREET, New York, NY 10001","729","7503",,,,,"Public Access Area",,"REX Architecture PC","Field Operations",,,,,,"None","40.753045","-73.999448","984403","213631","3","103","1089695","1007297503","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.99944800000002 40.753045)"
"M080078","Manhattan","1","8","455","EAST 86 STREET","10028","455 EAST 86 STREET, New York, NY 10028","1566","7501","Channel Club","Northwest corner of York Avenue and East 86th Street. Original BBL: 1566/22, 27, 28, 29, 126, 128, 1001-1150.","1986","Completed","Residential Plaza","Sutton East Associates","Wechsler, Grasso, Menziuso","Wechsler, Grasso, Menziuso","Residential Plaza 1982.50 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.776355","-73.947177","998880","222128","5","144.02","1073878","1015667501","Yorkville","POINT (-73.947177 40.776355)"
"M060009","Manhattan","1","6","560","THIRD AVENUE","10016","560 THIRD AVENUE, New York, NY 10016","893","41","Murray Hill Mews","West side of Third Avenue between East 37th and 38th Streets","1974","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 6594.50 sf","Restricted Hours","Planting; Plaque/Sign; Seating",,"Other Permitted","Full/Partial","40.748093","-73.976866","990660","211828","4","80","1019099","1008930041","Murray Hill-Kips Bay","POINT (-73.976866 40.748093000000004)"
"M080014","Manhattan","1","8","254","EAST 68 STREET","10065","254 EAST 68 STREET, New York, NY 10065","1422","21",,"Full blockfront on west side of Second Avenue between East 67th and 68th Streets","1973","Completed","Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Plaza 8153.10 sf","24 Hours","None",,,"Full/Partial","40.766067","-73.960813","995105","218378","4","118","1043884","1014220021","Lenox Hill-Roosevelt Island","POINT (-73.960813 40.766067)"
"M070030","Manhattan","1","7","40","COLUMBUS AVENUE","10023","40 COLUMBUS AVENUE, New York, NY 10023","1132","1","Fordham University",,,,"Interim Open Space",,,,,,,,,,"40.770871","-73.984295","988600","220126","3","145","1028829","1011320001","Lincoln Square","POINT (-73.984295 40.770871)"
"M050076","Manhattan","1","5","712","FIFTH AVENUE","10019","712 FIFTH AVENUE, New York, NY 10019","1271","38",,"West side of Fifth Avenue between West 55th and 56th Streets","1989","Completed","Access Area; Exhibit Area; Pedestrian Circulation Space","Solomon Equities","Kohn Pedersen Fox/Schuman Lichtenstein Claman Efron","Beyer Blinder Belle","Access Area 0.00 sf; Exhibit Area 0.00 sf; Pedestrian Circulation Space 0.00 sf","24 Hours; Restricted Hours","Elevator; Escalator; Lighting; Other Required; Plaque/Sign","Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows; Exhibit Area on the ground floor level of the “Fifth Avenue Atrium” to contain a first-class, educational display and informational materials, prepared by an expert architectural historian, concerning the Lalique windows; Exhibit Area and Access Area may be relocated from time to time to locations at the rear of the “Fifth Avenue Atrium” and may not be used for any retail sales activities, except that the Exhibit Area may be used for sales of products related to the Lalique Windows; no floor-mounted retail display or obstruction shall be installed on the ground floor level of the “Fifth Avenue Atrium” which shall exceed a height measured from the floor of 11 feet 6 inches in the front 27 feet of the “Fifth Avenue Atrium” or a height of 5 feet 6 inches in the remaining 10 feet 3 inches of the “Fifth Avenue Atrium,” except during the holiday season, from Thanksgiving Day through the following January 15th, in order to install a Christmas tree or comparable holiday ornamentation; portions","Other Permitted","Full/Partial","40.762294","-73.975103","991147","217002","4","104","1077363","1012710038","Midtown-Midtown South","POINT (-73.975103 40.762294)"
"M010018","Manhattan","1","1","40","BROAD STREET","10004","40 BROAD STREET, New York, NY 10004","24","7501",,"West side of Broad Street between Beaver Street and Exchange Place. Original BBL: 24/32.","1983","Completed","Arcade; Urban Plaza",,"Gruzen & Partners","Gruzen & Partners","Arcade 745.00 sf; Urban Plaza 1498.74 sf","24 Hours","Lighting; Litter Receptacles; None; Planting; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.706021","-74.011787","980982","196499","1","9","1078985","1000247501","Battery Park City-Lower Manhattan","POINT (-74.011787 40.706021)"
"M010020","Manhattan","1","1","55","BROADWAY","10006","55 BROADWAY, New York, NY 10006","20","16","1 Exchange Plaza","Southwest corner of Broadway and Exchange Alley","1983","Completed","Other Public Access Areas; Urban Plaza",,"Fox & Fowle","Fox & Fowle; Abel Bainsson and Butz (for alteration in 2010)","Other Public Access Areas 0.00 sf; Urban Plaza 1726.00 sf","24 Hours","Escalator; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables",,,"Full/Partial","40.706855","-74.013024","980639","196803","1","13","1000807","1000200016","Battery Park City-Lower Manhattan","POINT (-74.013024 40.706855)"
"M050057","Manhattan","1","5","1114","SIXTH AVENUE","10036","1114 SIXTH AVENUE, New York, NY 10036","1258","9","Grace","Southeast corner of Sixth Avenue and West 43rd Streets","1971","Completed","Arcade; Plaza","Robert Arnow","Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Moed de Armas and Shannon (for alteration in 2010)","Arcade 3710.00 sf; Plaza 19659.59 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space",,"Open Air Cafe","Full/Partial","40.754825","-73.982848","989002","214280","4","96","1034196","1012580009","Midtown-Midtown South","POINT (-73.982848 40.754825)"
