ADRES;APOTHEEK;HUISARTS;FYSIO;TANDARTS;BIBLIOTHEEK;PSYCHO;ZIEKENHUIS;VERPLEEGHUIS;VERZORGINGSHUIS;FITPLAATS;OVHALTE_RG;OUDERENSOCIETEIT;BUURTHUIS;BUURTHUISVANDETOEKOMST;PRIMAIROND;KINDEROPVANG;ZORGINSTELLING;WELZIJN;SUPERMARKT;COUNTER
Douglaslaan 15;700;700;470;294;976;539;7322;5882;4912;4185;345;704;719;2005;665;293;4912;719;838;1686
Anthony Fokkersingel 27;811;644;441;334;1087;510;7360;5920;5022;4224;266;814;830;1895;776;369;5022;830;948;1687
Anthony Fokkersingel 110;1100;349;156;360;1090;136;7658;6218;5026;4521;101;844;860;2144;875;429;5026;860;952;1688
Schenklaan 14;1389;192;285;669;1399;321;7843;6403;5335;4706;410;1153;1169;2255;1184;435;5335;1169;1261;1689
Schenklaan 32;1342;145;238;623;1353;274;7796;6356;5288;4660;363;1107;1123;2241;1138;389;5288;1123;1214;1690
Niek Engelschmanpark 72;1273;1021;699;853;870;2551;2276;1521;1592;1972;472;1100;1197;1359;307;346;1521;1197;879;1691
Frankenslag 112;665;98;286;400;983;299;2327;632;838;1814;238;660;1079;1419;274;204;632;1079;427;1778
Frankenslag 118;647;81;268;382;1001;281;2309;650;856;1796;220;642;1097;1419;256;186;650;1097;409;1779
Frankenslag 146;483;113;113;240;1043;113;2141;823;1029;1628;150;571;1032;1381;218;34;823;1032;245;1780
Fahrenheitstraat 155 en 1 andere adressen;310;206;268;328;318;492;1763;1446;319;848;276;387;763;319;269;187;319;763;284;1781
Fahrenheitstraat 140 en 2 andere adressen;406;302;187;199;190;383;1635;1575;339;944;164;274;778;339;289;233;339;778;156;1782
Frankenslag 178;331;118;118;228;1199;118;1983;979;1185;1470;139;515;967;1474;374;190;979;967;348;1783
Frankenslag 180;325;124;124;222;1205;124;1977;985;1191;1464;133;508;960;1468;379;195;985;960;354;1784
Frederik Ruyschstraat 61 en 1 andere adressen;537;467;257;270;263;563;1486;1935;663;1116;256;347;643;663;531;43;663;643;255;1785
Fahrenheitstraat 479 en 7 andere adressen;385;307;194;195;511;266;1074;1784;821;1368;140;259;647;821;269;189;821;647;186;1786
Frankenslag 43 en 2 andere adressen;771;275;213;309;814;377;2503;464;670;1991;280;737;910;1250;450;314;464;910;603;1787
Frankenslag 83;733;167;322;418;924;368;2395;573;779;1883;307;728;1020;1360;342;273;573;1020;495;1788
Frankenslag 91 en 1 andere adressen;707;141;329;442;951;342;2370;600;806;1857;281;702;1047;1387;316;247;600;1047;469;1789
Francois Maelsonstraat 14 en 1 andere adressen;439;54;292;181;1289;377;1941;1211;1330;1428;164;415;719;1418;494;322;1211;719;406;1790
Francois Maelsonstraat 70;532;147;194;274;1200;470;2023;1188;1233;1362;187;318;622;1321;488;415;1188;622;308;1791
Van den Eyndestraat 3;402;413;193;193;1584;336;1599;1362;1222;1394;134;788;892;1512;129;291;1222;892;323;1792
Van den Eyndestraat 29;482;407;113;195;1504;416;1519;1442;1141;1474;213;710;972;1432;48;211;1141;972;243;1793
Elise van Calcarstraat 2;844;766;359;367;469;1572;3024;1754;2329;1099;348;201;565;855;308;198;1754;565;400;1794
Zwedenburg 198;355;356;525;318;1993;1268;4401;468;612;922;373;468;756;611;169;130;468;756;354;1795
Amberhorst 42;275;270;158;0;1819;763;4224;629;158;556;241;149;865;159;280;76;158;865;378;1796
Laan van Meerdervoort 723;335;120;254;237;1399;680;1634;541;562;2310;131;321;791;541;434;233;541;791;853;1832
Koningin Emmakade 80 en 2 andere adressen;722;188;190;392;377;288;1302;885;578;2245;193;275;576;983;516;162;578;576;463;1833
Kornalijnhorst 452 en 15 andere adressen;234;328;267;197;1947;820;4353;588;298;685;283;214;824;297;240;161;298;824;337;1834
Kornoeljestraat 4 en 5 andere adressen;573;635;262;442;1392;1152;1773;994;786;1657;279;124;1135;834;737;196;786;1135;202;1835
Plein 1813 3A en 1 andere adressen;374;472;545;513;858;472;2388;2246;1216;3082;83;642;1167;980;494;143;1216;1167;718;1836
Puttensestraat 29;342;342;350;867;1805;1084;1398;2336;2032;234;223;503;503;1618;472;323;2032;503;308;1837
Paul Krugerlaan 139 en 4 andere adressen;274;362;283;346;827;1010;1513;994;503;1148;77;405;98;776;191;178;503;98;52;1838
Doelenstraat 7 en 7 andere adressen;203;612;571;226;579;502;1709;1345;1099;3114;362;541;1316;1071;239;327;1099;1316;382;1839
Piet Heinstraat 60A en 3 andere adressen;449;399;29;175;405;578;1782;1428;887;2864;333;276;339;1273;436;136;887;339;407;1840
Pluvierstraat 117 en 2 andere adressen;286;286;253;609;2122;825;1716;2312;1774;426;255;128;128;1359;186;114;1774;128;319;1841
Pieter Langendijkstraat 43 en 5 andere adressen;299;698;600;683;1003;2603;3074;1379;212;1640;354;214;302;1468;317;80;212;302;657;1842
Piet Heinstraat 84 en 3 andere adressen;375;323;105;108;329;503;1707;1353;813;2788;258;352;264;1198;438;60;813;264;331;1843
Piet Heinstraat 116 en 1 andere adressen;283;231;246;62;188;492;1604;1212;679;2647;119;358;125;1248;440;90;679;125;193;1844
Piet Paaltjensstraat 63;644;566;299;184;666;1827;2824;1554;2129;1296;277;162;365;599;505;233;1554;365;655;1845
Onyxhorst 39;411;364;304;178;1660;857;4066;765;317;398;301;307;909;317;417;170;317;909;514;1797
Jacob Marisstraat 230 en 7 andere adressen;423;423;306;364;776;1470;1550;395;1883;2241;323;335;568;254;233;136;395;568;441;1798
Hertenrade 546;861;207;575;585;1874;1620;2073;1460;542;2914;243;528;579;1409;363;225;542;579;514;1799
Hengelolaan 463;708;278;485;352;1545;1535;1750;1197;612;2585;124;598;643;1080;126;295;612;643;436;1800
Hengelolaan 465;713;271;490;357;1550;1528;1755;1202;605;2590;118;592;636;1085;120;289;605;636;430;1801
Hengelolaan 467;718;266;494;362;1554;1522;1760;1206;600;2594;112;586;630;1089;114;283;600;630;424;1802
Hertenrade 494;874;220;538;548;1886;1632;2036;1472;554;2927;256;541;592;1421;376;237;554;592;526;1803
Hertenrade 510;831;177;495;506;1844;1590;1994;1430;512;2884;213;498;549;1379;333;195;512;549;484;1804
Tullinghstraat 88 en 5 andere adressen;89;89;529;89;129;651;1570;552;1301;2605;521;397;256;662;152;56;552;256;128;1805
Haagsestraat 38;332;258;139;233;1498;2109;2615;1092;1342;2278;104;162;1303;162;573;314;1092;1303;246;1806
Haagsestraat 38A;326;265;132;240;1505;2116;2609;1086;1348;2284;110;168;1310;168;567;321;1086;1310;253;1807
Borneostraat 191;191;110;343;289;881;676;2385;1587;1382;2631;320;253;1670;149;346;137;1382;1670;168;1808
Haagsestraat 38D;308;282;114;257;1522;2133;2591;1068;1366;2301;128;185;1327;185;549;324;1068;1327;270;1809
Hoefkade 724 en 7 andere adressen;45;288;391;288;213;907;1517;271;1511;2386;322;129;88;356;173;88;271;88;144;1810
Johannes Camphuijsstraat 85B en 24 andere adressen;358;246;129;168;375;430;2537;1999;628;1762;219;116;116;700;429;120;628;116;302;1811
Claude Debussystraat 177;806;371;772;742;744;1325;2119;637;874;2952;370;496;496;816;419;240;637;496;778;1812
Zeewindelaan 34;1189;972;200;306;1428;1090;2196;1358;590;2937;378;593;2112;483;438;483;590;2112;876;1813
Westduinweg 211;729;181;175;305;913;611;2302;1138;893;1350;92;281;610;981;320;114;893;610;131;1814
Claude Debussystraat 175;805;370;771;742;743;1324;2119;636;873;2951;369;496;496;816;418;240;636;496;777;1815
Scholstraat 4B;680;191;147;256;988;561;2261;1124;969;1429;59;239;689;1056;399;162;969;689;211;1816
Scholstraat 6;695;207;162;271;972;577;2276;1139;952;1444;75;255;704;1040;414;146;952;704;226;1817
Scholstraat 6B;724;236;191;300;944;605;2305;1168;925;1455;104;284;715;1012;425;118;925;715;234;1818
Roggeveenstraat 126 en 1 andere adressen;534;99;96;374;447;99;1506;1114;331;2392;244;358;642;1187;589;158;331;642;275;1819
Jacob Catsstraat 356 en 6 andere adressen;139;382;355;382;307;1001;1611;151;1605;2504;203;151;182;475;292;47;151;182;263;1820
Jacob Catsstraat 309;158;401;338;401;327;1021;1631;134;1624;2524;186;134;201;495;312;53;134;201;283;1821
Albert Cuypstraat 51 en 7 andere adressen;181;424;384;424;350;1044;1654;180;1648;2547;232;180;224;518;335;18;180;224;306;1822
Van Kijfhoeklaan 3;524;714;241;407;1199;314;378;1993;444;681;233;323;2473;323;725;309;444;2473;453;1823
Korte Lombardstraat 4 en 1 andere adressen;380;341;326;149;1043;258;754;1077;1687;2520;304;270;361;377;325;0;1077;361;437;1824
Laan van Meerdervoort 643;89;66;183;158;1083;365;1323;853;326;1995;58;149;476;610;573;167;326;476;599;1825
Laan van Meerdervoort 661;145;121;239;101;1139;420;1379;796;382;2050;114;205;531;553;629;223;382;531;655;1826
Laan van Meerdervoort 705;290;237;371;122;1284;565;1519;658;527;2195;248;264;676;511;551;350;527;676;739;1827
Kwikstaartlaan 10;269;479;680;294;1467;1334;1103;680;1463;1719;308;628;1486;680;642;185;680;1486;745;1828
Kenaustraat 69 en 1 andere adressen;833;456;159;202;1504;421;1899;1635;1484;843;112;300;105;1220;330;297;1484;105;558;1829
Koningin Emmakade 84 en 1 andere adressen;710;175;177;405;389;275;1314;898;566;2258;205;288;588;995;529;174;566;588;451;1830
Kootwijkstraat 2 en 5 andere adressen;316;323;389;235;1102;1156;1903;1322;602;586;88;376;599;774;499;86;602;599;204;1831
Stalpertstraat 150 en 2 andere adressen;693;883;420;466;1492;314;557;2052;124;597;168;410;2766;459;641;473;124;2766;133;1710
Stalpertstraat 154 en 2 andere adressen;702;892;430;475;1501;323;566;2061;115;588;160;402;2775;469;632;482;115;2775;124;1711
Stalpertstraat 216;757;947;484;521;1556;377;621;2116;110;584;155;397;2830;523;628;489;110;2830;119;1712
Stalpertstraat 218;753;943;480;524;1552;373;617;2112;114;587;159;401;2826;519;631;493;114;2826;123;1713
Stevinstraat 49 en 2 andere adressen;516;307;65;204;880;1514;3081;1158;1126;1837;260;294;685;613;74;86;1126;685;559;1714
Stevinstraat 57 en 1 andere adressen;504;319;53;192;891;1526;3069;1170;1114;1825;248;306;696;601;63;75;1114;696;547;1715
Statenlaan 108 en 2 andere adressen;365;133;178;42;1215;302;2017;1137;1257;1504;89;342;803;1345;419;247;1137;803;333;1716
Statenlaan 114;390;148;152;29;1199;328;2042;1162;1231;1517;72;316;777;1319;445;273;1162;777;307;1717
Statenlaan 71;190;256;229;257;1322;256;2018;1098;1304;1513;163;558;1010;1518;429;257;1098;1010;310;1718
Statenlaan 83 en 1 andere adressen;239;207;207;223;1274;207;1978;1068;1274;1465;135;510;962;1470;380;208;1068;962;359;1719
Statenlaan 87;256;190;190;206;1256;190;1961;1051;1257;1448;117;492;944;1452;363;191;1051;944;376;1720
Stastokstraat 44;434;205;183;225;417;2434;2901;1631;1326;2151;237;122;346;613;258;110;1326;346;108;1721
Statenlaan 34 en 1 andere adressen;42;244;202;230;1426;269;1938;1071;1277;1570;102;705;1066;1707;429;284;1071;1066;283;1722
Statenlaan 50 en 1 andere adressen;83;216;174;203;1398;294;1910;1043;1249;1542;22;624;1038;1626;401;256;1043;1038;255;1723
Statenlaan 64;132;266;224;252;1381;315;1960;1093;1299;1517;72;575;1013;1577;432;260;1093;1013;305;1724
Stephensonstraat 5;312;306;250;160;1150;92;1703;1590;774;1998;153;312;449;1015;467;171;774;449;283;1725
Statenlaan 97;336;153;217;126;1176;217;1988;1078;1284;1475;109;412;872;1372;390;218;1078;872;402;1726
Statenlaan 99;345;144;209;118;1168;226;1997;1087;1276;1484;100;403;864;1363;399;227;1087;864;394;1727
Statenlaan 41A en 4 andere adressen;128;130;88;116;1391;279;1956;1036;1242;1588;36;712;1084;1672;447;302;1036;1084;248;1728
Statenlaan 96;279;154;217;127;1235;217;1931;1077;1283;1418;38;427;873;1430;334;162;1077;873;418;1729
Steenzicht 26;569;392;569;628;1459;1185;2108;1097;559;2943;192;250;436;1097;392;136;559;436;222;1730
Steijnlaan 121 en 1 andere adressen;225;192;113;176;778;1173;1463;1121;333;1014;43;359;261;939;273;289;333;261;51;1731
Steenzicht 97 en 7 andere adressen;654;386;612;622;1546;1272;2103;1184;553;2938;235;319;513;1184;387;130;553;513;307;1732
Van Trigtstraat 48 en 5 andere adressen;1113;973;179;93;1714;1340;1730;442;1367;1935;191;1294;1624;1763;1232;137;442;1624;325;1733
Torenstraat 172;514;340;109;332;678;0;1251;1206;1169;2866;27;534;520;742;516;248;1169;520;318;1734
Trembleystraat 13 en 2 andere adressen;462;337;381;487;766;1012;2872;1602;1783;1265;99;313;617;802;321;283;1602;617;518;1735
Trekweg 242 en 4 andere adressen;566;579;579;873;910;1270;3545;1946;2048;477;512;290;374;241;345;262;1946;374;416;1736
Van Trigtstraat 52 en 5 andere adressen;1122;965;171;85;1723;1349;1721;450;1376;1927;182;1303;1633;1755;1223;129;450;1633;317;1737
Thorbeckelaan 493 en 3 andere adressen;795;419;306;326;633;1132;2004;387;826;2177;85;182;1288;337;308;219;387;1288;427;1738
Thorbeckelaan 529 en 4 andere adressen;741;420;266;381;634;1078;2058;389;773;2231;139;183;1289;338;309;221;389;1289;373;1739
De la Reyweg 669 en 7 andere adressen;636;421;399;294;902;1698;1833;1863;643;1003;49;617;617;1519;538;296;643;617;602;1740
Riouwstraat 200;424;333;380;165;1172;438;2147;1384;1144;2393;109;628;2228;524;298;82;1144;2228;478;1741
Van Hoornestraat 44 en 1 andere adressen;779;409;179;244;1644;279;1800;1755;1422;789;155;183;178;1166;471;333;1422;178;699;1742
Ripperdastraat 14 en 1 andere adressen;756;386;156;248;1650;255;1776;1750;1398;766;159;160;182;1142;477;336;1398;182;702;1743
Rhijnvis Feithlaan 135 en 5 andere adressen;309;326;372;341;932;1762;2453;860;892;1863;292;434;737;915;657;509;860;737;313;1744
De la Reyweg 620 en 5 andere adressen;706;571;578;323;973;1822;1904;1934;793;834;144;593;593;1629;363;121;793;593;647;1745
Riouwstraat 29;530;229;105;154;773;769;2796;1614;1466;3041;425;188;1677;294;597;163;1466;1677;579;1746
Riouwstraat 39 en 1 andere adressen;493;192;67;117;810;735;2758;1577;1443;3004;388;150;1643;257;559;195;1443;1643;542;1747
De la Reyweg 715 en 5 andere adressen;698;484;481;357;965;1777;1895;1926;705;920;61;679;679;1582;455;213;705;679;665;1748
Rhijnvis Feithlaan 161 en 5 andere adressen;327;344;389;358;906;1736;2427;819;852;1904;266;393;754;889;674;493;819;754;330;1749
Randveen 297 en 28 andere adressen;642;626;500;653;1426;1875;2781;61;1251;3940;157;317;979;2032;263;263;61;979;594;1750
Riddersdreef 257 en 7 andere adressen;854;847;231;299;731;1001;3941;771;1497;4633;486;552;1985;1777;532;171;771;1985;864;1751
Richard Wagnerlaan 59 en 5 andere adressen;477;419;508;311;504;507;2827;615;459;3160;197;416;1093;448;302;302;459;1093;745;1752
Riouwstraat 49 en 1 andere adressen;446;185;20;110;847;728;2713;1570;1437;2959;340;144;1636;250;511;189;1437;1636;496;1753
Rietvoorndaal 25;1143;1569;544;817;1464;1490;2806;1660;1260;3951;955;1010;1231;1319;1235;1051;1260;1231;997;1754
Rietvoorndaal 33;1129;1554;529;802;1449;1476;2791;1646;1246;3937;940;995;1217;1305;1220;1036;1246;1217;982;1755
Rietvoorndaal 35;1141;1567;542;815;1462;1488;2804;1658;1258;3949;953;1008;1229;1317;1233;1049;1258;1229;995;1756
Rietvoorndaal 39;1148;1574;549;822;1469;1496;2811;1665;1265;3956;960;1015;1237;1324;1240;1056;1265;1237;1002;1757
Rietvoorndaal 47;1094;1520;495;768;1415;1442;2757;1611;1211;3902;906;961;1183;1270;1186;1002;1211;1183;948;1758
Rietvoorndaal 57;1061;1486;462;734;1382;1408;2723;1578;1178;3869;872;927;1149;1237;1153;968;1178;1149;915;1759
Rietvoorndaal 2;880;1306;281;554;1201;1249;2543;1397;997;3688;692;747;990;1056;972;788;997;990;756;1760
Rederijkerstraat 135 en 5 andere adressen;700;821;229;164;206;2676;2696;1810;890;1618;189;892;1243;1582;84;217;890;1243;685;1761
Rederijkerstraat 149 en 5 andere adressen;686;807;243;178;221;2662;2710;1825;876;1603;175;878;1229;1597;98;232;876;1229;672;1762
Polsbroekstraat 14;376;385;354;589;1733;484;561;1346;816;1490;145;432;1150;213;185;247;816;1150;836;1763
Renswoudelaan 140 en 2 andere adressen;613;673;531;938;1616;669;1505;2252;862;765;93;716;1006;940;759;112;862;1006;662;1764
Q.A. Nederpelstraat 206;970;1155;216;79;1230;1611;2130;1155;1087;3276;781;336;1160;453;369;247;1087;1160;882;1765
Q.A. Nederpelstraat 210;981;1166;227;90;1242;1622;2125;1150;1098;3270;792;347;1155;464;380;258;1098;1155;893;1766
Repelaerstraat 24 en 1 andere adressen;128;134;362;142;678;479;1643;962;718;2368;384;439;449;579;451;157;718;449;155;1767
Ranonkelstraat 347 en 15 andere adressen;420;471;273;334;1402;1222;1193;273;1172;2084;288;222;1401;273;540;222;273;1401;633;1768
Frankenslag 13;618;313;48;202;655;363;2624;300;506;2170;115;724;757;1097;410;227;300;757;558;1769
Fultonstraat 28 en 1 andere adressen;434;76;197;230;507;249;1669;1600;372;1355;131;352;510;372;408;150;372;510;235;1770
Flakkeesestraat 141;456;456;464;913;1613;1159;1206;2143;2086;534;291;617;617;1453;586;214;2086;617;451;1771
Flakkeesestraat 22 en 1 andere adressen;242;242;250;873;1843;1089;1437;2374;2038;344;180;403;403;1623;372;43;2038;403;237;1772
Geleenstraat 98 en 2 andere adressen;550;377;227;343;817;607;2147;293;377;1983;235;680;679;377;232;271;293;679;663;1773
Weteringkade 22C en 10 andere adressen;585;314;356;247;841;511;2145;376;494;1887;139;584;583;495;359;284;376;583;567;1774
Frankenstraat 69;528;298;210;149;977;388;2180;901;1163;1628;254;428;888;1316;395;293;901;888;418;1775
Franklinstraat 183 en 5 andere adressen;228;222;234;243;1048;174;1820;1403;857;1914;247;202;287;932;561;38;857;287;366;1776
Frederik Hendrikplein 6 en 1 andere adressen;650;203;123;236;1300;370;1315;1611;937;1593;222;506;1117;1228;190;160;937;1117;162;1777
Wassenaarseweg 231;853;600;235;196;1390;1357;1356;761;1384;1562;217;943;1641;1390;858;220;761;1641;260;1949
Wassenaarseweg 223;827;574;261;170;1364;1331;1331;787;1358;1536;191;917;1615;1364;832;209;787;1615;286;1950
Wassenaarseweg 203;764;511;251;78;1301;1238;1267;879;1266;1473;127;854;1523;1301;769;116;879;1523;226;1951
Wassenaarseweg 207;772;520;289;116;1310;1276;1276;843;1304;1481;136;862;1561;1310;778;154;843;1561;264;1952
Wellingtonstraat 49 en 5 andere adressen;186;186;495;186;263;663;1528;550;1328;2690;602;384;368;661;214;172;550;368;146;1953
Wellingtonstraat 35 en 4 andere adressen;151;151;460;151;228;628;1492;548;1293;2688;600;382;355;659;179;170;548;355;111;1954
Zwartsluisstraat 79 en 5 andere adressen;265;251;975;55;272;1595;2058;1078;1152;2308;302;345;1415;278;171;137;1078;1415;705;1955
Zonnebloemstraat 66;284;284;238;273;1599;959;1566;238;750;2457;309;238;1037;238;138;52;238;1037;938;1956
Van Ostadestraat 388 en 9 andere adressen;125;125;125;403;710;1497;1130;943;1439;1929;296;142;280;617;338;267;943;280;280;1957
Van Zeggelenlaan 193 en 5 andere adressen;335;104;177;70;391;2328;3081;1811;1517;1981;182;300;352;367;233;125;1517;352;287;1958
Schuddegeest 96 en 1 andere adressen;388;599;487;371;1342;621;2405;2227;1403;2649;372;1078;1778;1061;818;211;1403;1778;819;1959
Zijpendalstraat 49 en 5 andere adressen;99;180;294;790;807;2772;3214;1683;294;2072;201;549;887;1838;157;83;294;887;201;1960
Zaanstraat 5 en 2 andere adressen;456;374;233;419;948;675;2277;183;301;2051;211;748;747;302;358;91;183;747;756;1961
Van Zeggelenlaan 17 en 5 andere adressen;280;229;323;270;665;2042;2790;1520;1431;2041;190;338;626;642;422;208;1431;626;319;1962
Seinpoststraat 6 en 1 andere adressen;542;197;197;205;770;1404;3267;1048;1074;1875;446;165;575;761;260;240;1048;575;695;1963
Seinpoststraat 8;567;222;191;230;795;1429;3279;1073;1099;1900;458;157;600;786;273;214;1073;600;720;1964
Sirtemastraat 415;515;416;591;649;775;437;951;747;1174;2407;447;548;846;554;363;144;747;846;794;1965
Seinpoststraat 16 en 1 andere adressen;591;246;149;254;819;1454;3316;1097;1123;1925;495;114;624;810;309;256;1097;624;744;1966
Piet Paaltjensstraat 20 en 3 andere adressen;554;476;209;261;757;1737;2733;1464;2039;1388;203;253;275;691;439;178;1464;275;565;1846
Perziklaan 19;469;394;212;336;1279;444;1626;855;212;1946;316;267;427;267;257;91;212;427;967;1847
Perziklaan 23;480;383;222;347;1290;454;1637;843;222;1957;305;277;438;277;267;91;222;438;978;1848
Perziklaan 25;484;378;227;352;1295;459;1642;838;227;1962;300;281;442;281;271;86;227;442;982;1849
Plantenoord 128 en 7 andere adressen;365;365;365;464;1255;1704;2202;691;794;3520;311;522;522;1787;319;291;691;522;324;1850
Plantenoord 146 en 7 andere adressen;349;349;349;447;1238;1687;2218;674;777;3536;295;505;505;1783;303;274;674;505;307;1851
Plantenoord 228 en 7 andere adressen;302;302;302;340;1131;1580;2327;627;731;3546;188;419;458;1677;256;228;627;458;200;1852
Perziklaan 32 en 5 andere adressen;383;396;126;222;1160;325;1540;974;126;1827;320;310;308;310;301;80;126;308;881;1853
Peilstraat 14;336;350;350;817;1077;932;3207;1608;1710;739;411;567;119;249;156;21;1608;119;492;1854
Phloxplein 11;305;247;450;139;625;210;2898;737;593;3212;199;486;1391;860;546;54;593;1391;441;1855
Pieter Bothstraat 59;1051;1054;793;617;708;933;2623;1299;1169;3083;481;158;136;1169;887;633;1169;136;125;1856
Pieter Bothstraat 65;1103;1105;844;668;759;984;2674;1350;1220;3134;532;183;187;1221;938;684;1220;187;177;1857
