OBJECTID,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,REF_DIENSTREGELPUNT_PUIC
690,HSL Viaduct Bleijswijk,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsvbw,Ja,OV Overige,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,973fee31-3f2a-41e6-9236-c3109432b061,GHTRTD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Groene Hart Tunnel Rotterdam,Rotterdam Centraal,b5c4c6dd-f4f9-4a72-acb4-7b5f55125605
691,Hsl Groene Hart tunnel Noord,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsghtn,Ja,OV Overige,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2415c877-ebaf-4b39-a510-c4ce3b2c7c56,GHT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Groene Hart Tunnel,Rotterdam Centraal,6a657a42-4d7e-42cb-b8ff-be869b58ffd8
692,"Delfshavense Schie, brug o/d - bij Schiedam",Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Dhs,Ja,BR Beweegbare brug,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,540,d,540,540_d,Rotterdam Westelijke Splitsing,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,499e8fcd-20a6-471e-92b7-258e2c543c5d,DHSA,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Delfshaven Schiebrug aansl.,Rotterdam Centraal,f6543a3e-8c5a-4396-b00a-eb02ed48cff2
693,Rotterdam Noord goed. Oost,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rtngo,Ja,OA Overloop-aansluiting,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2a8b87ba-6a98-49b4-a8c3-09fcb273bd8f,RTNG,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Noord goed.,Rotterdam Centraal,9c07f387-fb13-4d94-93d7-0b94ba354e78
694,Rotterdam Aansl Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Az,Ja,AS Aansluiting/splitsing,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,538,,538,538__,Rotterdam Kleiweg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cd874b7f-07a5-4ac4-8b05-babd30506a77,WSPL,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Westelijke Splitsing,Rotterdam Centraal,6ce85d90-4d31-422a-b0b0-55ce341f4472
695,HSL Breda aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsbda,Ja,AS Aansluiting/splitsing,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,667,a,667,667_a,Prinsenbeek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,fec61095-88c4-48e0-8731-39dfe7c7be7d,BDGR,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Breda Grens,Rotterdam Centraal,8ed8133c-4904-4a7e-9f54-b61ba3668af1
696,Rotterdam Centraal,Station,Nederland,Groot,Nee,Nee,Ja,Ja,Rtd,Ja,EC -Eurocity-station,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,555,,555,555__,Rotterdam Centraal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,ba09e374-eebc-4fc7-be34-659598899583,RTD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal,Rotterdam Centraal,f6a6df9a-e754-4ac5-bb5b-cc842e7e09be
697,HSL  Viaduct Holland Diep,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hsvhd,Ja,OV Overige,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,119,b,119,119_b,Lage Zwaluwe - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,dbe63b93-28e7-49ac-b3a6-faafc1fca5d6,RTDBD,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Breda HSL,Rotterdam Centraal,2cfc6f81-998b-4c43-85e3-14c72a283c6f
698,Lewedorp,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Lwd,Ja,AS Aansluiting/splitsing,Lwd-Sloe,Lewedorp - Sloehaven Emplacement ,817,l,817,817_l,Vlissingen Sloehaven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1fb0c319-ab2d-4858-ab2b-30455618b717,LWD,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Lewedorp,Roosendaal,28b84e82-0f54-4987-bd18-850810b99d2c
699,Arnemuiden,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Arn,Ja,Stop-station,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,,Roosendaal,f9a40ba4-8851-48c8-bd1e-ce0b4e559e26
700,Moerdijk,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Mdk,Nee,Goederen emplacement,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,801,a,801,801_a,Moerdijk Industrieterrein,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,,Roosendaal,798b7975-f673-43e6-9427-e17e29b49b6e
701,Kapelle-Biezelinge,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Bzl,Ja,Stop-station,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,,Roosendaal,0281cb15-8cb9-4815-8f27-09d62efefa2d
702,Oosterhout West stad,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Otw,Nee,Goederen emplacement,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,823,a,823,823_a,Oosterhout Weststad,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,,Roosendaal,ad164759-4c14-4a2c-a38d-9d75e63022dc
703,Kragge,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Krag,Nee,Goederen emplacement,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,877597ce-5eca-4eaa-b21e-dee797f65a54,KRGE,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,De Kragge,Roosendaal,5fa8b5bb-50a9-4414-9424-c6da8f5473b6
704,Nieuwe Veerbrug Overloopw,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Nvbro,Nee,OA Overloop-aansluiting,Bd-Rtd,Breda - Rotterdam Centraal ,121,a,121,121_a,Breda - Lage Zwaluwe,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9a765dbb-7b19-466f-bb28-01303cc29554,ZHA,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Zevenbergschenhoek aansl.,Roosendaal,43576519-16a9-4439-af82-a86dcc3bbd7a
705,Sloehaven empl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Sloe,Ja,Goederen emplacement,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a2c28f5a-6e45-42e6-ba5f-615a19d3f21f,SLOE,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Sloehaven empl,Roosendaal,3037f11a-3311-4659-ab87-3e0999bf1a65
706,Willemsdorp,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wld,Ja,OA Overloop-aansluiting,Bd-Rtd,Breda - Rotterdam Centraal ,119,a,119,119_a,Lage Zwaluwe - Dordrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7b411042-7426-4a47-ba49-eed7ad09deec,WLD,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Willemsdorp,Roosendaal,8948bebb-bd53-4090-8548-492e062af366
707,Markbrug - tussen Zevenbergen en Oudenbosch,Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Mabr,Ja,BR Beweegbare brug,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,,Roosendaal,46352c4b-4686-458f-8086-9cee863ab76e
708,Borne,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Bn,Ja,Stop-station,Aml-Hgl,Almelo - Hengelo ,025,,25,025__,Almelo - Hengelo,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,3bef168d-3932-454c-832c-82fde8c67d14,ZL,,Zwolle,bfd0e318-74ec-4014-9c8e-82db5faa7962
709,Assen,Station,Nederland,Middel,Nee,Nee,Nee,Ja,Asn,Ja,IC Intercity-station,Mp-Gn,Meppel - Groningen ,654,,654,654__,Assen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7d7eade5-258b-4d7f-93b9-b215864d1b34,ASN,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Assen,Zwolle,f4f5a30a-7754-41b3-ac06-e3a7b20c2e03
710,Zwolle Raccordement Noord,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zlrn,Nee,Goederen emplacement,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a55fc895-55ec-4d2f-878a-82b1ec212c29,ZL,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle,Zwolle,1fdfcf2e-b015-4ee9-941b-5d767fd59c3d
711,Apeldoorn Osseveld,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Apdo,Ja,Stop-station,Apd-Dv,Apeldoorn - Deventer ,023,,23,023__,Apeldoorn - Deventer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,3bef168d-3932-454c-832c-82fde8c67d14,ZL,,Zwolle,533d8218-3024-4ad7-b4ec-119d5f99c731
712,Apeldoorn VAM,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Apdvam,Nee,Goederen emplacement,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,3bef168d-3932-454c-832c-82fde8c67d14,ZL,,Zwolle,272a6c49-148e-4536-8fe7-b08843927973
713,Deventer goed. empl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Dvge,Ja,Goederen emplacement,Ah-Zl,Arnhem - Zwolle ,503,c,503,503_c,Deventer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,78ec242b-563a-497a-a0d4-16387bcd6ad4,DV,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Deventer,Zwolle,88ed9527-c517-489d-b52e-9a1267fa0f0d
714,Meppel aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mpa,Ja,OA Overloop-aansluiting,Zl-Lw,Zwolle - Leeuwarden ,502,b,502,502_b,Meppel,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,fdf46c1a-a3ce-409b-927d-e0f083926f15,MP,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Meppel,Zwolle,2cef7874-da4d-427d-8f8f-2cd265c7c994
715,Enschede Kennispark,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Esk,Ja,Stop-station,Zp-Esg,Zutphen - Enschede Grens ,028,,28,028__,Hengelo - Enschede Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,3bef168d-3932-454c-832c-82fde8c67d14,ZL,,Zwolle,e334dcda-ea35-4729-8c32-5aace9d1ec93
716,VAM-terrein Wijster,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Vam,Nee,Goederen emplacement,Mp-Gn,Meppel - Groningen ,012,,12,012__,Meppel - Assen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bbbe633c-7418-4645-8c5b-0eacba9f89ff,VAMA,3bef168d-3932-454c-832c-82fde8c67d14,ZL,VAM aansl. - bij Wijster,Zwolle,b6c8f382-97db-44d8-813a-38cc001cb3e9
717,Snippeling aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Spa,Ja,OA Overloop-aansluiting,Ah-Zl,Arnhem - Zwolle ,503,c,503,503_c,Deventer,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,78ec242b-563a-497a-a0d4-16387bcd6ad4,DV,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Deventer,Zwolle,b9cb86d6-c380-4444-94eb-ba6a4c626b13
718,Kampen Zuid - Hattemerbroek Aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Kpzhtb,Nee,OA Overloop-aansluiting,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e64b1ad2-8653-497f-a2bf-f171a8be0461,KPNZ,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Kampen Zuid,Zwolle,999fa4bd-ecef-4ecf-9080-4ee61b850981
719,Wijhe,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Wh,Ja,Stop-station,Ah-Zl,Arnhem - Zwolle ,018,,18,018__,Deventer - Zwolle,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,3bef168d-3932-454c-832c-82fde8c67d14,ZL,,Zwolle,3c137ed3-9dd0-407a-b800-0dd60849a444
720,Dalfsen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Dl,Ja,Stop-station,Hea-Emn,Herfte Aansl. - Emmen ,204,,204,204__,Herfte Aansl. - Mariënberg,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b28f9262-97a2-4fcc-b981-71a5ac873fe7,DL,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Dalfsen,Zwolle,dbde7b13-cd3e-4f49-bc0e-5563c5e62ae7
721,Holten,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hon,Ja,Stop-station,Dv-Aml,Deventer - Almelo ,024,,24,024__,Deventer - Wierden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,3bef168d-3932-454c-832c-82fde8c67d14,ZL,,Zwolle,9bb67305-6a95-4adf-baf1-7695e81597bf
722,Onnen Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Onz,Ja,OA Overloop-aansluiting,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,885c6cff-7ec7-4859-8074-6d79ee0199e3,ONZ,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Onnen Zuid,Zwolle,ca2e6f65-42ec-4fe1-83b2-cb2dc3b4962b
723,'t Harde,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Hde,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1c01b6b3-2211-414c-93f8-ff8d5f467ea0,HDE,3bef168d-3932-454c-832c-82fde8c67d14,ZL,'t Harde,Zwolle,2a801c35-ba42-4b69-8b2e-34f9df07a06f
724,Boornbrug - bij Akkrum,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Bobr,Ja,BR Beweegbare brug,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f334f550-8f9d-45b2-b05f-4487d2bc874a,AKM,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Akkrum,Zwolle,589d6651-c3ac-4e08-9c5e-7b4247af916d
725,Swifterbant - Dronten,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Stbdro,Nee,OA Overloop-aansluiting,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,60f8b22c-4036-4fe4-a6bc-067f975274fe,STB,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Swifterbant,Zwolle,19c334a1-d7b1-4179-9a6d-59eb00d52a37
726,Hoogeveense Vaartbrug,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hvvb,Ja,BR Beweegbare brug,Hea-Emn,Herfte Aansl. - Emmen ,203,,203,203__,Mariënberg - Emmen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,0f39e8fb-f424-4980-8027-1a48a2bb9b05,NA,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Nieuw Amsterdam,Zwolle,5dd7ffd4-2381-47eb-8895-bed2023ae228
727,Emmen Akzo aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Emnakz,Nee,OA Overloop-aansluiting,Hea-Emn,Herfte Aansl. - Emmen ,203,,203,203__,Mariënberg - Emmen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8c7f46ce-7f89-4810-853b-cbe8651496ff,EMN,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Emmen,Zwolle,69086b8e-0955-4cc5-8459-f60c493ac81e
728,Coevorden Euroterminal Aansluiting,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Coeta,Nee,AS Aansluiting/splitsing,Hea-Emn,Herfte Aansl. - Emmen ,203,,203,203__,Mariënberg - Emmen,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,00e29087-c524-4969-a4e6-d5fe33bd5e1a,CO,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Coevorden,Zwolle,7d1b01c2-42d8-482b-9d2b-8cf1850873a4
729,Heerenveen IJsstadion,Evenementen Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hry,Nee,Stop-station,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,3bef168d-3932-454c-832c-82fde8c67d14,ZL,,Zwolle,e4fa55f9-56e6-4f63-a596-5bd793e4167f
730,Lelystad - Swifterbant,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Llsstb,Nee,OA Overloop-aansluiting,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,60f8b22c-4036-4fe4-a6bc-067f975274fe,STB,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Swifterbant,Zwolle,558513cd-9815-48b1-a708-92a3fde31e29
731,Waalhaven Zuid aansl Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Whzaz,Ja,OV Overige,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,4b807ce9-e5b5-4dc8-a22e-2f1d6163656f
732,Zevenaar Betuweroute Aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zvbtwa,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,039,,39,039__,Zevenaar - Zevenaar Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7e76c261-eb45-4f3c-9b49-5888faf39bfd,ZVO,,,Zevenaar Oost,,802a574a-fb19-4be4-960a-930f0ed8ed84
733,Betuweroute Meteren,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Brmet,Ja,AS Aansluiting/splitsing,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,666,b,666,666_b,Meteren Aansl.,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,142ecdef-8989-459a-be56-7602eb52e7ce,BRMET,,,Betuweroute Meteren,,b0fc99e6-78ef-462e-bade-12b7092e3f3d
734,Kijfhoek noord,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Ja,Ja,Kfhn,Ja,Goederen emplacement,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,924,a,924,924_a,Kijfhoek,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ff4cdd8-72cd-46b2-8b95-1bdd805835f4,KFH,,,Kijfhoek,,ff25a859-483b-4883-a3e6-62eab706cfd9
735,Maasvlakte Prinses Amaliahaven west,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mvtahw,Ja,Goederen emplacement,Mvtah-Mvtahw,Maasvlakte Prinses Amaliahaven - Maasvlakte Prinses Amaliahaven west ,479,b,479,479_b,Maasvlakte 2,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1b10d9ff-f20a-459e-9d41-73e632df0e01,MVTYZ,,,Maasvlakte Yangtzehaven Zuid,,023503fd-188b-44e4-a802-a8f222e78d48
736,Maasvlakte West terminal Zuid,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mvtwz,Ja,Goederen emplacement,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,82d900f9-e2f0-4441-92b4-6994fef52d56,MVTW,,,Maasvlakte West,,8b4edd41-95e8-4210-8a9e-3984f4ceeed3
737,Maasvlakte Europahaven zuid,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Mvtez,Ja,Goederen emplacement,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",475,a,475,475_a,Rotterdam Maasvlakte,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,f5c6018a-2f05-459d-8852-7a6cdbd72651
738,Europoort,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Erp,Ja,Goederen emplacement,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,0e2a1659-bad2-40bf-9bb6-847524ec38bb,ERP,,,Europoort,,8733f322-89cd-45d1-9f84-5cc3123b64ce
739,Maasvlakte Noordwesthoek Aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mvtnwa,Ja,AS Aansluiting/splitsing,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1b10d9ff-f20a-459e-9d41-73e632df0e01,MVTYZ,,,Maasvlakte Yangtzehaven Zuid,,137a2b37-79d6-4023-87f4-af396af793e2
740,Maasvlakte Prinses Amaliahaven zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mvtahz,Ja,OA Overloop-aansluiting,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1b10d9ff-f20a-459e-9d41-73e632df0e01,MVTYZ,,,Maasvlakte Yangtzehaven Zuid,,37b972cf-3116-41ad-a0a2-49ee19c08c59
741,Pernis,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ps,Ja,Goederen emplacement,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,c1af1f52-4120-42d6-850f-e5b2629b5a21
742,Barendrecht Vork Aansl,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Brdva,Ja,AS Aansluiting/splitsing,Bd-Rtd,Breda - Rotterdam Centraal ,663,a,663,663_a,Rotterdam Barendrecht,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,53bde5f7-d74b-4722-a8be-07723c1bf0c2,BRDA,,,Barendrecht aansl.,,e6e7e806-f8c8-4ff1-a56d-1265f91b984a
743,Maasvlakte West,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mvtw,Ja,Goederen emplacement,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,82d900f9-e2f0-4441-92b4-6994fef52d56,MVTW,,,Maasvlakte West,,d43acad4-2cbc-4a8c-81a3-b02fcaa29a59
744,Maas brug b/o bij Maastricht,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mtbr,Ja,BR Beweegbare brug,Mt-Glk,Maastricht - Lanaken (B) ,072,a,72,072_a,Maastricht - Maastricht Grens,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,163aee5f-e9d6-4dfd-8b3f-afff2475172f,MT,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht,Maastricht,fc4efd03-53c8-43d8-9221-941c4a450f5a
745,Maasbracht,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mbt,Ja,OA Overloop-aansluiting,Mt-Vl,Maastricht - Venlo ,062,,62,062__,Sittard - Roermond,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6fe355b7-284e-4fe3-b145-124b3e9ab71e,MBT,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maasbracht,Maastricht,21adfcf6-ce89-4fb5-9b0f-8bb3ea3d51a2
746,Landgraaf,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Lg,Ja,Stop-station,Std-Hz,Sittard - Herzogenrath (D) ,661,b,661,661_b,Landgraaf,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bbb7993e-e7d3-4838-b014-26e5c4a074c4,LG,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Landgraaf,Maastricht,2bb63169-7232-4332-bdf9-0c0c716962b6
