FID,naam_laagdefinitie,geometrie
O10002_Open_Strooiroutes.929,Fietspad,"MULTILINESTRING ((175880.265 505452.529, 175861.533 505483.245))"
O10002_Open_Strooiroutes.930,Voetpaden,"MULTILINESTRING ((175861.78 505336.02, 175900.369 505331.918, 175945.998 505391.574))"
O10002_Open_Strooiroutes.931,Voetpaden,"MULTILINESTRING ((176603.134 505414.241, 176617.667 505411.25))"
O10002_Open_Strooiroutes.932,Voetpaden,"MULTILINESTRING ((175893.357 505558.279, 175855.974 505554.219))"
O10002_Open_Strooiroutes.933,Voetpaden,"MULTILINESTRING ((175932.624 505403.76, 175902.211 505430.531, 175801.621 505441.268))"
O10002_Open_Strooiroutes.934,Voetpaden,"MULTILINESTRING ((176599.969 505429.934, 176618.948 505421.794))"
O10002_Open_Strooiroutes.935,Voetpaden,"MULTILINESTRING ((175833.66 505524.658, 175865.002 505522.128, 175893.758 505525.132, 175896.825 505527.464, 175888.551 505600.98))"
O10002_Open_Strooiroutes.936,Voetpaden,"MULTILINESTRING ((175904.255 505436.167, 175906.371 505439.939, 175906.041 505450.061, 175903.731 505460.821, 175897.765 505515.586, 175864.141 505512.146, 175864.44 505508.229, 175827.573 505508.494))"
O10002_Open_Strooiroutes.937,Voetpaden,"MULTILINESTRING ((175890.056 505587.608, 175855.498 505584.508))"
O10002_Open_Strooiroutes.938,Voetpaden,"MULTILINESTRING ((175827.8 505590.11, 175855.405 505590.444, 175856.466 505522.817))"
O10002_Open_Strooiroutes.939,Voetpaden,"MULTILINESTRING ((172403.593 509158.874, 172408.452 509150.589))"
O10002_Open_Strooiroutes.940,Voetpaden,"MULTILINESTRING ((172434.792 509063.064, 172433.504 509055.74))"
O10002_Open_Strooiroutes.941,Voetpaden,"MULTILINESTRING ((172472.869 508925.415, 172468.382 508918.752))"
O10002_Open_Strooiroutes.942,Voetpaden,"MULTILINESTRING ((172546.241 509015.285, 172545.815 509011.382))"
O10002_Open_Strooiroutes.943,Voetpaden,"MULTILINESTRING ((172410.77 509146.836, 172520.399 509037.42))"
O10002_Open_Strooiroutes.944,Voetpaden,"MULTILINESTRING ((172388.313 509163.502, 172390.494 509165.254))"
O10002_Open_Strooiroutes.945,Voetpaden,"MULTILINESTRING ((172447.63 509074.518, 172453.116 509065.748))"
O10002_Open_Strooiroutes.946,Voetpaden,"MULTILINESTRING ((172357.361 508987.252, 172365.769 508992.792, 172397.674 509013.264))"
O10002_Open_Strooiroutes.947,Voetpaden,"MULTILINESTRING ((172468.382 508918.752, 172455.931 508927.159, 172453.419 508927.054, 172451.954 508926.257, 172441.933 508911.313, 172438.744 508906.219, 172463.328 508886.495, 172464.414 508885.592, 172453.613 508872.053, 172452.876 508871.109, 172429.383 508850.787))"
O10002_Open_Strooiroutes.948,Voetpaden,"MULTILINESTRING ((172538.055 509007.185, 172536.714 509006.72))"
O10002_Open_Strooiroutes.949,Voetpaden,"MULTILINESTRING ((172519.277 509033.677, 172545.382 509015.841))"
O10002_Open_Strooiroutes.950,Voetpaden,"MULTILINESTRING ((172424.745 509062.79, 172424.916 509064.402, 172428.475 509077.788, 172429.621 509079.154, 172439.682 509089.246))"
O10002_Open_Strooiroutes.951,Voetpaden,"MULTILINESTRING ((172382.606 509036.747, 172426.142 509063.653, 172427.299 509064.55, 172430.389 509063.88, 172446.226 509073.628, 172447.63 509074.518, 172447.068 509077.017, 172447.759 509079.65, 172447.809 509081.144, 172418.01 509110.854))"
O10002_Open_Strooiroutes.952,Voetpaden,"MULTILINESTRING ((172330.119 509019.323, 172374.045 509047.608, 172375.235 509047.896, 172375.782 509047.382, 172419.558 508979.158, 172420.067 508978.314, 172419.178 508977.732, 172385.341 508956.025, 172383.147 508954.603))"
O10002_Open_Strooiroutes.953,Voetpaden,"MULTILINESTRING ((172438.744 508906.219, 172429.325 508914.273, 172427.707 508920.012, 172382.699 508954.951, 172372.881 508962.648, 172354.959 508991.06, 172344.054 508997.213, 172331.024 509017.919, 172330.119 509019.323, 172316.868 509010.714, 172315.627 509009.068, 172315.231 509008.236, 172315.647 509006.593))"
O10002_Open_Strooiroutes.954,Voetpaden,"MULTILINESTRING ((172545.382 509015.841, 172546.241 509015.285))"
O10002_Open_Strooiroutes.955,Voetpaden,"MULTILINESTRING ((172394.213 509165.981, 172397.35 509164.948))"
O10002_Open_Strooiroutes.956,Voetpaden,"MULTILINESTRING ((172500.122 508952.719, 172496.618 508947.137))"
O10002_Open_Strooiroutes.957,Voetpaden,"MULTILINESTRING ((175680.705 496417.499, 175712.964 496381.945))"
O10002_Open_Strooiroutes.958,Voetpaden,"MULTILINESTRING ((175948.946 496773.984, 175988.803 496759.362))"
O10002_Open_Strooiroutes.959,Voetpaden,"MULTILINESTRING ((175977.593 496768.749, 175994.977 496762.67))"
O10002_Open_Strooiroutes.960,Voetpaden,"MULTILINESTRING ((175937.796 496762.585, 175981.435 496743.92))"
O10002_Open_Strooiroutes.961,Voetpaden,"MULTILINESTRING ((178032.617 504210.11, 178026.863 504211.315, 178021.902 504216.345, 177920.71 504226.907, 177918.088 504226.057, 177888.089 504203.441, 177887.593 504202.379, 177886.457 504191.105, 177863.257 504193.156, 177860.777 504194.643, 177665.488 504214.574, 177660.173 504221.446, 177651.234 504229.825, 177646.06 504230.534))"
O10002_Open_Strooiroutes.962,Voetpaden,"MULTILINESTRING ((172453.116 509065.748, 172455.16 509065.766, 172460.864 509070.011, 172466.567 509075.225, 172474.528 509083.202))"
O10002_Open_Strooiroutes.963,Voetpaden,"MULTILINESTRING ((172489.723 508951.464, 172472.869 508925.415))"
O10002_Open_Strooiroutes.964,Voetpaden,"MULTILINESTRING ((172545.815 509011.382, 172545.172 509009.506))"
O10002_Open_Strooiroutes.965,Noodroute,"MULTILINESTRING ((175769.162 496421.73, 175796.825 496390.707))"
O10002_Open_Strooiroutes.966,Noodroute,"MULTILINESTRING ((177577.639 502850.046, 177596.624 502858.957))"
O10002_Open_Strooiroutes.967,Noodroute,"MULTILINESTRING ((177577.639 502850.046, 177559.829 502802.191))"
O10002_Open_Strooiroutes.968,Noodroute,"MULTILINESTRING ((177305.276 504537.932, 177278.213 504489.171))"
O10002_Open_Strooiroutes.969,Noodroute,"MULTILINESTRING ((176572.784 505451.103, 176571.661 505451.423, 176570.52 505451.67, 176569.366 505451.843, 176568.202 505451.941, 176567.035 505451.964, 176565.869 505451.912, 176564.708 505451.785, 176563.558 505451.584, 176562.424 505451.309, 176561.309 505450.962, 176560.219 505450.543, 176559.159 505450.056, 176558.131 505449.501, 176557.142 505448.881, 176556.195 505448.199, 176555.293 505447.457, 176554.442 505446.659, 176553.643 505445.807, 176552.901 505444.906, 176552.218 505443.959, 176551.597 505442.97, 176551.042 505441.943, 176550.554 505440.883, 176550.135 505439.793))"
O10002_Open_Strooiroutes.970,Noodroute,"MULTILINESTRING ((177722.774 505336.415, 177713.875 505330.697, 177708.02 505325.116, 177689.481 505275.084, 177686.212 505265.01, 177661.832 505138.009, 177661.696 505128.888, 177667.202 505116.641))"
O10002_Open_Strooiroutes.971,Noodroute,"MULTILINESTRING ((175911.045 505455.702, 175913.064 505439.301, 175921.012 505429.885, 175935.636 505422.652, 175943.093 505414.682, 175944.817 505404.548, 175891.587 505334.939, 175866.976 505337.867, 175866.097 505339.917, 175867.073 505347.433, 175871.175 505351.142, 175879.672 505352.509, 175903.297 505350.252))"
O10002_Open_Strooiroutes.972,Noodroute,"MULTILINESTRING ((177143.396 504078.693, 177153.182 504077.782))"
O10002_Open_Strooiroutes.973,Noodroute,"MULTILINESTRING ((177203.539 504237.626, 177169.581 504089.669))"
O10002_Open_Strooiroutes.974,Voetpaden,"MULTILINESTRING ((172521.239 509036.605, 172519.277 509033.677))"
O10002_Open_Strooiroutes.975,Voetpaden,"MULTILINESTRING ((172397.35 509164.948, 172403.593 509158.874))"
O10002_Open_Strooiroutes.976,Voetpaden,"MULTILINESTRING ((177579.969 504679.202, 177584.119 504718.596))"
O10002_Open_Strooiroutes.977,Voetpaden,"MULTILINESTRING ((178208.643 504006.98, 178183.22 504000.875))"
O10002_Open_Strooiroutes.978,Voetpaden,"MULTILINESTRING ((177584.119 504718.596, 177599.411 504826.929))"
O10002_Open_Strooiroutes.979,Voetpaden,"MULTILINESTRING ((175831.708 504524.465, 175848.615 504471.441))"
O10002_Open_Strooiroutes.980,Voetpaden,"MULTILINESTRING ((177187.583 504062.423, 177184.038 504058.879, 177181.11 504056.106, 177174.945 504053.025, 177171.862 504051.176, 177170.629 504045.476, 177169.243 504040.238, 177155.35 503897.137))"
O10002_Open_Strooiroutes.981,Voetpaden,"MULTILINESTRING ((177581.69 503948.741, 177571.562 503849.825, 177549.212 503639.552))"
O10002_Open_Strooiroutes.982,Voetpaden,"MULTILINESTRING ((177947.771 505727.178, 177930.132 505693.479))"
O10002_Open_Strooiroutes.983,Voetpaden,"MULTILINESTRING ((177548.258 504340.766, 177561.879 504337.703))"
O10002_Open_Strooiroutes.984,Voetpaden,"MULTILINESTRING ((177561.879 504337.703, 177567.688 504358.752, 177566.601 504360.768, 177567.738 504366.154, 177578.468 504413.464, 177581.289 504429.322, 177603.552 504532.645, 177607.475 504548.005, 177609.992 504548.718, 177666.107 504536.622))"
O10002_Open_Strooiroutes.985,Voetpaden,"MULTILINESTRING ((177675.832 504534.563, 177735.05 504521.798))"
O10002_Open_Strooiroutes.986,Voetpaden,"MULTILINESTRING ((177860.502 504496.05, 177917.647 504483.28))"
O10002_Open_Strooiroutes.987,Voetpaden,"MULTILINESTRING ((177806.188 504506.6, 177852.793 504496.73))"
O10002_Open_Strooiroutes.988,Voetpaden,"MULTILINESTRING ((177741.108 504520.715, 177799.818 504507.859))"
O10002_Open_Strooiroutes.989,Voetpaden,"MULTILINESTRING ((177239.271 504362.93, 177245.53 504361.217, 177253.623 504358.269, 177258.138 504355.502, 177272.189 504353.161, 177322.439 504347.501, 177322.846 504347.54, 177323.243 504347.64, 177323.62 504347.799, 177323.969 504348.013, 177324.281 504348.278, 177324.55 504348.587, 177324.768 504348.933, 177324.932 504349.308, 177330.741 504348.499, 177361.266 504345.386, 177491.092 504332.185, 177492.421 504331.998, 177493.758 504331.887, 177495.1 504331.855, 177496.441 504331.9, 177497.777 504332.022, 177499.104 504332.222, 177500.417 504332.498, 177501.712 504332.85, 177502.985 504333.276, 177504.23 504333.774, 177505.445 504334.345, 177506.625 504334.984, 177537.47 504352.475))"
O10002_Open_Strooiroutes.990,Voetpaden,"MULTILINESTRING ((175663.241 496517.143, 175628.137 496557.434))"
O10002_Open_Strooiroutes.991,Voetpaden,"MULTILINESTRING ((175851.88 496546.515, 175862.781 496533.373, 175866.211 496536.609, 175903.064 496494.955, 175943.061 496530.513))"
O10002_Open_Strooiroutes.992,Voetpaden,"MULTILINESTRING ((175872.097 496588.213, 175876.688 496589.67, 175910.068 496613.493))"
O10002_Open_Strooiroutes.993,Voetpaden,"MULTILINESTRING ((175663.241 496517.143, 175692.775 496483.727, 175693.42 496482.991, 175694.123 496482.309, 175694.878 496481.686, 175695.681 496481.126, 175696.527 496480.633, 175697.41 496480.21, 175698.324 496479.859, 175699.263 496479.584, 175700.222 496479.385, 175701.193 496479.264, 175716.756 496475.311, 175724.615 496472.564, 175735.777 496467.145, 175757.333 496484.932, 175756.223 496494.124, 175717.657 496537.019))"
O10002_Open_Strooiroutes.994,Voetpaden,"MULTILINESTRING ((175864.227 496514.671, 175892.757 496483.372, 175892.801 496480.918, 175873.955 496463.665, 175893.033 496441.013, 175821.385 496378))"
O10002_Open_Strooiroutes.995,Voetpaden,"MULTILINESTRING ((175880.908 496303.523, 175832.101 496356.972, 175831.634 496357.533, 175831.226 496358.139, 175830.882 496358.783, 175830.605 496359.458, 175830.398 496360.159, 175830.263 496360.876, 175830.202 496361.604, 175830.215 496362.334, 175830.301 496363.059, 175830.461 496363.771, 175830.692 496364.464, 175830.992 496365.129, 175831.359 496365.761, 175831.787 496366.352, 175751.094 496458.092, 175842.51 496538.63, 175864.227 496514.671))"
O10002_Open_Strooiroutes.996,Voetpaden,"MULTILINESTRING ((175751.988 496427.469, 175732.37 496451.339, 175720.919 496462.452, 175711.125 496462.412, 175706.781 496465.347, 175679.736 496441.853, 175724.781 496392.228, 175728.505 496394.35, 175751.727 496415.261, 175751.988 496427.469))"
O10002_Open_Strooiroutes.997,Voetpaden,"MULTILINESTRING ((175959.368 496400.985, 175925.589 496438.515, 175889.939 496478.298))"
O10002_Open_Strooiroutes.998,Voetpaden,"MULTILINESTRING ((175952.52 496538.083, 175948.439 496541.612, 175943.422 496548.332, 175907.897 496591.778, 175901.979 496589.807, 175894.41 496586.138, 175889.227 496585.176, 175886.029 496585.124, 175851.514 496554.698, 175851.146 496554.069, 175850.845 496553.405, 175850.615 496552.713, 175850.459 496552.001, 175850.377 496551.276, 175850.372 496550.547, 175850.443 496549.822, 175850.588 496549.107, 175850.808 496548.412, 175851.098 496547.743, 175851.457 496547.109, 175851.88 496546.515))"
O10002_Open_Strooiroutes.999,Voetpaden,"MULTILINESTRING ((178111.845 504528.417, 178045.714 504542.628, 178045.159 504542.81, 178044.635 504543.066, 178044.15 504543.39, 178043.713 504543.778, 178043.334 504544.222, 178043.019 504544.713, 178042.773 504545.242, 178042.602 504545.8, 178042.509 504546.377, 178042.495 504546.96, 178042.56 504547.54, 178048.321 504574.236, 178050.636 504575.796, 178056.216 504603.026, 178054.648 504605.205, 178062.217 504638.619))"
O10002_Open_Strooiroutes.1000,Voetpaden,"MULTILINESTRING ((178128.58 503097.133, 178139.41 503090.515, 178152.115 503085.521, 178167.888 503075.248))"
O10002_Open_Strooiroutes.1001,Voetpaden,"MULTILINESTRING ((177537.47 504352.475, 177560.148 504457.434, 177574.29 504521.821, 177581.79 504557.36, 177584.388 504568.41, 177583.151 504570.372, 177591.262 504606.118))"
O10002_Open_Strooiroutes.1002,Voetpaden,"MULTILINESTRING ((177385.579 504090.527, 177404.696 504260.759))"
O10002_Open_Strooiroutes.1003,Voetpaden,"MULTILINESTRING ((177383.394 504047.621, 177366.156 504049.009, 177360.872 504047.319, 177312.255 504052.152, 177309.657 504056.736, 177308.827 504058.131, 177307.933 504059.487, 177306.979 504060.801, 177305.965 504062.07, 177304.895 504063.291, 177303.769 504064.461, 177302.592 504065.579, 177301.364 504066.642, 177300.089 504067.647, 177298.769 504068.593, 177297.408 504069.478, 177296.007 504070.299, 177294.57 504071.056, 177293.1 504071.746, 177291.6 504072.368, 177290.073 504072.92, 177288.523 504073.402, 177286.952 504073.813, 177285.363 504074.151, 177283.761 504074.416, 177282.149 504074.608, 177274.896 504075.802, 177273.58 504075.973, 177272.276 504076.222, 177270.988 504076.547, 177269.723 504076.947, 177268.482 504077.421, 177267.272 504077.967, 177266.097 504078.583, 177264.959 504079.267))"
O10002_Open_Strooiroutes.1004,Voetpaden,"MULTILINESTRING ((177201.749 504301.92, 177197.481 504262.106, 177198.451 504257.257))"
O10002_Open_Strooiroutes.1005,Voetpaden,"MULTILINESTRING ((177317.228 504114.716, 177267.894 504119.76))"
O10002_Open_Strooiroutes.1006,Voetpaden,"MULTILINESTRING ((177599.411 504826.929, 177614.213 504956.28, 177617.309 504967.774, 177627.881 505029.496, 177637.571 505077.086, 177639.875 505083.572, 177644.865 505109.817, 177643.196 505114.23, 177642.722 505114.824, 177642.303 505115.458, 177641.941 505116.127, 177641.641 505116.825, 177641.404 505117.547, 177641.231 505118.288, 177641.125 505119.04, 177641.087 505119.799, 177641.116 505120.559, 177644.124 505136.297))"
O10002_Open_Strooiroutes.1008,Voetpaden,"MULTILINESTRING ((177654.622 504101.49, 177653.78 504101.523, 177652.945 504101.633, 177652.124 504101.819, 177651.323 504102.08, 177650.55 504102.413, 177649.81 504102.816, 177649.111 504103.286, 177648.457 504103.817, 177647.856 504104.407, 177647.311 504105.049, 177646.827 504105.739, 177646.409 504106.47, 177646.06 504107.237, 177645.783 504108.032, 177645.58 504108.85, 177645.454 504109.682, 177645.404 504110.523))"
O10002_Open_Strooiroutes.1009,Voetpaden,"MULTILINESTRING ((177383.394 504047.621, 177503.538 504035.086, 177521.642 504031.384, 177598.92 504023.598))"
O10002_Open_Strooiroutes.1010,Voetpaden,"MULTILINESTRING ((177361.88 502849.863, 177377.63 502890.306))"
O10002_Open_Strooiroutes.1011,Voetpaden,"MULTILINESTRING ((177345.032 502845.251, 177323.751 502793.653))"
O10002_Open_Strooiroutes.1012,Voetpaden,"MULTILINESTRING ((172252.929 509322.982, 172314.395 509361.724, 172315.684 509367.091))"
O10002_Open_Strooiroutes.1013,Voetpaden,"MULTILINESTRING ((172388.313 509163.502, 172382.847 509170.587, 172385.216 509172.792, 172386.412 509174.368, 172387.184 509177.077, 172387.383 509179.818, 172384.611 509187.044, 172382.276 509188.357, 172358.552 509282.867, 172349.977 509292.364, 172339.511 509339.984, 172341.721 509342.018, 172336.372 509354.569))"
O10002_Open_Strooiroutes.1014,Voetpaden,"MULTILINESTRING ((172437.386 509402.75, 172356.183 509350.701))"
O10002_Open_Strooiroutes.1015,Voetpaden,"MULTILINESTRING ((172252.929 509322.982, 172242.829 509329.78, 172232.943 509324.041, 172192.833 509273.546, 172173.891 509267.249, 172138.889 509222.92, 172134.439 509219.167, 172131.021 509220.077, 172118.248 509215.058))"
O10002_Open_Strooiroutes.1016,Voetpaden,"MULTILINESTRING ((172380.001 509255.608, 172379.567 509255.08, 172379.181 509254.516, 172378.846 509253.92, 172378.566 509253.296, 172378.342 509252.65, 172378.176 509251.987, 172378.07 509251.312, 172384.016 509228.169, 172384.355 509227.467, 172384.762 509226.803, 172385.233 509226.182, 172385.763 509225.61, 172386.347 509225.094, 172386.979 509224.639, 172387.653 509224.248, 172388.363 509223.925, 172389.101 509223.675))"
O10002_Open_Strooiroutes.1017,Voetpaden,"MULTILINESTRING ((172356.183 509350.701, 172376.872 509268.767))"
O10002_Open_Strooiroutes.1018,Voetpaden,"MULTILINESTRING ((175556.492 496171.628, 175642.585 496074.6, 175724.664 496147.699, 175728.015 496147.893, 175778.924 496193.552, 175782.134 496198.217, 175794.452 496208.1, 175797.856 496209.898, 175826.657 496235.73, 175866.612 496271.261, 175870.6 496272.233, 175876.678 496277.336, 175891.891 496290.339, 175891.642 496291.019, 175891.464 496291.72, 175891.357 496292.435, 175891.323 496293.158, 175891.363 496293.881, 175891.475 496294.596, 175891.659 496295.295, 175891.913 496295.973, 175892.234 496296.621, 175892.619 496297.234, 175893.064 496297.804, 175893.565 496298.327, 175899.882 496302.739, 175904.067 496304.565, 175909.152 496299.148, 175908.907 496284.043))"
