OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKARCH,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length,RICHTING
525,1,,3.44,3.4,12.25,0.5,20,,5,,2019,geen peilscheiding,,nieuwe duiker,4,Y:\GEO\GISProducten\Keringen\kunstwerken\Dijkring09\IWK-09-0010,Duiker Varsenerweg,1,,OV.85-D36,3,2,,,1,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.2521273678233,
526,1,,1.1,1.32,6.1,0.5,3,,4,,,Aansluiten op put onderleider,,,,"META DATA

Inlaat Nieuwe Wetering spindelafsluiter vanuit oude REGISTER overgenomen (TNijland 04-02-2010)",,1,,NW.15.25-D145,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.05113710605267,
527,1,,3,3,68.1,0.6,3,,,,,,,,,,,1,,SW.75.58-D13,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,68.4699399811771,
528,1,,-1.26,-1.26,25,0.3,20,,,,1985,zie memo veld,,,,"Inlaat bij Venerite

Afsluitmiddel    = Schuif
Materiaalsoort = Staal",,1,,CM.15.78-D32,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,24.9083282835105,
529,1,,2.65,2.65,23.5,0.6,3,,,,,Inlaat,,,,,,1,,SW.75.58-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,23.4552869237451,
530,1,,4.44,4.44,40.8,0.4,20,,,,,,,,,,,1,,SW.90.58-D246,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,40.7828705467871,
531,1,,,,6.3,,3,,,,,,,,,,,1,,SW.75.47-D933,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.32216015191309,
532,1,,,,7.4,,98,,,,,,,,,,,1,,AS.75.4-D17A,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.37591751866301,
533,99,,,,,,98,,,,,,,,,,,1,,SW.75.82-D941,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.98732835463178,
534,1,,0.69,0.68,14.7,0.5,3,,,,,,,,,,,1,,NW.10.98-D196,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.7212323531307,
535,1,,0,0,22.7,0.2,98,,,,,,Platvoet-Rande,Persleiding Dijkverbetering,,,,1,,PV-D7,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,22.6757096883078,
536,1,,12.75,12.75,12,0.6,3,2,,,,OK2 OK2-104SM,Inlaat Oranjekanaal zuidzijde,Weg met duiker en inlaat,,Meetspijker.,OR-02-04_INL_10,1,2025,OR-02-04_INL_10,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.909294292366,
537,,,,,25.3,,,,,,,,,,,,,1,,DI.3-D26,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,25.286523439644,
538,1,,-1,-1,20.8,0.78,3,,,,,,,,,,,1,,DI-D15,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,20.7933167139635,
539,2,,,,5.3,1.25,3,,4,,,,"Oude Almeloseweg, Zwolle",inlaat,4,"Schuif. type       : onderdoorlaat
Drempel             : - 0.80 m  NAP
Max. open tot    : 1.00m NAP
Breedte             : 1.25m.",inlaat gemaal Herfte,1,,SW.17-D766,3,1,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.27786055245327,
540,1,,-1.3,-1.28,14,0.8,3,2,4,,,,,Weg met duiker en inlaat,,"Inlaat 
Breedte: 0,80
Min stuw: -1,0967
Max stuw: -0,0004
Constructiehgt: 0,3161
Materiaal: Hoofd. Kunststof Regel. RVS",,2,,KV.200-D15,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,13.9630867988198,
541,1,,3.15,3.15,8.8,0.4,3,,4,,,,,,,,,1,,SW.110-D51,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.81641240169904,
542,,,,,,,,,4,,,,"Provinciehuis, Zwolle",lozingsmiddel,,,lozingsmiddel provincie,1,,IWK-534-0130,3,2,,,1,,,Provincie,Gewoon en buitengewoon en constructie,,,5.98908473927759,
543,2,,4.31,4.31,0.1,0.4,28,,,,2014,,,Onderleider met inlaat,,"Verklaring Hoogte 4,309 is min schuifstand en 5,179 is maximale schuifstand.",OV128I1,1,,OV128I1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.694216804200604,
544,1,,-1.07,-0.11,11,0.6,3,,4,,,,Oeverlandenweg nb Dingstede,Dam met duiker en inlaat,,"Doorstroombreedte: 0,50
Max peil: -0,623
Min peil: -1,103
Duiker gegevens overgenomen van oude duiker WD1 (Josk 23-08-2011)
24-06-2019 HR Stuw verwijderd alleen inlaat ovv HL.
10-07-2019 Naam veranderd ovv HL (En JS en AdeV)",10057 Oeverlanden,1,,10057 Oeverlanden,3,2,,,1,,,Waterschap,Gewoon en buitengewoon,Onbekend,Onbekend,13.2385766266706,
545,,,,,,,,,,,,,,,,,,1,,NW.10.158-D288,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,20.0269432958311,
546,2,,-1.8,-1.8,1,0.4,28,,,,2014,,,Uitlaat (Spindelafsluiter),,"Maximale hoogte -1,4",VH243I2,1,,VH243I2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,1.02926269615734,
547,,,,,2.2,,,,,,,,,,,,,1,,MB.20.22-D343,3,,,,,,,,,,,2.19855353327743,
548,1,,2.32,2.07,24.1,0.6,3,2,4,,,,,,,,,1,,D4990,3,,,,,,,Waterschap,Gewoon en buitengewoon,,,24.1329388071333,
549,,,,,22.81,,,,,,,,,,,,,1,,ST.50-D108,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,22.8079176465988,
550,2,1,0.79,0.77,19.7,1.25,3,,,,2018,,,,,,,1,,604147,3,,,,,,,Houder vergunning,Gewoon en buitengewoon en constructie,Waterschap,Gewoon en buitengewoon,19.7008140426469,
551,,,,,,,,,,,,,,Duiker met inlaat (Vlotter put),,,VR.606-I12,1,,VR.606-I12,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.12333989611887,
552,2,0.7,0.19,0.19,3,1,3,4,,,,,,Dam met duiker en inlaat,,"Inlaat is 0,70 breed",,1,,GC.15.10-D58,3,2,,,2,,,Onbekend,Onbekend,,,2.99550834717205,
553,1,,-0.8,-0.8,11.99,0.3,20,2,4,,,,,,,"Inlaat RVS Hoofd Hout
Breedte 0,50
Min. geen meting (graag vanaf meetspijker meten)
Max. geen meting (graag vanaf meetspijker meten)
Hoogte aangehouden van de duiker SZ.25.238-D1163",,1,,SZ.25.238-D1162,3,2,,,2,,,Onbekend,Onbekend,,,11.9850826102846,
554,2,,-1.57,-1.57,11,0.3,28,4,,,,,,Inlaat,,Meetspijker.,STWDN3( KIN),1,,STWDN3( KIN),3,2,,,1,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.801924147443,
555,1,,-1.76,-1.76,50,0.5,20,2,4,,2018,,,Weg met duiker en inlaat,,"Min inlaatschuif -1,7598
Max inlaatschuif -1,0747",,1,,D4957,3,1,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,50.0719501609909,
556,1,,,,,0.6,31,,99,,,,,geautomatiseerde vlinderklep (Y4),,,,1,,1014Roggebot(KIN),3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.17555567968847,
557,1,,,,18,0.3,20,,,,,,,853 BEDIJKTE ROBR (KIN),,Let op De meetbout van het gemaal is ook meetpunt inlaat HR,853 BEDIJKTE ROBR (KIN),1,,853 BEDIJKTE ROBR (KIN),3,1,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,18.1746953197845,
558,1,,,-1.63,14.3,0.3,20,,,,2018,,,,,,,1,,D5097,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.3216898577242,
559,1,,10.3,10.3,14,0.5,3,,4,,,HV4 110RM-51 Telemetrie,Inlaatwerk Wolfsbos,Dam met duiker en inlaatwerk,,Meetspijker,602 WOLFSBOS (KIN),1,,602 WOLFSBOS (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,3.53618914734274,
560,1,,9.66,9.66,5,0.4,3,,4,,,Afsluitbaar Noordoostkant,,Dam met duiker en inlaat,,,OD-04-48_B_14,1,,OD-04-48_B_14,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Aangeland,Onderhoud van de dam rechts (grondlichaam),4.98215843661043,
561,1,,-1.79,-1.85,8.4,0.6,3,4,,,,,,859 MARKER T BROEK (KIN),,Let op De meetbout van het gemaal is ook meetpunt inlaat HR,859 MARKER T BROEK (KIN),1,,859 MARKER T BROEK (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.81155338732032,
562,,,,,2,,,,,,,,,Inlaat,,,STWDN1 (KIN),1,,STWDN1 (KIN),3,2,,,1,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.21724439317054,
563,,,,,12.4,,,,,,,,,Inlaat,,,STWDN2 (KIN),1,,STWDN2 (KIN),3,2,,,1,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.4507037582207,
564,2,,1,1,2,1,28,4,4,,,,326,Dam met duiker en inlaat,,Meetspijker,OV-03-04-08_28,1,,OV-03-04-08_28,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,1.50137622676098,
565,1,,10.5,10.5,13,0.6,3,2,4,,,,2e zandwijkje,Dam met duiker en inlaat,4,Meetbout,W06_AA_K12,1,,W06_AA_K12,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),13.6516862349281,
566,,,,,13,,,,2,,,,,Uitstroomduiker,,,,1,,D4779,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.1857833278419,
567,1,,16.23,16,15,0.45,3,,4,,2011,eternit OK4 OK4-104 Telemetrie,257 Annema,Weg met duiker en inlaat,,Spoed/Slag 1.4,0356 ORVELTE ZZ,1,,0356 ORVELTE ZZ,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.1053060752284,
568,1,,12.02,12.02,6,0.5,3,4,4,,,O.88.4,269,Dam met duiker en inlaat,,Hoogte op een putje. Oostkant.,O-88-04_A_4,1,,O-88-04_A_4,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.3309010497649,
569,1,,,,29.4,0.5,3,,4,,,,396 Provinciale weg,Weg met duiker en inlaat,,"Meetspijker
Schuif aan zuidoostzijde",WA-14-06_20,1,,WA-14-06_20,3,2,,,2,,,Provincie,Onderhoud van de gehele dam (grondlichaam),Waterschap,Gewoon en buitengewoon en constructie,29.3623515772954,
570,1,,10.08,10.08,12,0.2,3,4,4,,,,,Dam met duiker en inlaat,,Meetbout,H3-2-31_AA_K1,1,,H3-2-31_AA_K1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.519322126403,
571,1,,15.99,15.99,15,0.4,3,,,,,OK4 OK4-102OV,258 Lubbinge Oranjekanaal Noordzijde,Weg met duiker en inlaat tbv wateraanvoer,,,LUBBINGE (KIN),1,,LUBBINGE (KIN),3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),12.4330972760622,
572,1,,15.85,15.85,16.7,0.3,3,4,,,2008,OK2 112OV,272 Schreuder,Dam met duiker en afsluiter,,,314 SCHREUDER (KIN),1,,314 SCHREUDER (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,16.6209335879262,
573,,,,,,,,,,,,,,,,,,1,,VR.15.854-D380,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.9156824074257,
574,1,,-2.9,-2.9,45.2,0.5,3,4,,,2014,,,Dam met duiker en inlaat (Afsluiter),,Let op. De NAP hoogte is de noordoostelijk betonrand. Ivm met geen meetbout.,VH2096I1,1,,VH2096I1,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,45.062543307134,
575,1,,3.94,4.02,2.8,0.4,13,1,4,,,Overlaatfunctie,,,,,,1,,D4981,3,,,,,,,Waterschap,Gewoon en buitengewoon,,,2.8118111119919,
576,2,,-0.52,-0.52,0.07,0.4,28,6,4,,,,,Inlaat,,"Br 0,40 Max peil 0,038 Min peil -052 (Hoogte duiker)",,1,,854I,3,2,,,1,,,Waterschap,Geheel onderhoud,,,0.0691382717005359,
577,1,,10,10,17.14,0.4,20,4,4,,,Telemetrie,2 pvc duikers  zie memo,Dam met duiker en inlaat,,"Automatische inlaat overstortende schuif
De inlaat kan 2 kanten water inlaten.
Zowel boven de stuw als onder de stuw.
Hoogte buis Boven 2 x 10,00 NAP
Hoogte buis onder 10,00 en 8,20 NAP",698 ERFLANDEN (KIN),1,,698 ERFLANDEN (KIN),3,1,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.5509050250088,
578,2,,,,23.6,,3,,,,,HV4 102RM-48 Regenmeter nabij het gemaal Bosdata,Inlaat Nieuwe Brugsluis nrd,Inlaatwerk,,,NWE BRUGSLUIS NRD (KIN),1,,NWE BRUGSLUIS NRD (KIN),3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,23.9245760523995,
579,1,,-1.17,-1.17,9.9,0.5,20,,4,,2018,,,,,,,1,,D628820,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.88313644691775,
580,1,,,,,,,,,,,,,Inlaat,,,,1,,De Garste (KIN),3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,27.8262887016341,
581,1,0.7,-0.7,-0.68,24.92,0.7,3,2,4,,2018,,,,,,De Bese,1,,612491,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,28.6140088588846,
582,1,,3,3.5,46.2,0.3,20,,4,,,,,,,,,1,,618893,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,47.3295214427342,
583,2,,0.51,0.51,3.36,1.5,28,6,4,,,,"8121SP Boerhaarseweg 10,  Olst",Inlaat,,"Inlaat
breed 1,5
max hoogte 1,00
min hoogte 0,510

zp 1,8 wp 1,6


mater beton hoofdconstructie",Soest Ten Have,1,,SW.60.44-S120,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,3.36413688660637,
584,,,,,,,,,4,,,,,Inlaat (Spindel afsluiter),,,InlaatTiendeveen,1,,InlaatTiendeveen,3,,,,,,,Waterschap,Geheel onderhoud,,,11.854266391256,
585,1,,-2.44,-1.86,28.4,0.5,3,4,4,,,,,Dam met duiker met inlaat (put),,"Inlaat 
Alles RVS qua materiaal.
Min hoogte is -2,079
Max hoogte is -1,739
Breedte is 1,00",,1,,D719081,3,2,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,28.3984312442589,
586,1,,8.1,8.1,20,0.3,20,,,,,HV 104RM-47,Inlaat Nieuwe Brugsluis zd(RM),Dam met duiker en inlaatwerk,,,698 NIEUWEBRUGSL (KIN),1,,698 NIEUWEBRUGSL (KIN),3,1,,,1,,,Provincie,Onderhoud van de gehele dam (grondlichaam),Waterschap,Gewoon en buitengewoon en constructie,144.41382567292,
587,1,,-1.87,-1.87,9.6,0.5,13,4,4,,2001,811B,Inlaat Nederland,Dam met duiker en vlotterput in kering,,"Schuif is 1,10 breed",811B,1,,811B,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.56351288682534,
588,1,,-1.42,-1.42,9.68,0.35,13,2,4,,2019,,,Weg met duiker en inlaat,,"Breedte inlaat 0,40
Max -0,993
Min. -1,296
Duiker gegolfd kunststof",,1,,D607982,3,,,,,,,Natuurmonumenten,Gewoon en buitengewoon en constructie,,,9.67938538259462,
589,1,,-0.66,-0.65,12,0.5,3,,,,,,,Dam met duiker en inlaat,,,840H,1,,840H,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,9.75843447572136,
590,1,,10.24,10.24,3.81,0.3,20,4,,,,,,Dam met duiker en inlaat,,"Min peil inlaat 10,145
Max peil inlaat 10,656
Breedte 0,30",,1,,D647699,3,,,,,,,Waterschap,Geheel onderhoud,,,3.81128954595841,
591,1,,-1.31,-1.31,11.5,0.5,3,2,4,,,831A,(Einde) Veldhuisweg Nederland,Dam met duiker en inlaat en regelput,,"Hoogte op ijzeren constructie.
Oostzijde in de put.",831A,1,,831A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.4326750729038,
592,1,,3.25,3.25,11.55,0.3,13,4,4,,2019,"Uitstroom 3,153 pvc30",,Dam met duiker en inlaat,,"Meetspijker
Duiker gegolf kunststof

Inlaat Breedte 0,40 Min. 3,650 Max. 4,243",WA-12-15_A_4,1,,WA-12-15_A_4,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.3637532981559,
593,1,,-0.8,-0.8,8.4,0.6,3,,4,,2018,,,,,,,1,,D674571,3,,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.84339048382824,
594,2,,4.75,4.75,0.62,2.5,11,6,4,,,,,Inlaat,4,"Was SW.75.83-S100
IWK
Zie memo !
7433PS Kanaaldijk West 19,  Schalkhaar
Dubbele schuif
6,700 01-03-2013
inlaat- en/of aflaatstuw
regelbaar stuw, niet automatisch
2 indentieke stuwen
Beheer op afstand nee
br 2,50
max. 5,2
min. 4,75

stuwpeil zomer 5,75
stuwpeil winter 5,75
hoofd betoonderhoud ws
foto SW.75.83-S100

memo
Meetspijker in stuw bij peilschaal oostkant Kanaaldijk West

Info van André Koekkoek: Aan de kanaalzijde zit een schuif waar het water over heen kan stromen. Deze schuif kan omhoog gezet worden en als waterkering dienen.
Aan de landzijde zitten naast elkaar twee automatische schuiven het water gaat niet over de schuiven maar er onder door.
Zowel de schuif aan kanaal zijde en de schuiven aan de landzijde zijn verbonden met één en dezelfde  open koker waar een brug overheen loopt waar de weg overheen gaat.

meta
Stuw verplaatst naar andere waterloop ivm Gbkn en luchtfoto's
Intern:Stuw omgenummerd ivm. splitsing watergang (JKats 23-06-2009)
Stuw omgenummerd (JosK 06-12-2011)",Inlaat Zandwetering ,1,,10266I,3,2,,,,,,Waterschap,Geheel onderhoud,,,0.616650387879858,
595,1,,-1.63,-1.66,16.5,0.9,3,2,4,,,851H,Wyberbuurseweg,Weg met duiker en inlaat,,,851H,1,,851H,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),15.1886465819649,
596,1,,-1.36,-1.41,14.3,0.8,3,,4,,,851G,Wybuurseweg (3),Weg met duiker en inlaat,,Hoogte op ijzeren staaf. Noordoostkant.,851G,1,,851G,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.2032596139279,
597,1,,2.26,2.23,4,0.4,4,4,4,,,Schuif is 60 cm breed,,Inlaat,,"Meetbout
Schuif is 60 cm breed",WEST07I,1,,WEST07I,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.27472452927328,
598,2,1.25,0.2,0.2,28.6,1,3,,,,1987,,,,,"Meetspijker in damwand bij inlaat naast stuw zuidk. Dijk
vervolg metadata:
Fons, 12-3-2018; In overleg met Menno, duiker ligt er wel.
MennoO, 20-12-2017; duiker ligt er niet.
JosK , 15-10-2015 ; lengte aangepast ivm. migratie Geonis
Duiker omgekodeerd naar afsluitbaar(JKoenjer08-03-2010)",Broekhuizen,1,,SZ.255-D1,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,28.6220703415245,
599,2,,13.65,13.65,3.38,0.4,10,6,4,,2014,,,Duiker met inlaat,,"OV342 - HERZIENING van de PVgrens

ggor-afvoer via 'stuw Natuur Scharreveld'
MIN/MAX peilen = 14.00 m+

Peil Max. 13,950 Min. 13,650",NATUUR SCHARREVELD,1,,NATUUR SCHARREVELD,3,2,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.38295270501575,
600,2,,6.9,6.9,0.98,0.6,10,6,4,,,,,Inlaat,,"Peil Max. 7,750 Min. 6,900",HORST3,1,,HORST3,3,2,,,,,,Gemeente,Gewoon en buitengewoon en constructie,,,0.976990303313772,
601,1,,-1.53,-1.53,14.78,0.8,3,2,,,,,,Weg met duiker en inlaat,,"Inlaat RVS
Breedte 40
Min -1,573 (Moeilijk te meten)
Min. -0,521",VH2034I,1,,VH2034I,3,2,,,1,,,Waterschap,Geheel onderhoud,,,14.7766336135595,
602,1,,0,1.62,8.5,0.5,3,,,,,,,,,Meetspijker in damwand naast stuw ST222,,1,,DV.30.282-DK982,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.47769193113114,
603,2,,-0.86,-0.86,0.27,0.55,28,,4,,2014,,7954GL Oude Rijksweg 549 Rouveen,Inlaat (Spindelschuif),,"Min stand -0,919
Max stand 0,266
Hoofdconstructie is beton de rest RVS",Munnikeweg Rouveen,1,,DV.5.16-I8,3,1,,,,,,Waterschap,Geheel onderhoud,,,0.269137438293905,
604,2,,0.05,0.05,0.36,0.5,28,6,4,,,,,Inlaat,,"Min 0,051
Max 1,086
Constructiehoogte is 1,166",Spoorlijn Oosterboer Meppel,1,,WA008I1,3,2,,,,,,Aangeland,Geheel onderhoud,,,0.356911784600859,
605,2,,3.53,3.53,2.57,0.55,28,,4,,,,"8152DM Twentseweg 218,  Lemelerveld",Inlaat (Spindelschuif),,"Min stand 3,354
Max stand 4,616
Hoofdconstructie is Hout de rest is RVS.",Twentseweg 218,1,,OK.10.2-I76,3,2,,,,,,Waterschap,Geheel onderhoud,,,2.57025239375295,
606,2,,10.83,10.83,0.1,0.4,28,6,4,,,,,Inlaat in de put van het gemaal,,"Min is 10,831
Max is 11,433
",RM464I1,1,,RM464I1,3,2,,,,,,Waterschap,Geheel onderhoud,,,0.791965704286709,
607,1,,-1.12,-1.12,8.49,0.3,20,,4,,2021,,,Inlaat met duiker,,"Inlaat
Breed 0,30
Min Stand -1,243
Max stand -0,380
Materiaal alles RVS",VH37I1,1,,VH37I1,3,2,,,,,,Staatsbosbeheer,Geheel onderhoud,,,8.48528873828725,
608,1,,-1.2,-1.15,6.48,0.3,20,4,4,,2021,,,Inlaat met duiker,,"Inlaat
Breed 0,30
Min stand -1,148
Max stand -0,478
Alles RVS",VH80I6,1,,VH80I6,3,2,,,,,,Staatsbosbeheer,Geheel onderhoud,,,6.48360285690243,
609,1,,1.94,2.11,15.2,0.6,3,,,,1995,Plan Stouwe,,,,Meetspijker in damwand  stuw kruising De Stouwe/Kringsloot oost,De Stouwe Kringsloot oost,1,,DV.30.208-DK152,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,15.23079136594,
610,1,,1.81,1.89,12,0.5,3,,,,,,,,,,,1,,OV.00-D11,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.0003376631865,
611,1,,-1.95,-1.89,24,0.8,3,2,4,,,,,Weg met duiker met put en inlaatfunctie,,"Inlaat 
Alles RVS qua materiaal.
Min hoogte is -1,081
Max hoogte is -0,701
Breedte is 1,00",,1,,D721612,3,2,,,,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,23.9959298560433,
612,1,,-0.76,-0.87,12.39,0.8,4,4,4,,,,,Dam met duiker met inlaat,,"25-02-2021 Waterpeil zuidkant 0,06 noordkant -0,208
Geen metingen in de put met inlaat ivm het niet hebben van een sleutel. HR",327I1,1,,327I1,3,2,,,,,,Waterschap,Geheel onderhoud,,,12.3914934197774,
613,2,,15.97,15.27,6.13,0.4,21,,4,,2021,,,,,"Inlaat
Max 15,97
Min 15,27",,1,,10344I,3,1,,,,,,Waterschap,Geheel onderhoud,,,7.53057693934905,
614,1,0.8,-0.66,-0.85,25.94,0.8,3,,4,,2021,,,,,,,1,,D726738,3,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Gewoon en buitengewoon en constructie,25.9356027475131,
615,2,,,,5.6,0.25,3,,4,,,,omloopriool Oorgatsluis,omloopriool Oorgatsluis,,,omloopriool Oorgatsluis,2,,D652811,3,2,,,1,,,Gemeente,Geheel onderhoud,,,5.64390688886386,
616,1,0.6,-0.85,-0.85,11.92,0.6,3,,4,,2021,,,,,,,1,,D727692,3,,,,,,,Waterschap,Gewoon en buitengewoon,Aangeland,Conform onderhoudsplan waterkeringen,12.163677137142,
617,,,,,,,,,,,,,,,,,,1,,RB.5.112-D113,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,10.6069323827011,
618,1,,-0.85,-0.83,17,0.8,3,,,,,,,,,,,1,,KZ-D918,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,16.9559434403424,
619,1,,1.42,1.42,4,0.8,3,,,,,,"8121EV de Meente 22,  Olst",,,,SW.65.40-D366,1,,SW.65.40-D366,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.99518288214367,
620,1,,-0.8,-0.7,5.8,0.3,20,,,,1969,,,,,"Afsluitmiddel   = Sollie Schuif
Materiaalsoort = Staal",,1,,KV.70.142-D5,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.37172539287871,
621,2,0.8,-1.23,-1.23,16,1,3,,,,1975,zie memo veld,,,,"Afsluitmiddel   = Schotbalken
Materiaalsoort = Azobé
",,1,,AD.10.4-D28,3,2,,,2,,,Waterschap,Bediening afsluiter,Gemeente,Gewoon en buitengewoon en constructie,15.8420839871303,
622,1,,0,0,11.8,0.3,20,,,,1979,zie memo veld,,,,"Afsluitmiddel   = Sollie Schuif
Materiaalsoort = Staal",,1,,BE-D69,3,2,,,2,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.7758896993028,
623,1,,-1.3,-1.3,36,0.5,21,,,,,,,,,,,1,,RA.5-D67,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,36.0234992762174,
624,1,,-0.92,-0.96,29.7,0.3,20,,,,,,,,,,,1,,RB.70.22-D358,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Aangeland,Onderhoud hoofdconstructie,29.6993030539252,
625,99,,,,,,98,,,,,,,,,,,1,,KV.140.16-D101,3,2,,,2,,,Waterschap,Bediening afsluiter,,,5.98893713661297,
626,1,,,-0.41,30,0.25,20,,,,,,,,,,,1,,DV.5.192-D293,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,40.5643666595184,
627,1,,-1.59,-1.59,9.6,0.3,20,,,,1973,zie memo veld,,,,"Afsluitmiddel   = Sollie Schuif
Materiaalsoort = Staal",,1,,KV.00-D56,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.59944706582822,
628,1,,,,9.8,0.3,20,,,,1968,,,,,"Afsluitmiddel    = Schuif
Materiaalsoort = RVS",ZE.00-D47,1,,ZE.00-D47,3,2,,,2,,,Staatsbosbeheer,Gewoon en buitengewoon en constructie,,,9.82647346848179,
