KADAAND;KADAAND_ID;KADAAND_VOLGNUMMER;EIGENDOMSSITUATIE;APARTEMENTSSITUATIE;OBJECTID;OPPERVL_GROND;SOORT_GROOTTE
GVH34 AS 01805 G 0000;136275;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203677;250;vastgesteld
GVH26 AI 05409 G 0000;71669;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133057;172;vastgesteld
GVH26 AI 05544 G 0000;71790;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133060;183;vastgesteld
GVH26 AI 05572 G 0000;71817;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133062;178;vastgesteld
GVH34 AS 01809 G 0000;136338;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203678;401;vastgesteld
GVH43 BD 06485 G 0000;14822;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203679;120;vastgesteld
GVH43 BD 06498 G 0000;14835;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203680;123;vastgesteld
GVH34 AS 01853 G 0000;136422;2;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;203682;862;vastgesteld
GVH34 AS 01858 G 0000;136426;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203683;365;vastgesteld
LDN03 I 07374 G 0000;749651;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;292992;2245;vastgesteld
GVH10 O 03537 G 0000;187397;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;292990;73;vastgesteld
GVH31 AO 02235 G 0000;127675;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203586;494;vastgesteld
GVH31 AO 02253 G 0000;127693;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203587;501;vastgesteld
LDN03 G 02116 G 0000;28494;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313121;135;vastgesteld
GVH31 AO 03217 G 0000;129156;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203589;12;vastgesteld
GVH31 AO 03235 G 0000;129174;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203590;105;vastgesteld
GVH34 AS 01038 G 0000;131819;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203636;44;vastgesteld
LDN03 I 05206 G 0000;43411;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313133;196;vastgesteld
LDN03 I 05900 G 0000;43896;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313099;259;vastgesteld
GVH38 AX 09583 G 0000;533622;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284227;288;vastgesteld
GVH12 R 11367 G 0000;200513;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;163981;145;vastgesteld
GVH26 AI 06327 G 0000;72411;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133080;105;vastgesteld
GVH38 AX 08647 G 0000;3770;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284209;204;vastgesteld
GVH31 AO 00159 G 0000;126180;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284221;474;vastgesteld
GVH27 AK 01041 G 0000;84734;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;133099;161;vastgesteld
GVH19 AB 07059 G 0000;239058;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284225;146;vastgesteld
GVH19 AB 00772 G 0000;234392;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133148;132;vastgesteld
GVH19 AB 00810 G 0000;234414;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;133152;143;vastgesteld
GVH27 AK 05987 G 0000;87458;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284224;139;vastgesteld
LDN03 M 04613 G 0000;53410;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284222;89;vastgesteld
GVH41 BB 00746 G 0000;8307;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102726;316;vastgesteld
GVH02 E 00038 G 0000;166288;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;178244;137;vastgesteld
GVH11 P 04472 G 0000;190891;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;170960;148;vastgesteld
LDN03 H 03290 G 0000;30523;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312844;10;vastgesteld
GVH43 BD 04629 G 0000;11824;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116408;280;vastgesteld
GVH43 BD 04371 G 0000;11616;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116403;326;vastgesteld
GVH37 AW 00090 G 0000;148663;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190272;8429;vastgesteld
GVH49 BK 02284 G 0000;25152;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;170961;311;vastgesteld
GVH30 AN 00209 G 0000;118594;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;170976;172;vastgesteld
GVH43 BD 05585 G 0000;12729;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116432;42;vastgesteld
GVH28 AL 01717 G 0000;97946;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;322687;87;vastgesteld
GVH37 AW 00452 G 0000;148797;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190273;68;vastgesteld
GVH37 AW 00469 G 0000;148806;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190274;69;vastgesteld
GVH43 BD 06781 G 0000;1003657;1;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;322705;2852;
GVH39 AY 05328 G 0000;8202;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104326;1040;vastgesteld
LDN03 I 05659 G 0000;43720;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312862;358;vastgesteld
GVH43 BD 04719 G 0000;11910;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;104348;163;vastgesteld
LDN03 H 04432 G 0000;31359;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312865;186;vastgesteld
LDN03 I 05540 G 0000;43646;7;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312863;360;vastgesteld
GVH34 AS 01079 G 0000;131845;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203640;47;vastgesteld
GVH34 AS 01087 G 0000;131851;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203641;36;vastgesteld
LDN03 I 04438 G 0000;42833;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312880;405;vastgesteld
LDN03 N 04085 G 0000;65196;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;322711;24;vastgesteld
GVH34 AS 01121 G 0000;131868;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203643;13;vastgesteld
GVH31 AO 03256 G 0000;129195;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203591;106;vastgesteld
GVH31 AO 02455 G 0000;127858;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203594;164;vastgesteld
GVH31 AO 02487 G 0000;127880;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203595;314;vastgesteld
GVH31 AO 02510 G 0000;127900;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203596;2140;vastgesteld
LDN03 I 05218 G 0000;43417;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284214;320;vastgesteld
GVH27 AK 11587 G 0000;628765;8;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284215;31;
GVH38 AX 07540 G 0000;1970;7;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284217;316;vastgesteld
GVH11 P 01674 G 0000;190236;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284220;543;vastgesteld
GVH38 AX 09582 G 0000;533623;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284223;33;vastgesteld
GVH27 AK 03993 G 0000;86173;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;129705;223;vastgesteld
GVH44 BE 01588 G 0000;14968;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;116457;409;vastgesteld
GVH45 BF 04262 G 0000;19028;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101964;330;vastgesteld
GVH47 BH 03312 G 0000;22750;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101979;267;vastgesteld
LDN03 I 05459 G 0000;43569;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313134;322;vastgesteld
GVH04 G 05227 G 0000;169564;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;109107;75;vastgesteld
GVH15 W 03167 G 0000;217216;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132331;192;vastgesteld
GVH15 W 03171 G 0000;217220;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132332;114;vastgesteld
GVH39 AY 04395 G 0000;7244;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101904;178;vastgesteld
GVH03 F 01676 G 0000;168246;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;253228;90;vastgesteld
GVH15 W 03229 G 0000;217264;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132334;161;vastgesteld
GVH39 AY 03027 G 0000;5609;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;3187;221;vastgesteld
LDN03 H 03287 G 0000;30520;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313141;309;vastgesteld
GVH00 C 06298 G 0000;163945;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203382;94;vastgesteld
GVH00 C 06305 G 0000;163952;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203383;95;vastgesteld
GVH00 C 06327 G 0000;164036;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203385;710;vastgesteld
GVH39 AY 03031 G 0000;5613;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;3191;284;vastgesteld
GVH02 E 03755 G 0000;352383;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;189362;271;vastgesteld
GVH27 AK 02634 G 0000;85473;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;313144;156;vastgesteld
GVH14 V 05926 G 0000;209599;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;313143;51;vastgesteld
GVH31 AO 02509 G 0000;127899;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203597;6010;vastgesteld
GVH16 X 06028 G 0000;228316;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;184237;164;vastgesteld
GVH43 BD 04448 G 0000;11680;3;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203685;4681;vastgesteld
GVH45 BF 04367 G 0000;19123;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103330;139;vastgesteld
GVH11 P 02542 G 0000;190395;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;184242;270;vastgesteld
GVH43 BD 05986 G 0000;13403;4;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203686;2918;vastgesteld
GVH31 AO 02531 G 0000;127914;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203601;5443;vastgesteld
GVH31 AO 02533 G 0000;127916;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203602;906;vastgesteld
GVH31 AO 02570 G 0000;127947;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203603;322;vastgesteld
GVH12 R 08541 G 0000;199698;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;146783;200;vastgesteld
GVH06 I 02795 G 0000;172183;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203723;1881;vastgesteld
GVH28 AL 02033 G 0000;98160;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;146781;184;vastgesteld
GVH16 X 04338 G 0000;222025;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;166825;274;vastgesteld
GVH38 AX 06527 G 0000;366;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102907;610;vastgesteld
LDN03 H 04905 G 0000;32216;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;118452;4754;vastgesteld
LDN03 I 04889 G 0000;43176;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313020;249;vastgesteld
GVH27 AK 02674 G 0000;85512;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;178279;174;vastgesteld
LDN03 I 04873 G 0000;43163;6;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313019;228;vastgesteld
LDN03 I 05535 G 0000;43641;7;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313021;378;vastgesteld
LDN03 H 04437 G 0000;31364;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;313025;21;vastgesteld
GVH22 AE 03444 G 0000;248724;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;247814;9;vastgesteld
GVH09 N 04425 G 0000;182142;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;103146;143;vastgesteld
GVH04 G 05008 G 0000;168981;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;109106;76;vastgesteld
GVH15 W 03607 G 0000;217957;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132349;118;vastgesteld
GVH07 K 02217 G 0000;173053;3;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;190035;224;vastgesteld
LDN03 L 01206 G 0000;532630;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;313031;729;vastgesteld
GVH07 K 02670 G 0000;173162;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190037;712;vastgesteld
GVH07 K 02678 G 0000;173163;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190038;108;vastgesteld
GVH07 K 02982 G 0000;173256;3;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190039;43;vastgesteld
GVH38 AX 09211 G 0000;4454;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;203194;149;vastgesteld
GVH15 W 03901 G 0000;218558;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132350;685;vastgesteld
GVH49 BK 02481 G 0000;25324;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;300390;123;vastgesteld
GVH38 AX 09404 G 0000;4669;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;252182;2493;vastgesteld
LDN03 H 07387 G 0000;40066;7;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;302266;301;vastgesteld
LDN03 I 05847 G 0000;43857;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;302279;492;vastgesteld
GVH39 AY 03226 G 0000;5805;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;3340;38;vastgesteld
LDN03 H 06178 G 0000;36824;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;285390;143;vastgesteld
GVH37 AW 05085 G 0000;998890;1;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;320776;4017;
GVH19 AB 02713 G 0000;234744;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;136189;106;vastgesteld
LDN03 I 05953 G 0000;43918;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;302282;211;vastgesteld
LDN03 L 01200 G 0000;480620;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;285396;405;vastgesteld
GVH19 AB 02912 G 0000;234775;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;136200;136;vastgesteld
LDN03 N 01455 G 0000;56548;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;285405;119;vastgesteld
GVH03 F 02067 G 0000;168372;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;125068;288;vastgesteld
GVH16 X 05407 G 0000;225248;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;132367;2132;vastgesteld
GVH37 AW 01589 G 0000;149621;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190246;3114;vastgesteld
GVH37 AW 02237 G 0000;152708;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190247;135;vastgesteld
GVH37 AW 02253 G 0000;152720;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190248;153;vastgesteld
GVH37 AW 02261 G 0000;152727;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190249;152;vastgesteld
GVH37 AW 02264 G 0000;152730;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190250;152;vastgesteld
GVH37 AW 02269 G 0000;152735;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190251;151;vastgesteld
GVH29 AM 04660 G 0000;110444;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;320723;147;vastgesteld
GVH06 I 03023 G 0000;172728;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;203732;360;vastgesteld
GVH17 Y 00847 G 0000;228745;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;132368;130;vastgesteld
GVH38 AX 09977 G 0000;998802;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;320731;117;
GVH38 AX 09110 G 0000;4359;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;2518;340;vastgesteld
GVH45 BF 03414 G 0000;17498;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;152642;156;vastgesteld
LDN03 I 05886 G 0000;43889;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;108887;440;vastgesteld
GVH16 X 03786 G 0000;221726;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;152637;399;vastgesteld
GVH23 AF 00354 G 0000;251022;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;152655;125;vastgesteld
GVH44 BE 04991 G 0000;16061;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;101947;123;vastgesteld
GVH31 AO 00987 G 0000;126723;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;186635;264;vastgesteld
GVH38 AX 09327 G 0000;4561;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;203197;16;vastgesteld
GVH43 BD 04452 G 0000;11682;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102298;8033;vastgesteld
GVH43 BD 05489 G 0000;12646;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;102310;2616;vastgesteld
GVH07 K 03134 G 0000;173566;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;190041;246;vastgesteld
GVH07 K 03210 G 0000;173681;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;190042;96;vastgesteld
LDN03 H 04321 G 0000;31278;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;313032;320;vastgesteld
GVH31 AO 01500 G 0000;127118;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;313035;76;vastgesteld
GVH10 O 08475 G 0000;189415;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;313033;30;vastgesteld
LDN03 K 01472 G 0000;48703;7;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;293041;592;vastgesteld
