OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,RECHTSTAND,BINNENZIJDEBOOG,POSITIONELE_NAUWKEURIGHEID_MM,KWALITEIT,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC,Shape__Length
1755,504-2015-27-0136,,Bord,2019/09/25 15:32:56+00,0,504_b,18.551,203,504_b,18.551357,w63BV-w83L,Y,N,250,Middel,Definitief,170838,,,504_63BV_18.3,,,2015/12/02 00:00:00+00,56a21967-e4e2-494d-978a-5312d1efa078,2.324
1756,047-2022-05-0315,504,Lichtsein,2022/06/29 10:08:01+00,9000,047__,25.479,OL,047__,25.478841,OL,Y,Y,250,Hoog,Voorlopig,303182,N,120,047_3AV_40.9,4.24402396002858e-314,4.24402011224533e-314,2022/02/05 00:00:00+00,7f19af41-8cae-4655-92e5-06840bac4e07,2.4396332808001
1757,046-2021-05-0517,251A,Wisselbediening,2021/10/21 16:24:49+00,9000,046__,41.298,251A,046__,41.296921,251A,Y,Y,250,Hoog,Definitief,267855,,,046_251AR_41.3,,,2021/02/05 00:00:00+00,d161bcc6-995a-4bac-bdd9-c72dc79a433c,1.6761278676894
1758,624-2018-16-0042,219A,Wisselbediening,2019/10/01 14:29:05+00,325,624_a,32.726,219A,624_a,32.725755,219A,N,N,250,Hoog,Definitief,171381,,,624_219AR_32.7,,,2018/04/20 00:00:00+00,f80a3a96-5e56-4188-8b5c-14f1baa0a42a,1.73264250871929
1759,544-2017-15-4086,,Overig,2018/04/09 09:15:45+00,764,544_a,0.487,808,544_a,0.479771,808,N,N,250,Hoog,Definitief,71622,,,544_1081L_0.1,,,2017/04/11 00:00:00+00,dcf7183a-e590-48af-9ed8-9c0bcb3b4011,1.54842279405532
1760,817-2017-15-4164,,Hekwerk,2018/04/09 09:19:03+00,223,817_a,114.247,s531-w1255l,817_a,114.24654,w1255L-s531,N,Y,250,Hoog,Definitief,73667,,,817_1215R_115.2,,,2017/04/11 00:00:00+00,bd362896-d881-4e0d-abc8-c2dfb17d209e,2.40106191654327
1761,104-2018-16-0062,,Perronoverkapping,2018/09/25 11:29:52+00,3587,104__,48.349,NF,104__,48.34957,NF,N,N,250,Hoog,Definitief,123754,,,104_163AV_56.4,,,2018/04/20 00:00:00+00,af67aac7-cb29-4302-9e8d-c4588263aa41,2.43488454153775
1762,520-2018-15-0479,64,Lichtsein,2018/07/25 13:00:33+00,755,520_a,0.321,65,520_a,0.278586,w67R-s65,N,N,250,Hoog,Definitief,95184,,,520_67R_0.2,,,2018/04/11 00:00:00+00,25d83b5b-b11e-4abb-9b14-340d2804e1fe,2.30999726437843
1763,531-2022-25-1939,,Kast,2022/10/05 11:49:38+00,9000,531_c,35.631,w2749/2751t-w2757v,531_c,35.631016,w2749/2751T-w2757V,Y,Y,250,Hoog,Voorlopig,309916,Y,1,531_2751T_35.6,4.24399158242461e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,5b5cbd07-73ad-432f-a2df-81413e45a329,2.37290914410841
1764,123-2021-08-0187,27,Wisselbediening,2021/10/21 16:24:49+00,9000,123__,11.536,27,123__,11.536357,27,Y,N,250,Hoog,Definitief,270787,,,123_27V_11.5,,,2021/02/25 00:00:00+00,1a245279-5f3f-44a8-be70-586a4a0d9440,1.67939067033938
1765,144-2018-28-0248,,Overig,2018/10/30 17:34:23+00,9000,144_a,157.34399,RS,144_a,157.345718,RS,Y,N,250,Hoog,Definitief,131125,,,133_1019R_8.7,,,2018/07/15 00:00:00+00,04037d34-fc0e-412f-a1df-be028c7c2cc9,1.7076068208885
1766,047-2022-05-0547,,Spoelen en Potten,2022/06/29 10:10:54+00,9000,047__,52.792,w71r-sRS,047__,52.792774,w71R-sRS,Y,N,250,Hoog,Voorlopig,303412,N,130,047_71R_52.2,4.24402396052264e-314,4.24399234526197e-314,2022/02/05 00:00:00+00,3b17f45d-54e6-49f6-978a-b48d92dfbd47,1.74443271009499
1767,133-2018-41-2972,,Paal,2020/07/22 05:54:25+00,3075,133_a,13.864,112,133_a,13.864963,112,N,N,250,Hoog,Definitief,230895,,,133_1045BV_13.6,,,2018/10/09 00:00:00+00,a83456c6-f72f-44ba-8f66-7a6283346d2f,1.99616800812114
1768,603-2021-04-0165,,Bord,2021/10/21 16:24:49+00,9000,603_d,47.737,422,603_d,47.737434,422,Y,N,250,Hoog,Definitief,275626,,,604_4093R_47.5,,,2021/01/25 00:00:00+00,9e4caa9c-5401-4aa3-89c0-d7fcaa182673,2.35401041251243
1769,036-2022-05-9159,,Spoelen en Potten,2022/12/21 09:20:15+00,2244,036__,89.116,AK,036__,89.115889,AK,N,Y,250,Hoog,Definitief,315789,Y,140,036_221BV_84.6,4.24399159131779e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,7ed27043-1f15-48a2-a833-6a33aca3b3fd,1.7076328874798
1770,017-2021-04-0215,,Paal,2021/10/21 16:24:49+00,610,017__,48.368,VD,017__,48.368259,VD,N,Y,250,Hoog,Definitief,265833,,,017_9AV_49.3,,,2021/01/25 00:00:00+00,21c5a496-00eb-40d8-a76b-b7a051cd152a,2.37432654696174
1771,120-2017-21-4063,548,Lichtsein,2018/04/09 09:06:55+00,9000,120_a,15.526,w42l-s203,120_a,15.526276,w42L-s203,Y,N,250,Hoog,Definitief,67080,,,120_42L_15.4,,,2017/05/25 00:00:00+00,dd2ee190-3985-45d1-9be9-c2482bbc8e8d,2.31621475288625
1772,054-2021-05-0806,,Bord,2021/12/29 05:15:26+00,9000,054_a,48.747,DB,054_a,48.74719,DB,Y,Y,250,Hoog,Definitief,286232,,,054_1315BV_47.5,,,2021/02/05 00:00:00+00,c43f3122-7a7d-452b-9ebf-7535bd39cf64,2.28509283453159
1773,536-2015-46-0095,ask260,Kast,2018/06/04 09:34:08+00,1300,536__,61.109,310,536__,61.107229,310,N,Y,250,Middel,Definitief,76151,,,536_253T_61.0,,,2016/04/04 08:28:47+00,dc0747e3-c19c-4ebe-9105-da8afb6e18ad,2.24958953492206
1774,531-2022-25-2147,,Spoelen en Potten,2022/10/05 11:59:46+00,564,531_c,34.025,w1473v-s52,531_c,34.024207,w1473V-s52,N,Y,250,Hoog,Voorlopig,310124,Y,40,531_1473V_1.0,4.24402396052264e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,72eac289-e733-4f44-a78e-ca4e92ecf91e,1.61483745720097
1775,654-2017-13-1036,416,Lichtsein,2017/10/31 22:44:13+00,3042,654__,50.36,335,654__,50.24173,335,N,Y,250,Hoog,Definitief,40654,,,654_413V_49.6,,,2017/03/28 00:00:00+00,1c470a6b-bac2-451b-97ab-352384a9a192,2.31533507532836
1776,109-2022-16-1495,558,Lichtsein,2022/09/21 10:45:09+00,9000,109__,33.526,VA,109__,33.526164,VA,Y,N,250,Hoog,Voorlopig,305845,N,80,562_159L_60.9,4.24399158193054e-314,4.24399561696467e-314,2022/04/24 00:00:00+00,b6deb1ad-d097-4822-a80a-fb28112679ca,2.46199322801885
1777,163-2021-34-0172,,Spoelen en Potten,2021/11/18 19:04:13+00,3204,163__,44.599,w961v-w963Bl,163__,44.59914,w961V-w963BL,N,Y,250,Hoog,Voorlopig,284681,N,130,163_961V_44.4,4.24399158242461e-314,4.24399384672747e-314,2021/08/23 00:00:00+00,cc5472a3-d38b-4eb8-98ab-35dea54995ec,1.74418477505969
1778,618-2017-23-3137,,Bord,2018/01/10 12:52:58+00,5164,618_c,58.885,18a,618_c,58.885881,w47B/57AT-s18a,N,N,250,Hoog,Definitief,50613,,,618_57AT_58.9,,,2017/06/05 00:00:00+00,63e77cce-9cbc-4ce2-9867-4df722e69653,1.87319676426012
1779,031-2018-06-0296,206,Lichtsein,2018/07/25 12:59:29+00,9000,031_a,9.819,w205l-s702,031_a,9.819846,w205L-s702,Y,N,250,Hoog,Definitief,94470,,,031_205L_9.7,,,2018/02/11 00:00:00+00,c74be239-1dd1-49b1-bbd5-c37f46872873,2.32014916714896
1780,609-2022-16-1455,,Bord,2022/09/21 11:02:49+00,9000,609__,27.581,91A,609__,27.577969,91A,Y,Y,250,Hoog,Voorlopig,307277,Y,40,609_91AL_27.6,4.24399158193054e-314,4.24399602852136e-314,2022/04/23 00:00:00+00,27337e8d-32fc-454d-b373-5b8b29d69af4,2.04159086462155
1781,055-2021-15-0706,,Spoelen en Potten,2021/10/21 16:24:49+00,0,055__,49.388,GB,055__,49.387455,GB,Y,N,250,Hoog,Definitief,268298,Y,140,618_273AR_49.5,4.24399158193054e-314,,2021/04/11 22:00:00+00,e3b10896-ad55-4baa-b79c-5e5d141a55ad,1.7707734117741
1782,624-2018-16-0214,,Bord,2019/10/02 12:27:18+00,9000,624_a,31.899,w151Ar-s5a,624_a,31.900755,w151AR-s5,Y,N,250,Hoog,Definitief,171568,,,624_151AR_31.8,,,2018/04/20 00:00:00+00,fa8fdd7d-9b01-44d1-9d98-0fee698f0d2f,2.30700733163739
1783,542-2021-08-0013,1262,Wisselbediening,2021/10/21 16:24:49+00,3589,542_a,29.957,1267B/1277A,542_a,29.957739,1267B/1277A,N,N,250,Hoog,Definitief,274743,,,542_1267BS_30.0,,,2021/02/25 00:00:00+00,13fcd2ad-8200-454e-887f-68022c0e6ed3,1.68274658132009
1784,547-2022-11-0034,,Bord,2022/06/29 10:28:03+00,9000,547_c,37.261,w2863r-s248,547_c,37.260637,w2863R-s248,Y,N,250,Hoog,Voorlopig,304286,N,140,531_2863R_37.1,4.24399158934153e-314,4.24399292974163e-314,2022/03/20 00:00:00+00,008f5ea0-471e-44a0-94e5-e4bbcce70b89,2.34512536979438
1785,545-2017-51-4155,,Overig,2018/04/09 09:17:02+00,884,545_b,23.27,2a,545_b,23.271895,2a,N,Y,250,Hoog,Definitief,72417,,,545_137BV_23.0,,,2017/12/21 00:00:00+00,e1cd95df-06a7-4f1f-9f0c-26de5bf3b945,1.75193350082497
1786,109-2022-16-1326,,Rijdraad,2022/09/21 10:44:23+00,9000,109__,36.077,VN,109__,36.07646,VN,Y,N,250,Hoog,Voorlopig,305676,Y,80,562_161R_61.2,4.24399158242461e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,e177435a-9507-479b-bc84-c488b8d504e0,0.331843684504693
1787,817-2017-49-4177,,Kast,2018/04/09 09:19:02+00,212,817_a,114.219,s535-w1251r,817_a,114.219015,w1251R-s535,N,N,250,Hoog,Definitief,73643,,,817_1225L_115.1,,,2017/12/07 00:00:00+00,aedb9540-7b55-4c27-9823-63c58efee3cb,1.89274072384495
1788,052-2016-20-0134,848,Lichtsein,2023/01/20 20:07:11+00,0,052__,59.312,na,052__,59.310538,NA,Y,N,250,Middel,Definitief,316433,Y,125,052_41V_56.6,4.24399158193054e-314,,2016/09/19 08:00:00+00,4ef99ee2-1a0c-46fb-8176-39ed3d151150,2.27340033896448
1789,039-2021-19-0056,,Bord,2021/12/29 05:15:26+00,1288,039__,107.472,5101,039__,107.471477,5101,N,Y,250,Hoog,Definitief,285933,,,611_2335V_106.3,,,2021/05/16 00:00:00+00,a6e57d1f-acbf-463c-8964-f5c3193fac83,2.45553138738962
1790,618-2016-48-0529,,Overig,2017/05/09 13:44:02+00,0,618_b,50.488,w863-w865,618_b,50.486804,,Y,N,250,Middel,Definitief,24338,,,,,,2017/05/09 13:40:43+00,,2.41820003699935
1791,550-2015-50-0021,34,Lichtsein,2016/06/13 10:10:25+00,0,550__,25.047,sa,550__,25.045994,SA,Y,N,250,Middel,Definitief,20789,,,550_39S_25.3,,,2016/06/13 10:08:30+00,d28ee321-e4c1-4c4b-9906-ecb15a28b6a0,2.37350000236463
1792,817-2017-49-4323,81,Wisselbediening,2018/04/09 09:19:36+00,303,817_e,205.685,81,817_e,205.684711,81,N,N,250,Hoog,Definitief,74027,,,817_80R_205.7,,,2017/12/07 00:00:00+00,44bf01bf-5e31-4375-bbd4-00697baca986,1.93433428605083
1793,047-2022-05-0629,,Spoelen en Potten,2022/06/29 10:10:54+00,9000,047__,57.507,w321v-sWN,047__,57.5066,w321V-sWN,Y,Y,250,Hoog,Voorlopig,303488,N,130,514_49AV_65.2,4.24399158193054e-314,4.24402094474594e-314,2022/02/05 00:00:00+00,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,1.71337854233171
1794,133-2018-28-2247,,Bord,2020/07/20 11:37:02+00,9000,133_a,24.168,w1001Bl-w1135Bv,133_a,24.168682,NG,Y,Y,250,Hoog,Definitief,230289,,,534_1001BL_44.6,,,2018/07/15 00:00:00+00,16b1852e-c6a5-460a-8330-2a11cdee98e8,2.15596043393433
1795,623-2016-42-0019,,Perronrand,2017/03/27 14:35:41+00,0,623__,17.412,601,623__,17.411817,601,Y,N,250,Middel,Definitief,23211,,,623_337T_17.8,,,2017/01/10 14:03:36+00,7d3f52d6-7190-4e2a-be68-50a312368cc1,2.31000000285551
1796,614-2021-15-0381,,Bord,2021/10/21 16:24:49+00,9000,614_c,47.728,703a,614_c,47.728346,703a,Y,N,250,Hoog,Definitief,276350,,,614_2135V_47.6,,,2021/04/12 00:00:00+00,8982bf94-2ad2-4680-b0e3-3a4ca7ec62a0,2.34876170505872
1797,475-2021-27-0002,,Spoelen en Potten,2021/12/29 05:15:26+00,9000,475_b,100.662,894,475_b,100.661772,796,Y,N,250,Hoog,Definitief,287703,,,478_1301AL_602.1,,,2021/07/09 00:00:00+00,0c4907ab-ae29-44b8-89c0-bb028f42df54,1.72487327888941
1798,026-2021-13-0489,,Bord,2021/10/21 16:24:49+00,9000,026__,21.292,OH,026__,21.292078,OH,Y,N,250,Hoog,Definitief,267516,,,543_221BV_16.0,,,2021/04/01 00:00:00+00,0cbb21d1-6be1-46da-b148-92711a8d3b34,2.42437838762746
1799,085-2018-16-0061,,Overig,2018/09/25 11:28:35+00,9000,085__,23.71,MH,085__,23.710637,MH,Y,N,250,Hoog,Definitief,123150,,,085_215AL_19.8,,,2018/04/20 00:00:00+00,06c34cc2-f2f0-4711-845a-d58af30b3a7c,1.73994653421824
1800,155-2021-08-0413,,Hekwerk,2021/10/21 16:24:49+00,2950,155_b,82.248,ZG5,155_b,82.248305,ZG5,N,N,250,Hoog,Definitief,272204,,,155_4363V_74.4,,,2021/02/28 00:00:00+00,e5075f41-2035-41a0-91a3-6678c1b76a3b,2.22702705988354
1801,057-2021-16-0720,,Spoelen en Potten,2021/10/21 16:24:49+00,9000,057__,12.701,w57l-sFC,057__,12.701084,w57L-sFC,Y,Y,250,Hoog,Definitief,269703,,,057_57L_12.3,,,2021/04/20 00:00:00+00,69f34792-446e-4c8d-8a60-e8e0e7f40061,1.7392728953243
1802,033-2018-14-0034,,Kast,2018/07/23 13:19:18+00,9000,033__,18.248,DZ,033__,18.248542,DZ,Y,N,250,Hoog,Definitief,90771,,,609_135AL_26.6,,,2018/04/07 00:00:00+00,f3894638-bd89-4aad-bd52-797e15612eb7,2.31651901389922
1803,520-2018-15-0202,,Overig,2018/07/25 13:00:10+00,2779,520_c,36.576,w163r-w167l,520_c,36.576622,w167L-w163R,N,N,250,Hoog,Definitief,94910,,,520_163R_36.6,,,2018/04/11 00:00:00+00,80869344-bef9-4db8-9f43-1ec417e451ff,1.75363501015373
1804,588-2022-27-1050,,Bovenleiding,2022/11/07 15:03:00+00,373,588__,2.47,MU,588__,2.471032,MU,N,Y,250,Hoog,Voorlopig,312316,Y,60,588_341AR_1.0,4.24399162046767e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,d5049082-51bd-4c8f-9264-47b17badf393,2.41100020765734
1805,609-2015-41-0140,,Kast,2016/02/11 10:50:18+00,0,609__,28.704,503c,609__,28.704008,s503c-w19AL,Y,N,250,Middel,Definitief,19845,,,609_19AL_28.9,,,2016/02/11 10:34:37+00,91cfbc41-88ce-4c0d-9a78-90f6daed5453,1.73470000326009
1806,950-2021-09-1588,,Spoelen en Potten,2021/12/29 07:30:21+00,9000,950_a,7.816,211A/213,950_a,7.815144,211A/213,Y,Y,250,Hoog,Definitief,295001,,,950_207BL_7.9,,,2021/03/02 00:00:00+00,16b6f132-3506-4073-9db4-1f98f991f398,1.72127656287364
1807,085-2018-23-0139,,Overig,2018/09/25 11:28:43+00,9000,085__,27.605,LH,085__,27.605279,LH,Y,Y,250,Hoog,Definitief,123185,,,085_215BV_19.9,,,2018/06/09 00:00:00+00,45c4c0bd-3969-4a34-8a42-de6bdf3ed531,1.64419604730195
1808,654-2017-19-0028,,Bord,2017/10/31 22:43:59+00,591,654__,49.889,334,654__,49.887955,334,N,N,250,Hoog,Definitief,40644,,,654_407V_49.3,,,2017/05/08 00:00:00+00,3eefd434-568f-4379-a40f-8d3f09934f28,2.41860073910693
1809,033-2022-16-1131,,Kunstwerk,2022/09/21 10:36:10+00,9000,033__,20.313,DZ,033__,20.313542,DZ,Y,Y,250,Hoog,Voorlopig,304987,Y,130,609_135AL_26.6,4.24402396002858e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,f3894638-bd89-4aad-bd52-797e15612eb7,2.37322157335676
1810,055-2021-15-1042,,Bord,2021/10/21 16:24:49+00,9000,055__,25.017,GD,055__,25.017506,GD,Y,N,250,Hoog,Definitief,268712,,,055_399BV_19.7,,,2021/04/12 00:00:00+00,7206f87a-54f8-41b0-a549-13eb79a5f852,2.44304995740822
1811,950-2021-12-0659,,Spoelen en Potten,2021/12/29 07:31:19+00,2202,950_a,18.88,w241v-w261Av,950_a,18.880356,w241V-w261AV,N,Y,250,Hoog,Definitief,296165,,,950_241V_18.5,,,2021/03/28 00:00:00+00,3de56216-55b0-4816-b13a-a3fe4220e54b,1.78308247290539
1812,079-2018-29-0294,,Bord,2018/09/25 11:26:03+00,9000,079__,11.61,PB,079__,11.610854,PB,Y,N,250,Hoog,Definitief,122422,,,079_171AR_14.3,,,2018/07/19 00:00:00+00,981afe20-76de-409e-a03e-b1c80964a7b6,2.29675187778252
1813,133-2018-28-2215,,Overig,2020/07/20 11:36:37+00,2008,133_a,28.458,w1005Br-w1133Bv,133_a,28.458848,KG,N,Y,250,Hoog,Definitief,230257,,,534_1005BR_44.6,,,2018/07/15 00:00:00+00,be6d81ed-b0e3-40f2-ab64-7969cfe122fd,1.78146155610629
1814,038-2018-14-0039,,Overig,2018/07/23 14:11:24+00,9000,038__,100.029,VY,038__,100.029695,VY,Y,N,250,Hoog,Definitief,91103,,,038_285BV_96.0,,,2018/04/07 00:00:00+00,1b3d44a0-db36-4de9-8e79-9123c015e566,1.73525954508117
1815,163-2021-34-0212,,Kunstwerk,2021/11/18 19:36:33+00,3118,163__,45.4,sLE-sLD,163__,45.400013,sLE-sLD,N,N,250,Hoog,Voorlopig,284752,N,60,555_379V_84.4,4.24399159131779e-314,4.24399425779008e-314,2021/08/23 00:00:00+00,5df5d91b-39e8-4fac-a500-e3a16457fcf0,1.89206083411656
1816,133-2018-28-0049,,Bord,2018/10/30 17:33:31+00,2252,133_a,31.768,w1005Br-w1133Bv,133_a,31.768514,KG,N,N,250,Hoog,Definitief,130798,,,534_1005BR_44.6,,,2018/07/15 00:00:00+00,be6d81ed-b0e3-40f2-ab64-7969cfe122fd,2.44857816261786
1817,531-2022-05-0082,,Bord,2022/12/21 09:12:31+00,9000,531_c,36.771,242,531_c,36.771588,s242-w2831V,Y,N,250,Hoog,Definitief,315215,Y,140,531_2753R_35.6,4.24399158193054e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,95ee8aca-f150-44f2-ad9b-4f5d78f946b8,2.3482267796274
1818,478-2021-09-1367,,Kast,2021/10/21 16:24:49+00,354,478_a,2.117,1335,478_a,2.117716,1335,N,N,250,Hoog,Definitief,272612,,,478_1333L_2.1,,,2021/03/01 00:00:00+00,0407cdbf-446c-4166-bd0e-b0b902d8b186,1.89728069241052
1819,212-2018-14-0089,,Overig,2018/07/23 14:15:08+00,9000,212__,24.539,VT,212__,24.539412,VT,Y,N,250,Hoog,Definitief,92498,,,212_133V_20.8,,,2018/04/07 00:00:00+00,0de191f9-e932-48b5-b22e-d0b782dd0bf3,1.67711315267796
1820,019-2021-13-0056,,Kunstwerk,2021/10/21 16:24:49+00,9000,019__,35.813,WA,019__,35.812552,WA,Y,N,250,Hoog,Definitief,266584,,,605_25BV_34.1,,,2021/04/01 00:00:00+00,052e4da3-709c-4270-8a18-5a87965c023c,2.31225777417
1821,117-2021-05-0712,,Spoelen en Potten,2021/10/21 16:24:49+00,9000,117__,3.627,SJ,117__,3.627501,SJ,Y,N,250,Hoog,Definitief,271244,,,117_1849R_6.4,,,2021/02/05 00:00:00+00,26cdd76a-3aeb-4a34-9304-9ed96a7cdbf6,1.70613925467545
1822,526-2018-33-0188,,Kunstwerk,2018/10/30 17:35:50+00,1123,526_a,3.717,WZ,526_a,3.717551,WZ,N,Y,250,Hoog,Definitief,131764,,,526_15AV_4.1,,,2018/08/16 00:00:00+00,7d77872a-6917-4fd7-85a8-00cfc9ba4d56,2.37341484379595
1823,002-2018-14-0308,,Bord,2021/12/24 08:11:35+00,9000,002__,38.256,LH,002__,38.256239,LJ,Y,N,250,Hoog,Definitief,285834,,,002_313V_36.4,,,2018/04/08 00:00:00+00,cef7a4a1-4d0e-45d2-a7c2-97fea75aff33,2.4132411947978
1824,205-2018-16-0009,,Overig,2020/07/24 10:51:36+00,9000,205__,9.826,VV,205__,9.826533,VV,Y,N,250,Hoog,Definitief,232011,,,205_413V_6.2,,,2018/04/21 00:00:00+00,b2be12f9-f2ce-4a45-b48e-7ee4254ea684,1.76200479182671
1825,155-2021-08-0416,,Hekwerk,2021/10/21 16:24:49+00,2698,155_b,82.31,ZG5,155_b,82.309958,ZG5,N,N,250,Hoog,Definitief,272207,,,155_4363V_74.4,,,2021/02/28 00:00:00+00,e5075f41-2035-41a0-91a3-6678c1b76a3b,2.16579573297216
1826,097-2018-31-0067,,Bord,2018/10/30 17:31:59+00,9000,097__,20.342,AP7,097__,20.342458,AP7,Y,N,250,Hoog,Definitief,130180,,,080_3421R_11.2,,,2018/08/05 00:00:00+00,da097f4f-3c5c-4e2b-b176-9d862b3dd88c,2.26877176431803
1827,053-2021-05-0199,614,Lichtsein,2021/10/21 16:24:49+00,9000,053__,55.294,CE,053__,55.293497,CE,Y,N,250,Hoog,Definitief,268121,,,515_307BV_51.2,,,2021/02/05 00:00:00+00,e848aa05-63e1-4612-a1af-ad12a0d3d176,2.38027158533506
1828,047-2022-05-0279,,Perronrand,2022/06/29 10:08:01+00,9000,047__,28.765,OL,047__,28.765421,OL,Y,Y,250,Hoog,Voorlopig,303146,Y,140,047_3AV_40.9,4.24399158193054e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,7f19af41-8cae-4655-92e5-06840bac4e07,2.3349813807661
1829,476-2021-25-0001,,Spoelen en Potten,2021/12/29 05:15:26+00,9000,476_a,100.733,593,476_a,100.732302,593,Y,N,250,Hoog,Definitief,287718,,,950_263L_19.0,,,2021/06/25 00:00:00+00,b520f55c-f5c2-42d8-b208-e5048d9cee77,1.71283021197572
1830,024-2021-13-0528,,Spoelen en Potten,2021/10/21 16:24:49+00,9000,024__,6.579,RS,024__,6.577953,RS,Y,Y,250,Hoog,Definitief,267121,,,503_189L_40.9,,,2021/04/01 00:00:00+00,53db9b0c-dbc6-4d59-9b35-5125419b21f4,1.82462878002762
1831,508-2022-05-0209,,Perronrand,2022/12/21 09:12:31+00,658,508__,91.933,8,508__,91.937116,8,N,N,250,Hoog,Definitief,315036,Y,60,508_2111V_91.6,4.24399159675251e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,3b18a278-b14a-4720-923d-a1ad1af5b0b6,2.37629849421577
1832,054-2021-15-0524,,Spoelen en Potten,2021/10/21 16:24:49+00,9000,054_a,42.98,522,054_a,42.980542,522,Y,N,250,Hoog,Definitief,267599,,,617_1251AL_42.1,,,2021/04/12 00:00:00+00,49c4c3fa-fb9b-4e00-bc4a-38d285d0e985,1.65090279756664
1833,514-2018-16-0403,,Bord,2020/07/27 07:00:04+00,9000,514_a,16.996,107B,514_a,16.99621,107B,Y,N,250,Hoog,Definitief,232662,,,514_107BR_17.0,,,2018/04/21 00:00:00+00,b92ebc7f-a96b-45e6-ac52-57079388d502,1.92729247867064
1834,589-2022-27-1230,,Kunstwerk,2022/11/07 19:46:45+00,4448,589_b,4.365,505,589_b,4.363907,505,N,N,250,Hoog,Voorlopig,312752,Y,140,526_495L_104.3,4.24399159329405e-314,4.24399602852136e-314,2022/07/06 00:00:00+00,6355b66c-99a3-40b0-8b8d-e3f361d368c8,2.37587066280356
1835,950-2021-12-2086,,Spoelen en Potten,2021/12/29 07:31:19+00,3328,950_a,18.933,261B,950_a,18.932544,261B,N,N,250,Hoog,Definitief,296420,,,950_227BV_17.7,,,2021/03/28 00:00:00+00,60db3810-f8cb-4c0a-966e-d4c8563e8cba,1.7933939002334
1836,144-2018-28-0247,,Bord,2018/10/30 17:34:23+00,1540,144_a,157.412,RS,144_a,157.412124,RS,N,Y,250,Hoog,Definitief,131126,,,133_1019R_8.7,,,2018/07/15 00:00:00+00,04037d34-fc0e-412f-a1df-be028c7c2cc9,2.37870763380153
1837,124-2021-05-0345,,Hekwerk,2021/10/21 16:24:49+00,9000,124_a,3.86,201,124_a,3.860716,201,Y,N,250,Hoog,Definitief,271617,,,124_185R_3.4,,,2021/02/05 00:00:00+00,7bc051a1-bd03-4a32-a5db-e68ded3d72d6,2.42501020390505
1838,210-2022-16-1458,,Perronrand,2022/09/21 10:49:15+00,9000,210__,11.873,902,210__,11.871569,902,Y,Y,250,Hoog,Voorlopig,306245,Y,60,210_5L_11.6,4.24399158193054e-314,4.24399602852136e-314,2022/04/23 00:00:00+00,7ec7e6ec-51fa-42d2-89fc-0fad4331e79d,2.3616276716112
1839,950-2021-12-0610,,Bord,2021/12/29 07:30:51+00,861,950_a,10.706,823A,950_a,10.705933,823A,N,N,250,Hoog,Definitief,295492,,,950_821V_10.7,,,2021/03/28 00:00:00+00,7c83a753-9820-44d8-a124-8e792626b182,2.029009611959
1840,052-2016-20-0094,,Bord,2016/09/14 10:08:43+00,1000,052__,55.846,351,052__,55.846292,351,N,Y,250,Middel,Definitief,21382,,,052_23R_55.5,,,2016/09/14 10:06:53+00,41dfc3de-a32f-4225-acda-65005d309429,2.26580000973805
1841,155-2021-19-0598,,Bord,2021/12/29 05:15:26+00,9000,155_b,66.33,KF1,155_b,66.329964,KF1,Y,Y,250,Hoog,Definitief,287410,,,155_4317V_64.7,,,2021/05/16 00:00:00+00,6e3991eb-4cff-4112-b351-f8df337c4495,2.41429935871135
1842,098-2022-25-1144,,Bovenleiding,2022/10/05 11:23:31+00,9000,098__,28.772,815,098__,28.771577,s815-w3877L,Y,N,250,Hoog,Voorlopig,308834,Y,140,098_3807R_27.3,4.24402395904045e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,6e468a50-005f-4a3b-8a70-9a3d610577ec,0.665703633852698
1843,038-2018-14-0200,,Overig,2018/07/23 14:11:38+00,3281,038__,104.683,VY,038__,104.68324,VY,N,N,250,Hoog,Definitief,91217,,,038_285BV_96.0,,,2018/04/07 00:00:00+00,1b3d44a0-db36-4de9-8e79-9123c015e566,1.71190788242406
1844,044-2022-11-0049,805,Lichtsein,2022/06/29 10:03:58+00,9000,044__,14.26,AC,044__,14.260342,AC,Y,Y,250,Hoog,Voorlopig,302875,N,140,514_161BV_16.4,4.24399158193054e-314,4.24402217842786e-314,2022/03/20 00:00:00+00,1928d563-0c75-44da-8a05-aa425d7d783a,2.47585813730405
