straatnaam_identificatie_mast;objectid;stadsdeel;wijk;buurt;straatnaam;wegvak;identificatie;lokatie;eigenaar;x;y;identificatie_lamp;type_lamp;datum_plaatsing_lamp;datum_onderhoud_lamp;soort_lamp;kleur_lamp;wattage_lamp;lumen_lamp;ra_waarde_lamp;fitting_lamp;schakelschema_lamp;identificatie_armatuur;type_armatuur;datum_plaatsing_armatuur;datum_onderhoud_armatuur;lph_armatuur;brandstand_armatuur;identificatie_drager_mast;type_drager_mast;datum_plaatsing_drager_mast;datum_onderhoud_drager_mast;identificatie_drager_uithouder;type_drager_uithouder;datum_plaatsing_drager_uithoud;datum_onderhoud_drager_uithoud;geo_shape;geo_point_2d;locat
Boschdijk 452;105671;5 Woensel-Noord;52 Achtse Molen;522 Achtse Barrier-Guntersla;Boschdijk;;452;;Gemeente Eindhoven;158806.963;387272.209;;LED79/830 DM10;2019-09-25;2044-11-05;LED;wit;58;11900;80;LED;in30lux 70% - 19:00;A;BGP760;2019-09-25;2044-09-25;1100;;;ST 11 V-100.T.115;2019-09-25;2059-09-25;;ST ENKEL 100 X 162 V;2019-09-25;2059-09-25;"{""coordinates"": [5.441995271579261, 51.474491591100616], ""type"": ""Point""}";51.474491591100616, 5.441995271579261;51.474491935421284, 5.441996855161735
Boschdijk 455;105673;5 Woensel-Noord;52 Achtse Molen;521 Kerkdorp Acht;Boschdijk;;455;;Gemeente Eindhoven;158764.62;387297.183;;LED84-4S/830 DM33;2019-09-25;2044-11-05;LED;wit;62;11900;80;LED;in30lux 80% - 19:00;A;BGP761 LED84-4S/830;2019-09-25;2039-09-25;1100;;;ST 11 V-100.T.115;2019-09-25;2059-09-25;;ST ENKEL 100 X 162 V;2019-09-25;2059-09-25;"{""coordinates"": [5.441386071049089, 51.474716359376934], ""type"": ""Point""}";51.474716359376934, 5.441386071049089;51.47471670341002, 5.441387656941549
Boschdijk 483;105674;5 Woensel-Noord;52 Achtse Molen;521 Kerkdorp Acht;Boschdijk;;483;;Gemeente Eindhoven;158477.21;387764.81;;LED79/830 DM10;2019-08-14;2044-10-03;LED;wit;58;11900;80;LED;in30lux 70% - 19:00;A;BGP760;2019-08-14;2044-08-14;900;1;;ST 9 STANDAARD VZ;1998-02-16;2038-02-16;;ST ENKEL 2 M LOS VZ;1998-02-16;2038-02-16;"{""coordinates"": [5.437253814969363, 51.47892154798046], ""type"": ""Point""}";51.47892154798046, 5.437253814969363;51.47892189259448, 5.437255422222824
Boschdijk 625;105684;5 Woensel-Noord;52 Achtse Molen;521 Kerkdorp Acht;Boschdijk;;625;;Gemeente Eindhoven;158013.806;388513.958;;LED79/830 DM10;2019-09-25;2044-11-05;LED;wit;58;11900;80;LED;in30lux 70% - 19:00;A;BGP760;2019-09-25;2044-09-25;1100;;;ST 11 V-100.T.115;2019-09-25;2059-09-25;;ST ENKEL 100 X 162 V;2019-09-25;2059-09-25;"{""coordinates"": [5.430589554162388, 51.48565805737217], ""type"": ""Point""}";51.48565805737217, 5.430589554162388;51.48565840017445, 5.4305911856711555
Boschdijk 634;105689;5 Woensel-Noord;52 Achtse Molen;523 Achtse Barrier-Spaaihoef;Boschdijk;;634;;Gemeente Eindhoven;157980.518;388627.417;;LED79/830 DM10;2019-09-25;2044-11-05;LED;wit;58;11900;80;LED;in30lux 70% - 19:00;A;BGP760;2019-09-25;2044-09-25;1100;;;ST 11 V-100.T.115;2019-09-25;2059-09-25;;ST ENKEL 100 X 162 V;2019-09-25;2059-09-25;"{""coordinates"": [5.430111267520828, 51.48667807817573], ""type"": ""Point""}";51.48667807817573, 5.430111267520828;51.48667842084576, 5.430112900796489
Boschdijk 659;105698;5 Woensel-Noord;52 Achtse Molen;521 Kerkdorp Acht;Boschdijk;;659;;Gemeente Eindhoven;157885.137;388721.336;;LED84-4S/830 DM10;2019-09-18;2044-10-30;LED;wit;62;11900;80;LED;in30lux 80% - 19:00;A;BGP761 LED84-4S/830;2019-09-18;2039-09-18;1100;;;ST 11 V-100.T.115;2019-09-18;2059-09-18;;ST ENKEL 100 X 162 V;2019-09-18;2059-09-18;"{""coordinates"": [5.428738799971193, 51.48752278271815], ""type"": ""Point""}";51.48752278271815, 5.428738799971193;51.48752312411751, 5.4287404350671755
Boschdijk 661;105699;5 Woensel-Noord;52 Achtse Molen;521 Kerkdorp Acht;Boschdijk;;661;;Gemeente Eindhoven;157863.65;388758.616;;LED84-4S/830 DM10;2019-09-18;2044-10-30;LED;wit;62;11900;80;LED;in30lux 80% - 19:00;A;BGP761 LED84-4S/830;2019-09-18;2039-09-18;1100;;;ST 11 V-100.T.115;2019-09-18;2059-09-18;;ST ENKEL 100 X 162 V;2019-09-18;2059-09-18;"{""coordinates"": [5.428429741304311, 51.487857989756954], ""type"": ""Point""}";51.487857989756954, 5.428429741304311;51.487858330932575, 5.4284313769975
Boschdijk 668;105706;5 Woensel-Noord;52 Achtse Molen;523 Achtse Barrier-Spaaihoef;Boschdijk;;668;;Gemeente Eindhoven;157805.365;388918.795;;LED84-4S/830 DM10;2019-09-18;2044-10-30;LED;wit;62;11900;80;LED;in30lux 80% - 19:00;A;BGP761 LED84-4S/830;2019-09-18;2039-09-18;1100;;;ST 11 V-100.T.115;2019-09-18;2059-09-18;;ST ENKEL 100 X 162 V;2019-09-18;2059-09-18;"{""coordinates"": [5.427591847441784, 51.489298076884474], ""type"": ""Point""}";51.489298076884474, 5.427591847441784;51.48929841768121, 5.427593485423979
Dolomiet 003;105712;5 Woensel-Noord;53 Aanschot;533 Blixembosch-West;Dolomiet;;003;;Gemeente Eindhoven;160318.236;388622.948;1;SON PIA PLUS 70W I;2018-10-25;2024-03-23;son;geel;70;5900;25;E27;in30lux 100% - uit30;A;SGS203 SON 70 W;1992-01-01;2022-01-01;700;1;;ST 7 V-100.L.084 VZ;1992-01-01;2032-01-01;;ST OPZETSTUK 0,40 M;1992-01-01;2032-01-01;"{""coordinates"": [5.463768343595602, 51.48662061272019], ""type"": ""Point""}";51.48662061272019, 5.463768343595602;51.486620980392026, 5.463769904874458
John F Kennedylaan 232;105715;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;232;;Gemeente Eindhoven;161937.055;386547.493;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;B;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-07;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.487034268178772, 51.467947452432696], ""type"": ""Point""}";51.467947452432696, 5.487034268178772;51.467947810724525, 5.487035661437262
John F Kennedylaan 233;105717;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;233;;Gemeente Eindhoven;161944.617;386622.233;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;B;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-07;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.4871445706500515, 51.46861916995306], ""type"": ""Point""}";51.46861916995306, 5.4871445706500515;51.46861952902253, 5.487145966926444
John F Kennedylaan 235;105721;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;235;;Gemeente Eindhoven;161961.203;386775.738;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;B;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-07;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.4873863063053845, 51.46999876576531], ""type"": ""Point""}";51.46999876576531, 5.4873863063053845;51.469999126429414, 5.487387708700925
John F Kennedylaan 236;105724;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;236;;Gemeente Eindhoven;161969.823;386852.42;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;A;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-07;;ST DUBBEL 3 M LOS ZO;2010-09-24;2050-09-24;"{""coordinates"": [5.487511884565184, 51.47068792568649], ""type"": ""Point""}";51.47068792568649, 5.487511884565184;51.47068828714475, 5.4875132899891605
John F Kennedylaan 238;105728;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;238;;Gemeente Eindhoven;161986.89;387006.9;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;A;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-07;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.487760584711547, 51.472076278500445], ""type"": ""Point""}";51.472076278500445, 5.487760584711547;51.47207664154896, 5.4877619962386035
John F Kennedylaan 241;105731;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;241;;Gemeente Eindhoven;162003.833;387158.068;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;B;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-07;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.4880074494313416, 51.473434861845], ""type"": ""Point""}";51.473434861845, 5.4880074494313416;51.47343522644002, 5.488008866894655
John F Kennedylaan 242;105733;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;242;;Gemeente Eindhoven;162012.211;387235.589;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;B;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-07;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.488129580160955, 51.47413156543072], ""type"": ""Point""}";51.47413156543072, 5.488129580160955;51.474131930812064, 5.488131000640694
John F Kennedylaan 246;105742;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;246;;Gemeente Eindhoven;162047.221;387543.807;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;A;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-08;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.488639668475009, 51.47690158668501], ""type"": ""Point""}";51.47690158668501, 5.488639668475009;51.47690195510773, 5.488641098318639
John F Kennedylaan 247;105743;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;247;;Gemeente Eindhoven;162055.877;387620.456;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;B;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-08;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.488765803058246, 51.4775904478849], ""type"": ""Point""}";51.4775904478849, 5.488765803058246;51.47759081706515, 5.488767235239301
John F Kennedylaan 251;105749;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;251;;Gemeente Eindhoven;162081.311;387850.831;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;B;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-08;;ST DUBBEL 3 M LOS ZO;2010-09-24;2050-09-24;"{""coordinates"": [5.489136551304684, 51.47966088432277], ""type"": ""Point""}";51.47966088432277, 5.489136551304684;51.47966125578096, 5.489137990560601
John F Kennedylaan 251;105750;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;251;;Gemeente Eindhoven;162081.311;387850.831;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;A;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2025-08-08;;ST DUBBEL 3 M LOS ZO;2010-09-24;2050-09-24;"{""coordinates"": [5.489136551304684, 51.47966088432277], ""type"": ""Point""}";51.47966088432277, 5.489136551304684;51.47966125578096, 5.489137990560601
John F Kennedylaan 252;105752;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;252;;Gemeente Eindhoven;162090.057;387928.028;;LED300/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;190;30000;70;LED;in30lux 100% - 22:00;A;BGP763 LED300/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2018-09-24;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.489264007709936, 51.4803546694842], ""type"": ""Point""}";51.4803546694842, 5.489264007709936;51.480355041707746, 5.489265449327141
John F Kennedylaan 255;105757;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;255;;Gemeente Eindhoven;162110.796;388152.872;;LED190/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;123.5;19000;70;LED;in30lux 100% - 22:00;A;BGP762 LED190/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2018-09-24;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.48956709965993, 51.48237544721994], ""type"": ""Point""}";51.48237544721994, 5.48956709965993;51.48237582165595, 5.489568548459457
John F Kennedylaan 256;105760;5 Woensel-Noord;54 Dommelbeemd;544 Heesterakker;John F Kennedylaan;;256;;Gemeente Eindhoven;162112.527;388223.928;;LED190/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;123.5;19000;70;LED;in30lux 100% - 22:00;B;BGP762 LED190/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2018-09-24;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.489593456597, 51.48301412154949], ""type"": ""Point""}";51.48301412154949, 5.489593456597;51.48301449651359, 5.489594907309936
John F Kennedylaan 257;105762;5 Woensel-Noord;54 Dommelbeemd;544 Heesterakker;John F Kennedylaan;;257;;Gemeente Eindhoven;162109.936;388296.179;;LED190/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;123.5;19000;70;LED;in30lux 100% - 22:00;B;BGP762 LED190/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2018-09-24;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.4895576168298135, 51.48366359195052], ""type"": ""Point""}";51.48366359195052, 5.4895576168298135;51.48366396742062, 5.489559069700616
John F Kennedylaan 258;105764;5 Woensel-Noord;54 Dommelbeemd;544 Heesterakker;John F Kennedylaan;;258;;Gemeente Eindhoven;162103.874;388367.235;;LED190/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;123.5;19000;70;LED;in30lux 100% - 22:00;A;BGP762 LED190/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2018-09-24;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.489471780931501, 51.48430236477106], ""type"": ""Point""}";51.48430236477106, 5.489471780931501;51.4843027407238, 5.489473236135398
John F Kennedylaan 259;105766;5 Woensel-Noord;54 Dommelbeemd;544 Heesterakker;John F Kennedylaan;;259;;Gemeente Eindhoven;162095.434;388439.042;;LED190/740 I DN11 DG;2018-01-08;2043-02-12;LED;wit;123.5;19000;70;LED;in30lux 100% - 22:00;B;BGP762 LED190/740 I;2018-01-08;2038-01-08;1800;2;;ST 18 V-100.T.133 CIL VZ;1974-01-01;2018-09-24;;ST DUBBEL 3 M LOS ZO;1974-01-01;2014-01-01;"{""coordinates"": [5.489351721949332, 51.48494791798314], ""type"": ""Point""}";51.48494791798314, 5.489351721949332;51.48494829441373, 5.4893531796456925
John F Kennedylaan 432;105771;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;432;;Gemeente Eindhoven;161982.06;386585.178;;LED44/740 I DM50 DGR;2018-01-08;2043-02-12;LED;wit;29;4400;70;LED;in30lux 100% - 22:00;A;BGP760 LED44/740 I D;2018-01-08;2038-01-08;900;2;;ST 9 STANDAARD VZ;2014-12-04;2027-06-04;;ST ENKEL 1 M LOS VZ;2014-12-04;2054-12-04;"{""coordinates"": [5.487682706170747, 51.46828563231328], ""type"": ""Point""}";51.46828563231328, 5.487682706170747;51.468285991203715, 5.48768409845777
John F Kennedylaan 433;105772;5 Woensel-Noord;51 Ontginning;516 Vlokhoven;John F Kennedylaan;;433;;Gemeente Eindhoven;161895.874;386614.604;;LED54/740 I DM50 DGR;2018-01-08;2043-02-12;LED;wit;35;5400;70;LED;in30lux 100% - 22:00;A;BGP760 LED54/740 I D;2018-01-08;2038-01-08;900;2;;ST 9 STANDAARD;1972-01-01;2018-09-04;;ST ENKEL 1 M LOS;1972-01-01;2012-01-01;"{""coordinates"": [5.486442924425994, 51.46855119546324], ""type"": ""Point""}";51.46855119546324, 5.486442924425994;51.46855155421663, 5.486444323304353
John F Kennedylaan 434;105773;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;434;;Gemeente Eindhoven;161980.971;386609.972;;LED44/740 I DM50 DGR;2018-01-08;2043-02-12;LED;wit;29;4400;70;LED;in30lux 100% - 22:00;A;BGP760 LED44/740 I D;2018-01-08;2038-01-08;900;1;;ST 9 STANDAARD VZ;2009-06-16;2049-06-16;;ST ENKEL 1 M LOS VZ;2009-06-16;2049-06-16;"{""coordinates"": [5.487667525123545, 51.4685085101374], ""type"": ""Point""}";51.4685085101374, 5.487667525123545;51.46850886926586, 5.487668918625424
John F Kennedylaan 437;105776;5 Woensel-Noord;51 Ontginning;516 Vlokhoven;John F Kennedylaan;;437;;Gemeente Eindhoven;161911.259;386662.013;;LED54/740 I DM50 DGR;2018-01-08;2043-02-12;LED;wit;35;5400;70;LED;in30lux 100% - 22:00;A;BGP760 LED54/740 I D;2018-01-08;2038-01-08;900;2;;ST 9 STANDAARD;1972-01-01;2025-08-06;;ST ENKEL 1 M LOS;1972-01-01;2012-01-01;"{""coordinates"": [5.486665271418973, 51.46897714894938], ""type"": ""Point""}";51.46897714894938, 5.486665271418973;51.468977508250624, 5.4866666715745165
John F Kennedylaan 445;105782;5 Woensel-Noord;51 Ontginning;516 Vlokhoven;John F Kennedylaan;;445;;Gemeente Eindhoven;161931.93;386732.552;;LED54/740 I DM50 DGR;2018-01-08;2043-02-12;LED;wit;35;5400;70;LED;in30lux 100% - 22:00;A;BGP760 LED54/740 I D;2018-01-08;2038-01-08;900;1;;ST 9 STANDAARD VZ;2009-06-16;2049-06-16;;ST ENKEL 1 M LOS VZ;2009-06-16;2049-06-16;"{""coordinates"": [5.486964153922715, 51.46961094406228], ""type"": ""Point""}";51.46961094406228, 5.486964153922715;51.46961130416296, 5.48696555610326
John F Kennedylaan 503;105786;5 Woensel-Noord;51 Ontginning;516 Vlokhoven;John F Kennedylaan;;503;;Gemeente Eindhoven;161989.685;387244.548;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;2;;ST 9 STANDAARD;1972-01-01;2025-08-06;;ST ENKEL 1 M LOS;1972-01-01;2012-01-01;"{""coordinates"": [5.487805530330825, 51.474212375065555], ""type"": ""Point""}";51.474212375065555, 5.487805530330825;51.47421274044691, 5.487806952568593
John F Kennedylaan 512;105793;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;512;;Gemeente Eindhoven;162049.177;387282.987;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760 LED55/740 I D;2018-01-08;2038-01-08;900;2;;ST 9 STANDAARD;1972-01-01;2025-08-05;;ST ENKEL 1 M LOS;1972-01-01;2012-01-01;"{""coordinates"": [5.48866259929004, 51.47455714657687], ""type"": ""Point""}";51.47455714657687, 5.48866259929004;51.47455751254464, 5.488664019215497
John F Kennedylaan 516;105797;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;516;;Gemeente Eindhoven;162059.61;387324.968;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760 LED55/740 I D;2018-01-08;2038-01-08;900;2;;ST 9 STANDAARD;1972-01-01;2025-08-05;;ST ENKEL 1 M LOS;1972-01-01;2012-01-01;"{""coordinates"": [5.488813610110071, 51.47493436757241], ""type"": ""Point""}";51.47493436757241, 5.488813610110071;51.47493473397632, 5.488815030954857
John F Kennedylaan 517;105798;5 Woensel-Noord;51 Ontginning;516 Vlokhoven;John F Kennedylaan;;517;;Gemeente Eindhoven;161987.699;387372.944;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;2;;ST 9 STANDAARD;1972-01-01;2025-08-06;;ST ENKEL 1 M LOS;1972-01-01;2012-01-01;"{""coordinates"": [5.487779494201732, 51.47536650453648], ""type"": ""Point""}";51.47536650453648, 5.487779494201732;51.47536687111904, 5.487780921374118
John F Kennedylaan 518;105799;5 Woensel-Noord;54 Dommelbeemd;541 Eckart;John F Kennedylaan;;518;;Gemeente Eindhoven;162064.808;387346.933;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760 LED55/740 I D;2018-01-08;2038-01-08;900;2;;ST 9 STANDAARD;1972-01-01;2025-08-05;;ST ENKEL 1 M LOS;1972-01-01;2012-01-01;"{""coordinates"": [5.488888869736703, 51.475131737649704], ""type"": ""Point""}";51.475131737649704, 5.488888869736703;51.47513210428099, 5.488890291079481
John F Kennedylaan 527;105803;5 Woensel-Noord;53 Aanschot;532 Tempel;John F Kennedylaan;;527;;Gemeente Eindhoven;161992.06;387485.138;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;2;;ST 9 V-100.Q.143/G VZ CIL;2014-01-01;2054-01-01;;ST ENKEL 100x070;2014-01-01;2044-01-01;"{""coordinates"": [5.48784449511824, 51.47637492117245], ""type"": ""Point""}";51.47637492117245, 5.48784449511824;51.47637528882772, 5.487845926219626
John F Kennedylaan 533;105806;5 Woensel-Noord;53 Aanschot;532 Tempel;John F Kennedylaan;;533;;Gemeente Eindhoven;161997.547;387529.357;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;1;;ST 9 STANDAARD VZ;2013-04-05;2053-04-05;;ST ENKEL 1 M LOS VZ;2013-04-05;2053-04-05;"{""coordinates"": [5.487924355405636, 51.47677232131816], ""type"": ""Point""}";51.47677232131816, 5.487924355405636;51.47677268941092, 5.487925787819868
John F Kennedylaan 543;105814;5 Woensel-Noord;53 Aanschot;532 Tempel;John F Kennedylaan;;543;;Gemeente Eindhoven;162024.398;387612.941;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;2;;ST 9 V-100.Q.143/G VZ CIL;2016-01-29;2056-01-29;;ST ENKEL 1 M LOS;2016-01-29;2056-01-29;"{""coordinates"": [5.4883125259513905, 51.477523292456475], ""type"": ""Point""}";51.477523292456475, 5.4883125259513905;51.47752366144171, 5.4883139598188055
John F Kennedylaan 544;105815;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;544;;Gemeente Eindhoven;162075.523;387585.136;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;2;;ST 9 STANDAARD;1971-01-01;2025-08-05;;ST ENKEL 1 M LOS;1971-01-01;2011-01-01;"{""coordinates"": [5.489047888826158, 51.47727272248247], ""type"": ""Point""}";51.47727272248247, 5.489047888826158;51.47727309140656, 5.489049318450718
John F Kennedylaan 547;105818;5 Woensel-Noord;53 Aanschot;532 Tempel;John F Kennedylaan;;547;;Gemeente Eindhoven;162034.41;387655.19;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;2;;ST 9 STANDAARD;1971-01-01;2025-08-06;;ST ENKEL 1 M LOS;1971-01-01;2011-01-01;"{""coordinates"": [5.488457488921398, 51.477902928047], ""type"": ""Point""}";51.477902928047, 5.488457488921398;51.47790329747007, 5.488458923748521
John F Kennedylaan 552;105820;5 Woensel-Noord;54 Dommelbeemd;543 Vaartbroek;John F Kennedylaan;;552;;Gemeente Eindhoven;162076.671;387650.802;;LED55/740 I DX70 DGR;2018-01-08;2043-02-12;LED;wit;37;5500;70;LED;in30lux 100% - 22:00;A;BGP760;2018-01-08;2043-01-08;900;2;;ST 9 STANDAARD;1971-01-01;2025-08-05;;ST ENKEL 1 M LOS;1971-01-01;2011-01-01;"{""coordinates"": [5.489065734319603, 51.47786295561243], ""type"": ""Point""}";51.47786295561243, 5.489065734319603;51.47786332516169, 5.48906716634161
John F Kennedylaan 605;105825;5 Woensel-Noord;53 Aanschot;532 Tempel;John F Kennedylaan;;605;;Gemeente Eindhoven;162057.976;388218.151;;LED49/740 I DM50 DGR;2018-01-08;2043-02-12;LED;wit;32;4900;70;LED;in30lux 100% - 22:00;A;BGP760 LED49/740 I D;2018-01-08;2038-01-08;900;2;;ST 9 STANDAARD;1971-01-01;2018-09-05;;ST ENKEL 1 M LOS;1971-01-01;2011-01-01;"{""coordinates"": [5.488808008214772, 51.48296288174933], ""type"": ""Point""}";51.48296288174933, 5.488808008214772;51.482963256441494, 5.488809462113358
John F Kennedylaan 607;105827;5 Woensel-Noord;53 Aanschot;532 Tempel;John F Kennedylaan;;607;;Gemeente Eindhoven;162031.422;388240.103;;LED49/740 I DM50 DGR;2018-01-08;2043-02-12;LED;wit;32;4900;70;LED;in30lux 100% - 22:00;A;BGP760 LED49/740 I D;2018-01-08;2038-01-08;900;1;;ST 9 STANDAARD VZ;2010-09-02;2050-09-02;;ST ENKEL 1 M LOS VZ;2010-09-02;2050-09-02;"{""coordinates"": [5.488426168370084, 51.48316053295861], ""type"": ""Point""}";51.48316053295861, 5.488426168370084;51.48316090769588, 5.4884276244954044
