"socrata_entity_number","home_cost_center","home_cost_center_description","cost_center","employment_status","union_name","age_range","gender","ethnic_code_description","title","current_hire_date","date_terminated","longevity_range","total_wages","total_benefits","total_taxes","total_cost","date","regular_pay","premium_pay"
"6366","250000","PS - FIRE BUREAU","Fire Engine Co. 24","Full-time","Fire","40-49 years old","Male","Black or African-American","Fire Lieutenant","1999-02-01T00:00:00.000",,"21-25 years with the City","122002.51","12200.63",,"134203.14","2020","116484.02","5518.49"
"6366","250000","PS - FIRE BUREAU","Fire Engine Co. 24","Full-time","Fire","40-49 years old","Male","Black or African American","Fire Lieutenant","1999-02-01T00:00:00.000",,"21-25 years with the City","140689.88","11760.48",,"152450.36","2021","131343.08","9346.80"
"6390","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","PJCBC","50-59 years old","Male","White","Structural Iron Worker-SH","1989-05-08T00:00:00.000",,"26-30 years with the City","51204.39","21487.40","3994.37","76686.16","2017",,
"6390","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","PJCBC","50-59 years old","Male","White","Structural Iron Worker-SH","1989-05-08T00:00:00.000",,"26-30 years with the City","53697.29","25413.19","3994.37","83104.85","2018",,
"6390","450000","PW - BUREAU OF FACILITIES","PW - Facilities","Full-time","PJCBC","50-59 years old","Male","White","Structural Iron Worker-SH","1989-05-08T00:00:00.000",,"26-30 years with the City","56514.44","23724.90","4196.73","84436.07","2019",,
"6390","450000","PW - BUREAU OF FACILITIES","PW-Construction","Full-time","Non Union","50-59 years old","Male","White","Construction Foreman","1989-05-08T00:00:00.000",,"31-35 years with the City","69003.10","7047.23",,"76050.33","2020","68634.58","368.52"
"6390","450000","PW - BUREAU OF FACILITIES","PW-Construction","Full-time","Non Union","50-59 years old","Male","White","Construction Foreman","1989-05-08T00:00:00.000",,"31-35 years with the City","68569.00","25259.92",,"93828.92","2021","68569.00","0.00"
"6392","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","60-69 years old","Male","White","Crew Chief","1977-08-01T00:00:00.000","2017-12-18T00:00:00.000","41-45 years with the City","2671.18","4489.53","698.73","7859.44","2017",,
"6392","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","60-69 years old","Male","White","Crew Chief","1977-08-01T00:00:00.000","2017-12-18T00:00:00.000","41-45 years with the City","9133.66","279.15","698.73","10111.54","2018",,
"6426","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Police Sergeant","1995-02-20T00:00:00.000",,"21-25 years with the City","118351.56","15305.64","1708.54","135365.74","2017",,
"6426","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Police Sergeant","1995-02-20T00:00:00.000",,"21-25 years with the City","123126.89","16322.60","1708.54","141158.03","2018",,
"6426","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","Police","40-49 years old","Male","White","Police Sergeant","1995-02-20T00:00:00.000",,"21-25 years with the City","115373.29","14964.77","1600.28","131938.34","2019",,
"6426","230000","PS - POLICE BUREAU","Police Zone 4 - Squirrel Hill","Full-time","Police","40-49 years old","Male","White","Police Lieutenant","1995-02-20T00:00:00.000",,"21-25 years with the City","137300.46","17294.97",,"154595.43","2020","114656.50","22643.96"
"6426","230000","PS - POLICE BUREAU","Police Zone 4 - Squirrel Hill","Full-time","Police","40-49 years old","Male","White","Police Lieutenant","1995-02-20T00:00:00.000",,"26-30 years with the City","133447.26","19063.60",,"152510.86","2021","119494.25","13953.01"
"6428","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","70-79 years old","Male","Black or African-American","Sweeper Operator","1995-06-29T00:00:00.000",,"21-25 years with the City","45601.68","14633.85","3623.76","63859.29","2017",,
"6428","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","70-79 years old","Male","Black or African-American","Sweeper Operator","1995-06-29T00:00:00.000",,"21-25 years with the City","49989.98","17287.19","3623.76","70900.93","2018",,
"6428","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","70-79 years old","Male","Black or African-American","Sweeper Operator","1995-06-29T00:00:00.000",,"21-25 years with the City","51696.04","16024.43","3744.53","71465.00","2019",,
"6428","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","70-79 years old","Male","Black or African-American","Sweeper Operator","1995-06-29T00:00:00.000",,"21-25 years with the City","52184.96","763.25",,"52948.21","2020","52044.96","140.00"
"6428","420000","PW - BUREAU OF ADMINISTRATION","PW-2nd Division","Full-time","PJCBC","70-79 years old","Male","Black or African American","Sweeper Operator","1995-06-29T00:00:00.000",,"26-30 years with the City","31198.79","13886.66",,"45085.45","2021","30778.78","420.01"
"6432","250000","PS - FIRE BUREAU","Fire Engine Co. 13","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1999-08-09T00:00:00.000","2017-01-09T00:00:00.000","16-20 years with the City","15338.50","988.48","0.00","16326.98","2017",,
"6444","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","Black or African-American","Police Sergeant","1989-09-25T00:00:00.000",,"26-30 years with the City","90278.96","15384.96","1373.11","107037.03","2017",,
"6444","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","Black or African-American","Police Sergeant","1989-09-25T00:00:00.000",,"26-30 years with the City","99426.58","16409.66","1373.11","117209.35","2018",,
"6444","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","Black or African-American","Police Sergeant","1989-09-25T00:00:00.000",,"26-30 years with the City","99819.46","15727.18","1381.68","116928.32","2019",,
"6444","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","Black or African-American","Police Sergeant","1989-09-25T00:00:00.000",,"31-35 years with the City","117444.51","17294.97",,"134739.48","2020","102837.56","14606.95"
"6444","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","60-69 years old","Male","Black or African American","Police Sergeant","1989-09-25T00:00:00.000",,"31-35 years with the City","113755.42","19043.32",,"132798.74","2021","101402.36","12353.06"
"6476","250000","PS - FIRE BUREAU","Fire Engine Co. 12","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1993-04-26T00:00:00.000",,"21-25 years with the City","90547.66","18006.96","1303.73","109858.35","2017",,
"6476","250000","PS - FIRE BUREAU","Fire Engine Co. 12","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1993-04-26T00:00:00.000",,"21-25 years with the City","94151.51","18144.60","1303.73","113599.84","2018",,
"6476","250000","PS - FIRE BUREAU","Fire Engine Co. 12","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1993-04-26T00:00:00.000",,"26-30 years with the City","91277.11","17812.37","1263.90","110353.38","2019",,
"6476","250000","PS - FIRE BUREAU","Fire-Arson Task Force","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1993-04-26T00:00:00.000",,"26-30 years with the City","125713.54","12200.63",,"137914.17","2020","110281.69","15431.85"
"6476","250000","PS - FIRE BUREAU","Fire-Arson Task Force","Full-time","Fire","60-69 years old","Male","White","Master Fire Fighter","1993-04-26T00:00:00.000",,"26-30 years with the City","170250.11","11760.48",,"182010.59","2021","101715.52","68534.59"
"6488","250000","PS - FIRE BUREAU","Fire Engine Co. 4","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1993-04-26T00:00:00.000","2018-05-14T00:00:00.000","21-25 years with the City","51945.76","18006.96","93.96","70046.68","2017",,
"6488","250000","PS - FIRE BUREAU","Fire Engine Co. 4","Full-time","Fire","50-59 years old","Male","White","Master Fire Fighter","1993-04-26T00:00:00.000","2018-05-14T00:00:00.000","21-25 years with the City","8946.24","7550.10","93.96","16590.30","2018",,
"6544","103000","INNOVATION & PERFORMANCE","Innovation & Performance","Full-time","Non-Union","50-59 years old","Male","White","Web Developer","1995-06-12T00:00:00.000",,"21-25 years with the City","66819.32","12716.36","4829.36","84365.04","2017",,
"6544","103000","INNOVATION & PERFORMANCE","Innovation & Performance","Full-time","Non-Union","50-59 years old","Male","White","Web Developer","1995-06-12T00:00:00.000",,"21-25 years with the City","67015.72","13442.64","4829.36","85287.72","2018",,
"6544","103000","INNOVATION & PERFORMANCE","Innovation & Performance","Full-time","Non-Union","50-59 years old","Male","White","Web Developer","1995-06-12T00:00:00.000",,"21-25 years with the City","64598.95","13588.33","4643.70","82830.98","2019",,
"6544","103000","INNOVATION & PERFORMANCE","Innovation & Performance","Full-time","Non Union","50-59 years old","Male","White","Web Developer","1995-06-12T00:00:00.000",,"21-25 years with the City","73575.34","14974.01",,"88549.35","2020","73575.34","0.00"
"6544","103000","INNOVATION & PERFORMANCE","Innovation & Performance","Full-time","Non Union","50-59 years old","Male","White","Web Developer","1995-06-12T00:00:00.000",,"26-30 years with the City","73380.04","17209.08",,"90589.12","2021","73380.04","0.00"
"6598","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-03-08T00:00:00.000","2018-06-26T00:00:00.000","21-25 years with the City","106493.57","10240.72","1271.22","118005.51","2017",,
"6598","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-03-08T00:00:00.000","2018-06-26T00:00:00.000","21-25 years with the City","89385.15","5949.09","1271.22","96605.46","2018",,
"6598","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-03-08T00:00:00.000","2018-06-26T23:59:00.000","26-30 years with the City","1108.11","0.00",,"1108.11","2020","1108.11","0.00"
"6598","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Male","White","Police Sergeant","1993-03-08T00:00:00.000","2018-06-26T23:59:00.000","26-30 years with the City","472.04","0.00",,"472.04","2021","472.04","0.00"
"6606","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","AFSCME Local 2719","50-59 years old","Female","Black or African-American","Account Clerk-SH","1978-12-04T00:00:00.000",,"36-40 years with the City","38357.40","6428.64","2785.68","47571.72","2017",,
"6606","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","AFSCME Local 2719","50-59 years old","Female","Black or African-American","Account Clerk-SH","1978-12-04T00:00:00.000",,"36-40 years with the City","37382.00","7634.44","2785.68","47802.12","2018",,
"6606","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","AFSCME Local 2719","60-69 years old","Female","Black or African-American","Account Clerk-SH","1978-12-04T00:00:00.000",,"41-45 years with the City","36872.67","6999.21","2691.97","46563.85","2019",,
"6606","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","AFSCME","60-69 years old","Female","Black or African-American","Technician, Payroll","1978-12-04T00:00:00.000",,"41-45 years with the City","40824.66","7196.46",,"48021.12","2020","38681.82","2142.84"
"6606","600000","MOBILITY AND INFRASTRUCTURE","DOMI Administration","Full-time","AFSCME","60-69 years old","Female","Black or African American","Technician, Payroll","1978-12-04T00:00:00.000",,"41-45 years with the City","41405.38","8289.06",,"49694.44","2021","38197.71","3207.67"
"6614","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1977-08-29T00:00:00.000",,"41-45 years with the City","44663.88","6463.40","3638.14","54765.42","2017",,
"6614","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1977-08-29T00:00:00.000",,"41-45 years with the City","49040.58","7605.19","3638.14","60283.91","2018",,
"6614","420000","PW - BUREAU OF ADMINISTRATION","PW-5th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer-SH","1977-08-29T00:00:00.000","2019-08-31T00:00:00.000","41-45 years with the City","35039.80","5212.90","2587.20","42839.90","2019",,
"6636","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","50-59 years old","Male","White","Laborer-SH","2004-04-19T00:00:00.000",,"11-15 years with the City","46592.44","14633.85","3430.74","64657.03","2017",,
"6636","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","50-59 years old","Male","White","Laborer-SH","2004-04-19T00:00:00.000",,"11-15 years with the City","46724.40","17287.19","3430.74","67442.33","2018",,
"6636","420000","PW - BUREAU OF ADMINISTRATION","PW-3rd Division","Full-time","PJCBC","50-59 years old","Male","White","Laborer-SH","2004-04-19T00:00:00.000",,"11-15 years with the City","44288.88","16024.43","3232.32","63545.63","2019",,
"6636","420000","PW - BUREAU OF ADMINISTRATION","PW-4th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer","1998-12-14T00:00:00.000",,"21-25 years with the City","45869.48","693.04",,"46562.52","2020","44853.65","1015.83"
"6636","420000","PW - BUREAU OF ADMINISTRATION","PW-4th Division","Full-time","PJCBC","60-69 years old","Male","White","Laborer","1998-12-14T00:00:00.000",,"21-25 years with the City","5976.38","13809.08",,"19785.46","2021","5706.15","270.23"
"6642","109000","HUMAN RESOURCES/CIVIL SERVICE","Pers & Civil Service-ED","Part-time","Non-Union","70-79 years old","Female","Black or African-American","Civil Service Commissioner","2016-10-24T00:00:00.000",,"0-5 years with the City","7253.82","0.00","614.25","7868.07","2017",,
"6642","109000","HUMAN RESOURCES/CIVIL SERVICE","Pers & Civil Service-ED","Part-time","Non-Union","70-79 years old","Female","Black or African-American","Civil Service Commissioner","2016-10-24T00:00:00.000",,"0-5 years with the City","8029.35","0.00","614.25","8643.60","2018",,
"6642","109000","HUMAN RESOURCES/CIVIL SERVICE","HR&CS-ED","Part-time","Non-Union","70-79 years old","Female","Black or African-American","Civil Service Commissioner","2016-10-24T00:00:00.000",,"0-5 years with the City","7710.66","0.00","589.86","8300.52","2019",,
"6642","109000","HUMAN RESOURCES/CIVIL SERVICE","HR & Civil Service","Part-time","Non Union","70-79 years old","Female","Black or African-American","Civil Service Commissioner","1979-04-09T00:00:00.000",,"41-45 years with the City","8762.10","23.54",,"8785.64","2020","8762.10","0.00"
"6642","109000","HUMAN RESOURCES/CIVIL SERVICE","HR & Civil Service","Part-time","Non Union","70-79 years old","Female","Black or African American","Civil Service Commissioner","1979-04-09T00:00:00.000",,"41-45 years with the City","8279.79","25.68",,"8305.47","2021","8279.79","0.00"
"6712","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Master Police Officer","1994-06-27T00:00:00.000",,"21-25 years with the City","112765.52","10217.88","1669.10","124652.50","2017",,
