"noid","codigo_departamento","nombre_departamento","codigo_municipio","nombre_municipio","zona_postal","codigo_postal","limite_norte","limite_sur","limite_este","limite_oeste","tipo","barrios_contenidos_en_el","veredas_contenidas_en_el"
"821","15","BOYACA","15822","TOTA","1.524","152.44","CL 8","CL 1","KR 1","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.198","19","CAUCA","19212","CORINTO","1.915","191.56","LIMITE URBANO","CL 7A","CL 1 S","KR 3","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2","5","ANTIOQUIA","5001","MEDELLIN","500","50.002","CL 126  Y  M. BELLO","CL  97A-  95A  Y  96A","M. BELLO","KR 46- CL 107 Y KR 32","Urbano","Aldea Pablo VI- Carpinelo- El Compromiso- La Avanzada- La Esperanza No.2- Popular- Santo Domingo Savio No.1- Santo Domingo Savio No.2","Sin Informacion de Veredas"
"1.302","19","CAUCA","19075","BALBOA","1.955","195.53","CL 13","CL 4 S","LIMITE URBANO","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.017","41","HUILA","41660","SALADOBLANCO","4.18","418.02","AL CARMEN","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","PARAISO- QUEBRADON-  SAN LORENZO"
"1.026","17","CALDAS","17444","MARQUETALIA","1.73","173.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.995","41","HUILA","41244","ELIAS","4.17","417.001","KR 11","KR 3 E","CL 4","CL 1","Urbano","Sin Informacion de Barrios","AGUADAS- HOLGUIN-  SAN VICENTE"
"3.604","94","GUAINIA","94343","BARRANCO MINAS","9.44","944.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.678","99","VICHADA","99624","SANTA ROSALIA","9.92","992.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.22","19","CAUCA","19517","PAEZ","1.925","192.501","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.248","76","VALLE DEL CAUCA","76001","CALI","7.6","760.007","LIMITE URBANO","MUNICIPIO PUERTO TEJADA","MUNICIPIO CANDELARIA","LIMITE URBANO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"605","13","BOLIVAR","13654","SAN JACINTO","1.32","132.037","M. SAN JUAN NEPOMUCENO","M. EL CARMEN DE BOLIVAR","MUNICIPIO ZAMBRANO","M. EL CAR. DE BOL. Y MARIA LA B.","Rural","El Anzuelo- La Campesina- Nuevo Horizonte- San Abel","Sin Informacion de Veredas"
"3.2","73","TOLIMA","73585","PURIFICACION","7.345","734.501","A PUERTO NARANJO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"262","5","ANTIOQUIA","5380","LA ESTRELLA","554","55.467","VEREDA SAN JOSE  Y  M. MEDELLIN","VEREDA  EL GUAYABO","KR 65- 65B S","M. ANGELOPOLIS","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.12","18","CAQUETA","18860","VALPARAISO","1.85","185.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.382","20","CESAR","20310","GONZALEZ","2.05","205.03","CL 1","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"706","15","BOYACA","15763","SOTAQUIRA","1.504","150.42","CL 9","CL 2","KR 1","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"115","5","ANTIOQUIA","5495","NECHI","524","52.42","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"382","5","ANTIOQUIA","5490","NECOCLI","578","57.87","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"426","8","ATLANTICO","8758","SOLEDAD","830","83.007","MUNICIPIO SITIONUEVO","MUNICIPIO MALAMBO","MUNICIPIO MALAMBO","LIMITE URBANO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.639","97","VAUPES","97666","TARAIRA","9.72","972.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.338","76","VALLE DEL CAUCA","76845","ULLOA","7.62","762.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.977","68","SANTANDER","68235","EL CARMEN DE CHUCURI","6.865","686.561","CL 9","CL 2","KR 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.024","41","HUILA","41668","SAN AGUSTIN","4.18","418.06","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","CUCHILLA- FLORIDA-  KENEDY-  LA ESTRELLA-  LLANADA DE NARANJOS-  MESITAS-  TIMANCO"
"562","13","BOLIVAR","13673","SANTA CATALINA","1.305","130.507","MAR CARIBE","VIA STA. CATALINA-ARROYO GRANDE","MPIO. PIOJO Y LURUACO","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.547","54","NORTE DE SANTANDER","54599","RAGONVALIA","5.41","541.05","AV 1","AV 6","LIMITE URBANO","CL 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.262","19","CAUCA","19397","LA VEGA","1.94","194.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Puente Real"
"671","13","BOLIVAR","13042","ARENAL","1.345","134.52","CL 6","CL 17A","LIMITE URBANO","KR 1","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Quebrada Vieja-  Sereno"
"1.307","19","CAUCA","19050","ARGELIA","1.955","195.56","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"748","15","BOYACA","15218","COVARACHIA","1.51","151.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"65","5","ANTIOQUIA","5086","BELMIRA","514","51.42","LIMITE URBANO","LIMITE URBANO","KR 19","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.766","25","CUNDINAMARCA","25851","UTICA","2.534","253.43","KR 11","DG 16","KR  3 E","TV 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.551","91","AMAZONAS","91798","TARAPACA","9.11","911.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.101","18","CAQUETA","18592","PUERTO RICO","1.82","182.05","CL 10","CL 6 S","KR 2","KR 19","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"284","5","ANTIOQUIA","5856","VALPARAISO","560","56.03","LIMITE URBANO","LIMITE URBANO","KR 7","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"264","5","ANTIOQUIA","5240","EBEJICO","558","55.81","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Campo Alegre-  El Socorro"
"3.358","76","VALLE DEL CAUCA","76036","ANDALUCIA","7.63","763.01","CL 26","CL 0","KR 1","KR 17","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.515","86","PUTUMAYO","86885","VILLAGARZON","8.61","861.08","CL 8","CL 4 S","KR 1","KR 13C","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.064","17","CALDAS","17042","ANSERMA","1.77","177.08","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"85","5","ANTIOQUIA","5150","CAROLINA","518","51.84","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"931","15","BOYACA","15696","SANTA SOFIA","1.542","154.247","MUNICIPIO MONIQUIRA","MUNICIPIO SUTAMARCHAN","MUNICIPIO GACHANTIVA","MPIO. PTE. NACIONAL Y SABOYA","Rural","Sin Informacion de Barrios","Barbilla Y Mane- Cabecera Municipal-  Guatoque"
"639","13","BOLIVAR","13030","ALTOS DEL ROSARIO","1.335","133.501","LIMITE URBANO","LIMITE URBANO","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"773","15","BOYACA","15755","SOCOTA","1.516","151.62","CL 8","LIMITE URBANO","LIMITE URBANO","A FINCAS","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"888","15","BOYACA","15367","JENESANO","1.536","153.601","CL 13","CL 1","KR 1 E","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.391","20","CESAR","20710","SAN ALBERTO","2.05","205.07","CL 14 N","CL 7 A","KR 1A","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.767","68","SANTANDER","68705","SANTA BARBARA","6.81","681.021","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"375","5","ANTIOQUIA","5147","CAREPA","578","57.85","RIO CAREPA  Y  LIMITE URBANO",,,,"Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"624","13","BOLIVAR","13188","CICUCO","1.325","132.55","CL 1","LIMITE URBANO","KR 9","KR 19","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"600","13","BOLIVAR","13248","EL GUAMO","1.32","132.007","MPIO. PEDRAZA Y CALAMAR","M. SAN JUAN NEPOMUCENO","MPIO. ZAPAYAN Y TENERIFE","M. SAN JUAN NEPOMUCENO","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"617","13","BOLIVAR","13430","MAGANGUE","1.325","132.517","M. SANTA BARBARA DE PINTO","LIMITE URBANO","M. TALAIGUA N. Y CICUCO","VIA MAGANGUE-TACAMOCHA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.542","88","ARCHIPIELAGO DE SAN ANDRES","88564","PROVIDENCIA","8.8","880.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.055","17","CALDAS","17088","BELALCAZAR","1.77","177.001","LIMITE URBANO","KR 2","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.282","19","CAUCA","19533","PIAMONTE","1.945","194.55","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"274","5","ANTIOQUIA","5809","TITIRIBI","558","55.85","KR 19","KR 24","LIMITE URBANO","CL 24","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"923","15","BOYACA","15224","CUCAITA","1.54","154.067","MUNICIPIO SORA","M. SORA Y TUNJA","MUNICIPIO TUNJA","MUNICIPIO SAMACA","Rural","Sin Informacion de Barrios","Baron Germania- Cabecera Municipal-  Caitoque-  Centro-  Chipacata-  Cuesta En Medio-  El Llano-  Escalones-  La Esperanza-  La Hoya-  Lluviosos-  Piedra Gorda-  Pijaos-  Quebrada Llano de Sora-  Tras del ALto"
"1.02","17","CALDAS","17388","LA MERCED","1.72","172.067","MUNICIPIO PACORA","MPIO. FILADELFIA Y ARANZAZU","MUNICIPIO SALAMINA","MPIO. MARMATO Y SUPIA","Rural","Sin Informacion de Barrios","Camacho- Camacho-  El Porvenir-  El Porvenir-  Guascal-  Guascal"
"409","8","ATLANTICO","8549","PIOJO","810","81.06","KR 18","KR 4","CL 9","CL 16","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.822","27","CHOCO","27245","EL CARMEN DE ATRATO","2.71","271.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- El Roble"
"629","13","BOLIVAR","13650","SAN FERNANDO","1.33","133.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.682","25","CUNDINAMARCA","25805","TIBACUY","2.522","252.23","CL 7","CL 1","KR 0","KR 5","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.742","25","CUNDINAMARCA","25269","FACATATIVA","2.53","253.058","M. SASAIMA-LA VEGA-SAN FCO.","VIA ALBAN-FACA.-EL ROSAL","MUNICIPIO EL ROSAL","MUNICIPIO ALBAN","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.478","85","CASANARE","85410","TAURAMENA","8.54","854.03","A GUAMACO","KR 4","CL 22","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Alto Cauca- Buena Vista-  Cabecera Municipal-  La Miranda"
"1.687","25","CUNDINAMARCA","25312","GRANADA","2.522","252.25","KR 17","KR 11","CL 15","CL 7","Urbano","El Carmelo- El Centro- El Progreso- El Triunfo- Maracaibo- Venecia- Zona de Riesgo","EL RAMAL- LA VEINTIDOS-  SAN JOSE BAJO"
"2.168","47","MAGDALENA","47605","REMOLINO","4.77","477.02","CL 1","CL 22A","KR 9","KR 3","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.049","17","CALDAS","17174","CHINCHINA","1.76","176.02","LIMITE URBANO","KR 22","LIMITE  URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"695","15","BOYACA","15204","COMBITA","1.502","150.208","QUEBRADA PASO GRANDE","MUNICIPIO TUNJA","MUNICIPIO OICATA","MUNICIPIO MOTAVITA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.213","50","META","50573","PUERTO LOPEZ","5.02","502.001","LIMITE URBANO","LIMITE URBANO","CL 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.551","25","CUNDINAMARCA","25785","TABIO","2.502","250.237","M. ZIPAQUIRA Y SUBACHOQUE","MUNICIPIO TENJO","MPIO. CHIA Y CAJICA","MUNICIPIO SUBACHOQUE","Rural","Sin Informacion de Barrios","CANICA ALTA- CANICA BAJA-  CARRON-  LLANO GRANDE-  RINCON SANTO-  RIO FRIO OCCIDENTAL-  SALITRE"
"2.763","68","SANTANDER","68547","PIEDECUESTA","6.81","681.012","CL  2","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Albania- Argentina Antigua- Balcones de La Castellana- Bariloche- Barroblanco- Bellavista- Buenos Aires- Cabecera del Llano I- Cabecera del Llano II Etapa- Camino del Parque- Candelaria Antigua- Candelaria I Etapa- Candelaria II Etapa- Castellana II Etapa","Barro Blanco- Cabecera Municipal-  Granadillo-  Las Amarillas-  Los Colorados"
"483","11","BOGOTA D.C.","11001","LOCALIDAD TUNJUELITO","1.106","110.621","KR  25","RIO TUNJUELITO","CL 46A S- 47  Y  AC  51","RIO TUNJUELITO","Urbano","Abraham Lincoln- Area Artilleria- Parque El Tunal- San Benito- San Carlos- Tunal Oriental- Tunjuelito","Sin Informacion de Veredas"
"352","5","ANTIOQUIA","5234","DABEIBA","574","57.43","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","El Pital"
"2.951","68","SANTANDER","68179","CHIPATA","6.855","685.557","MPIO. VELEZ Y LA PAZ","MUNICIPIO VELEZ","M. LA PAZ- SAN BENITO Y GUEP.","MUNICIPIO VELEZ","Rural","Sin Informacion de Barrios","Batan- Casas Blancas-  El Hato-  LLano de San Juan-  Mulatal-  San Miguel"
"1.803","25","CUNDINAMARCA","25513","PACHO","2.54","254.001","KR 41","LIMITE URBANO","CL 1","CL 17","Urbano","Sin Informacion de Barrios","EL PINAL- LA ESMERALDA-  LA PRIMAVERA"
"177","5","ANTIOQUIA","5321","GUATAPE","538","53.84","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 33","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.407","23","CORDOBA","23300","COTORRA","2.305","230.501","CL 7","CL 1","KR 2 S","KR 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.158","47","MAGDALENA","47960","ZAPAYAN","4.76","476.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"854","15","BOYACA","15325","GUAYATA","1.53","153.04","CL 11","CL 1","KR 2","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.161","73","TOLIMA","73854","VALLE DE SAN JUAN","7.33","733.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.214","73","TOLIMA","73217","COYAIMA","7.35","735.02","CL 0","LIMITE URBANO","LIMITE URBANO","KR 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.56","25","CUNDINAMARCA","25200","COGUA","2.504","250.408","MUNICIPIO TAUSA","MUNICIPIO ZIPAQUIRA","VIA ZIPAQUIRA-LAGRIMAS","M. PACHO Y ZIPAQUIRA","Rural","Sin Informacion de Barrios","El Salitre- NEUSA-  QUEBRADA HONDA-  ROCAMONTAL-  SUSAGUA-  SUSAGUA-  Ventalarga"
"637","13","BOLIVAR","13300","HATILLO DE LOBA","1.33","133.048","MUNICIPIO MARGARITA","M. BARRANCO DE LOBA","VIA LOS NEGRITOS-HATILLO DE LOBA","MUNICIPIO MARGARITA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.249","50","META","50330","MESETAS","5.05","505.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.396","76","VALLE DEL CAUCA","76130","CANDELARIA","7.635","763.57","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.2","50","META","50124","CABUYARO","5.01","501.011","CL 14","LIMITE URBANO","KR 3","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Remanzon"
"1.785","25","CUNDINAMARCA","25489","NIMAIMA","2.536","253.63","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"651","13","BOLIVAR","13580","REGIDOR","1.335","133.56","LIMITE URBANO","CL 5","LIMITE URBANO","KR 9","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.114","73","TOLIMA","73686","SANTA ISABEL","7.305","730.56","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","TV 2A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.153","47","MAGDALENA","47205","CONCORDIA","4.76","476.03","KR 1","KR 14","CL 16","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.932","41","HUILA","41524","PALERMO","4.12","412.001","CL 13","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","PORVENIR"
"269","5","ANTIOQUIA","5036","ANGELOPOLIS","558","55.83","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.985","41","HUILA","41026","ALTAMIRA","4.16","416.02","KR 8","KR 1","CL 9","CL 2","Urbano","Sin Informacion de Barrios","HATO BLANCO- PAJIJI-  SEMPERO"
"237","5","ANTIOQUIA","5390","LA PINTADA","550","55.06","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.111","73","TOLIMA","73043","ANZOATEGUI","7.305","730.54","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 3","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.947","41","HUILA","41132","CAMPOALEGRE","4.13","413.02","CL 36","LIMITE URBANO","KR 3 E","KR 16","Urbano","Sin Informacion de Barrios","Alto Piravante- Cabecera Municipal-  El Viso-  La Esperanza-  La Vega de Oriente-  Palmar Bajo-  San Isidro"
"2.059","44","LA GUAJIRA","44035","ALBANIA","4.43","443.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","El Carmen- El Silencio","Sin Informacion de Veredas"
"2.8","68","SANTANDER","68432","MALAGA","6.82","682.011","CL 27","CL 0","KR 3","KR 14","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"602","13","BOLIVAR","13657","SAN JUAN NEPOMUCENO","1.32","132.017","VIA SAN CAYETANO-EL GUAMO","MUNICIPIO SAN JACINTO","VIA SAN JACINTO-CALAMAR","M. MAHATES Y MA. LA BAJA","Rural","Media Tapa","Sin Informacion de Veredas"
"597","13","BOLIVAR","13062","ARROYOHONDO","1.315","131.56","CL 11","CL 1A","LIMITE URBANO","KR 5A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"42","5","ANTIOQUIA","5664","SAN PEDRO DE LOS MILAGROS","510","51.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.642","97","VAUPES","97161","CARURU","9.73","973.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.255","50","META","50370","URIBE","5.05","505.041","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.639","25","CUNDINAMARCA","25841","UBAQUE","2.516","251.601","CL 6","CL 0","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.328","20","CESAR","20001","VALLEDUPAR","2","200.018","MUNICIPIO EL COPEY","MUNICIPIO EL PASO","MUNICIPIO LA PAZ Y RIO","M. EL COPEY Y BOSCONIA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.51","23","CORDOBA","23574","PUERTO ESCONDIDO","2.35","235.001","CL 23","LIMITE URBANO","KR 5","KR 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.239","73","TOLIMA","73616","RIOBLANCO","7.355","735.58","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANOS","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.623","54","NORTE DE SANTANDER","54398","LA PLAYA","5.465","546.53","CL 7","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.576","25","CUNDINAMARCA","25317","GUACHETA","2.506","250.61","CL 8","LIMITE URBANO","KR 4 E","KR 10","Urbano","Centro (Urbano)- El Porvenir- El Tejar- Gualacia- Los Tejares- Villa de San Juan","Sin Informacion de Veredas"
