"artwork_city","artwork_site","artist","title","artwork_type","materials","measurements","date_made","location","address","zip_code","see_more_at","id_number","geocoordinates","credit_info"
"Olympia","Washington State Arts Commission","Goss, Nancy","""Siren""","Photograph","Gelatin silver prints on litho film with acrylic paint","24 in x 30 in","1991","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=4786;type=101","WSAC1990.041.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Multiples: The Sciences and Art Collection"
"Chattaroy","Riverside Middle School","Bennerstrom, Susan","""North Cascade Journey""","Drawing","Chalk pastels on paper","2 ft 5 1/2 in x 3 ft 4 in","1985","Library, north wall","3814 Deer Park Milan RD","99003","http://www.arts.wa.gov/artwork/?request=record;id=4403;type=101","WSAC1986.010.000","POINT (-117.353421 47.96656)","Part of Washington's State Art Collection, acquired by ArtsWA and Riverside School District"
"Vancouver","Sarah J. Anderson Elementary","Oliver, Marvin","""Killer Whale""","Print","Silkscreen print","18 in x 24 in","1979","Library","2215 NE 104th ST","98686","http://www.arts.wa.gov/artwork/?request=record;id=4684;type=101","WSAC1980.010.000","POINT (-122.648997 45.695496)","Part of Washington's State Art Collection, acquired by ArtsWA and Vancouver School District"
"Yakima","Ridgeview Elementary","Tirado, Christie","""El Salmón (Pink)""","Print","Screen print on paper","30 in x 22 in","2017","Front entrance","609 W. Washington Ave","98902","http://www.arts.wa.gov/artwork/?request=record;id=13437;type=101","WSAC2020.023.011","POINT (-120.513482 46.571946)","Part of Washington's State Art Collection, acquired by ArtsWA and Yakima School District"
"Kingston","Richard Gordon Elementary","Garvey, Dick","""Net Shed""","Photograph","Silver dye bleach print","18 in x 22 in","1992","Archway leading into 1/2 pod","26331 Barber Cutoff RD","98346","http://www.arts.wa.gov/artwork/?request=record;id=2153;type=101","WSAC1994.100.000","POINT (-122.516615 47.802597)","Part of Washington's State Art Collection, acquired by ArtsWA and North Kitsap School District"
"Liberty Lake","Ridgeline High School","Rimx, Don","""La Vision Guiada""","Painting","Acrylic paint on wood panel","15 ft x 40 ft","2021","Interior commons area","20150 E. Country Vista Drive","99019","http://www.arts.wa.gov/artwork/?request=record;id=13562;type=101","WSAC2020.031.000","POINT (-117.13851 47.6634)","Part of Washington's State Art Collection, acquired by ArtsWA and Central Valley School District"
"Spokane","Court of Appeals, Division III","Sogabe, Aki","""Moon Has Rose""","Print","Cut paper","17 in x 13 in x 1 in","1998","Lobby, hallway across from restrooms","500 North Cedar St.","99201","http://www.arts.wa.gov/artwork/?request=record;id=3376;type=101","WSAC1998.060.000","POINT (-117.431934 47.662095)","Part of Washington's State Art Collection, acquired by ArtsWA and Court of Appeals"
"Enumclaw","Thunder Mountain Middle School","Sogabe, Aki","""Mountain Road II""","Print","Cut paper","24 in x 13 in","2000","Library","42018 264th Ave SE","98022","http://www.arts.wa.gov/artwork/?request=record;id=10725;type=101","WSAC2000.128.000","POINT (-121.987564 47.22322)","Part of Washington's State Art Collection, acquired by ArtsWA and Enumclaw School District"
"Renton","Talbot Hill Elementary","Jones, Elwood","""Red-Hot Poker""","Photograph","Silver dye bleach print on paper","12 3/4 in x 9 1/2 in","1997","School Office hallway","2300 Talbot Rd. South","98055","http://www.arts.wa.gov/artwork/?request=record;id=3888;type=101","WSAC1998.183.000","POINT (-122.210935 47.458555)","Part of Washington's State Art Collection, acquired by ArtsWA and Renton School District"
"Bothell","Cascadia College","Arreguin, Alfredo","""Malila Diptych""","Painting","Oil paint on canvas","6 ft x 8 ft","2003","CC1 3rd floor center stairwell, north/south wall","18345 Campus Way NE","98011","http://www.arts.wa.gov/artwork/?request=record;id=11256;type=101","WSAC2002.023.001A-B","POINT (-122.191474 47.760683)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington - Bothell and Cascadia Community College"
"Tacoma","Sherman Elementary School","Iverson, Mary","""Pre-Dawn with Cranes""","Painting","Oil paint on canvas","2 ft 6 in x 3 ft 4 in x 1 in","1999","Office Conference Room","4415 N 38th St","984075613","http://www.arts.wa.gov/artwork/?request=record;id=10870;type=101","WSAC2001.034.000","POINT (-122.497105 47.283583)","Part of Washington's State Art Collection, acquired by ArtsWA and Tacoma School District"
"Covington","Cedar Heights Middle School","McMillan, Judy","""Flicker's Song""","Painting","India ink and designers gouache paint on rag paper","38 in x 58 in","1986","Room 123, Staff Lounge","19640 SE 272nd St.","98042","http://www.arts.wa.gov/artwork/?request=record;id=2038;type=101","WSAC1995.382.000","POINT (-122.079579 47.359105)","Part of Washington's State Art Collection, acquired by ArtsWA and Kent School District"
"Medical Lake","Eastern State Hospital","Gardaya, Victor","""Columbia Street and Terry Avenue""","Photograph","Gelatin silver print","5 7/16 in x 4 3/16 in","1979","Westlake Green/Mall Conference Room, Room F274","850 W Maple St.","99022","http://www.arts.wa.gov/artwork/?request=record;id=5991;type=101","WSAC1983.125.000","POINT (-117.693027 47.573156)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Social and Health Services"
"Lacey","Chambers Prairie Elementary School","Jacobson, David","""Once Upon a Time....""","Sculpture","Concrete","Two parts, 4 ft 6 in x 28 in x 3 ft each","2013","Between buildings A & B, west of central breezeway","6501 Virginia Street SE","98513","http://www.arts.wa.gov/artwork/?request=record;id=12324;type=101","WSAC2011.006.00A-B","POINT (-122.806508 46.991949)","Part of Washington's State Art Collection, acquired by ArtsWA and North Thurston Public Schools"
"Winthrop","Liberty Bell High School","Majiski, Joyce","""A Fragmented Land""","Print","Monoprint on paper","22 in x 30 in","1993","Library","18 Twin Lakes Rd","98862","http://www.arts.wa.gov/artwork/?request=record;id=2027;type=101","WSAC1995.325.000","POINT (-120.169722 48.442407)","Part of Washington's State Art Collection, acquired by ArtsWA and Methow Valley School District"
"Tacoma","Tacoma Community College","Yates, Stephen","""98368 AM""","Painting","Oil-modified alkyd paint on canvas","28 in x 24 in x 3/4 in","1989","Building 7, Library - Room 170, south wall","6501 S 19th St.","98466","http://www.arts.wa.gov/artwork/?request=record;id=2971;type=101","WSAC1992.198.000","POINT (-122.524121 47.24662)","Part of Washington's State Art Collection, acquired by ArtsWA and Eastern Washington University"
"Des Moines","North Hill Elementary","Alpert, Julie","""Eyes""","Drawing","Mixed-media collage of paper, duct tape, colored pencils, markers, ink, and glue in a hand-built shadowbox","42 in x 30 in x 3 1/5 in","2020","Main building","19835 8th Ave South","98198","http://www.arts.wa.gov/artwork/?request=record;id=13514;type=101","WSAC2020.034.003","POINT (-122.326847 47.424777)","Part of Washington's State Art Collection, acquired by ArtsWA and Highline School District"
"Puyallup","Zieger Elementary","Demar, Robert","""Fishing at So. Beach (Salmon Run)""","Photograph","Gelatin silver print","11 in x 14 in","1993","Hallway by multi-purpose room","13008 94th Ave. E.","98373","http://www.arts.wa.gov/artwork/?request=record;id=1864;type=101","WSAC1997.011.000","POINT (-122.30531 47.13847)","Part of Washington's State Art Collection, acquired by ArtsWA and Puyallup School District"
"Bremerton","Jackson Park Elementary School","Friend Gay, Dixie","""Reality's Illusion""","Sculpture","Mosaic on panel","4 ft x 4 ft x 1 1/4 in","2017","1st floor, back staircase landing","2900 Austin Dr.","98312","http://www.arts.wa.gov/artwork/?request=record;id=13077;type=101","WSAC2015.001.004","POINT (-122.696479 47.59264)","Part of Washington's State Art Collection, acquired by ArtsWA and Central Kitsap School District"
"Forks","Forks High School","Fyfe, Jo","""Too Many! Too Many!""","Painting","Acrylic paint","23 in x 30 in","2000","Commons Area, near gym","261 Spartan Ave","98331","http://www.arts.wa.gov/artwork/?request=record;id=10709;type=101","WSAC2000.112.000","POINT (-124.383705 47.947937)","Part of Washington's State Art Collection, acquired by ArtsWA and Quillayute Valley School District"
"Olympia","Washington State Arts Commission","Stillman, George","""Apple Orchard in Spring""","Painting","Oil egg tempera paint","47 1/4 in x 47 1/4 in (overall)","1983","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=5177;type=101","WSAC1982.124.003","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Transportation"
"Port Townsend","Peninsula College - Fort Worden","Hackenberg, Karen","""All Clear""","Drawing","Graphite on paper","14 in x 13 1/2 in x 1 in (overall)","2003","Building 202, 2nd floor hallway","202 Eisenhower Avenue","98368","http://www.arts.wa.gov/artwork/?request=record;id=13182;type=101","WSAC2018.040.000","POINT (-122.766932 48.134343)","Part of Washington's State Art Collection, acquired by ArtsWA and Peninsula College"
"Bothell","University of Washington - Bothell","Corson, Dan","""Compound Sight""","Sculpture","Glass, acrylic, and steel","10 ft x 4 ft x 2 in","2015","Discovery Hall, 1st floor, north side of Co-Lab space","18115 Campus Way NE","98011","http://www.arts.wa.gov/artwork/?request=record;id=12600;type=101","WSAC2013.006.002","POINT (-122.191402 47.759162)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington"
"Walla Walla","Berney Elementary School","Crouse, Gloria","""Raz-Ma-Taz""","Textile","Cotton, velvet, and satin yarns on linen","5 ft 4 in x 5 ft 9 in x 2 in (irregular dimensions)","1982","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","1718 Pleasant St.","99362","http://www.arts.wa.gov/artwork/?request=record;id=5072;type=101","WSAC1984.023.000","POINT (-118.299881 46.062013)","Part of Washington's State Art Collection, acquired by ArtsWA and Bellingham School District Voc-Tech Building (Bellingham Technical College)"
"Seattle","University of Washington","Carl Chew, Mare Blocker, Ron Hilbert Coy, and J. T. Stewart","""Things the Crows Left""","Sculpture","Birch plywood and enamel paint","9 in x 26 ft (overall installation)","1994","Allen Library, Atrium (4000 15th Ave. NE, Seattle)","15th Ave. NE, between NE Pacific St. and NE 45th St.","98195","http://www.arts.wa.gov/artwork/?request=record;id=2976;type=101","WSAC1992.201.003","POINT (-122.307075 47.65562)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington"
"Seattle","Ballard High School","Moilanen, John","""Olympic Mountains and Puget Sound""","Painting","Oil paint on canvas","31 in 6 in x 5 ft 11 in","1987","2nd floor, southwest hall","1418 NW 65th ST","98117","http://www.arts.wa.gov/artwork/?request=record;id=3507;type=101","WSAC1998.172.000","POINT (-122.374722 47.676754)","Part of Washington's State Art Collection, acquired by ArtsWA and Seattle School District"
"Vancouver","Harmony Elementary","Martinez, Patricia Glander","""More Information Later""","Painting","Oil paint on linen","44 in x 50 in","1988","Media wall","17404-A NE 18th St.","98684","http://www.arts.wa.gov/artwork/?request=record;id=2255;type=101","WSAC1995.040.000","POINT (-122.49382 45.636562)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Spokane","Arlington Elementary School","Mason, Alden","""Pizarro's Folly""","Painting","Acrylic paint on canvas","6 ft 8 in x 5 ft 10 in","1981","Entryway","6363 N Smith St.","99217","http://www.arts.wa.gov/artwork/?request=record;id=5181;type=101","WSAC1982.121.000","POINT (-117.372368 47.716227)","Part of Washington's State Art Collection, acquired by ArtsWA and Spokane School District"
"Shelton","Olympic Middle School","Aurand, Susan","""Branching Out""","Painting","Oil paint on birch panel","6 1/2 ft x 10 ft (main panel)","2008","Library","800 East K Street","98584","http://www.arts.wa.gov/artwork/?request=record;id=12132;type=101","WSAC2007.006.001A-C","POINT (-123.1126 47.227579)","Part of Washington's State Art Collection, acquired by ArtsWA and Shelton School District"
"Naselle","Naselle Youth Camp","Calderón, Eduardo","""Petrified Forest #1""","Photograph","Gelatin silver print","16 in x 20 in","1981","Library, Upper wall","11 Youth Camp Road","98638","http://www.arts.wa.gov/artwork/?request=record;id=5721;type=101","WSAC1983.056.000","POINT (-123.824601 46.393206)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Social and Health Services"
"Battle Ground","Captain Strong Elementary School","Mandel, Mike","""Flying""","Photograph","Silver dye bleach print","16 in x 16 in","1983","South hall, Across from mechanical room","1002 NW 6th Ave.","98604","http://www.arts.wa.gov/artwork/?request=record;id=5013;type=101","WSAC1986.051.002","POINT (-122.545157 45.788568)","Part of Washington's State Art Collection, acquired by ArtsWA and Bethel School District and Battle Ground School District"
"Langley","South Whidbey High School","Fraga, Carla","""Devil's Churn, Oregon / Devil's Churn, Oregon""","Photograph","Incorporated color coupler print","11 in x 14 in","1997","Main office near entrance","5675 Maxwelton Rd.","98260","http://www.arts.wa.gov/artwork/?request=record;id=3426;type=101","WSAC1998.110.000","POINT (-122.40988 48.005746)","Part of Washington's State Art Collection, acquired by ArtsWA and South Whidbey School District"
