"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2020","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Non-consulting Services","E-Auctions","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","presta&#231;&#227;o dos servi&#231;os de Cadastro T&#233;cnico Georreferenciado dos Im&#243;veis Rurais no Estado da Bahia e a e Inscri&#231;&#227;o dos im&#243;veis rurais no CEFIR para os benefici&#225;rios do Projeto Bahia Produtiva - lote 01","2019-11-12T00:00:00.000","AMBIENTAGRO ENGENHARIA LTDA - EPP","Federative Republic of Brazil","BR","158710.0","BR-FLEM-127955-NC-EA1"
"2022","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Direct Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","realiza&#231;&#227;o de a&#231;&#245;es de apoio e a implementa&#231;&#227;o do Plano de A&#231;&#227;o para promo&#231;&#227;o da seguran&#231;a alimentar e nutricional visando a diversidade diet&#233;tica de fam&#237;lias benefici&#225;rias do Projeto.","2021-10-19T00:00:00.000","CENTRO DE CONSULTORIA E EDUCAÇÃO EM NUTRIÇÃO","Republic of Bulgaria","BG","156927.0","BR-FLEM-247370-CS-CDS"
"2018","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","E-Auctions","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","AQUISI&#199;&#195;O DE EQUIPAMENTOS PARA VIDEOCONFERENCIA (STORAGE E TV)","2018-03-05T00:00:00.000","C. COM INFORMATICA IMP. EXP. COMERCIO E INDUSTRIA LTDA","Federative Republic of Brazil","BR","156700.0","CONTRATO N 097/2018/SEE"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 7 - Impressora Multifuncional Copiadora e Scanner","2022-01-28T00:00:00.000","REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA","Federative Republic of Brazil","BR","156672.0","ID182 GO LOTE 07"
"2021","Brazil","Piaui: Pillars of Growth and Social Inclusion Project","Goods","Request for Bids","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","AQUISI&#199;&#195;O DE EQUIPAMENTOS GPS GEOD&#201;SICOS PARA UTILIZA&#199;&#195;O NA REGULARIZA&#199;&#195;O FUNDI&#193;RIA DAS TERRAS ESTADUAIS E DOS ASSENTAMENTOS RURAIS...","2020-07-01T00:00:00.000","SANTIAGO & CINTRA IMPORTACAO E EXPORTACAO LTDA","Federative Republic of Brazil","BR","156541.0","BR-INTERPI-PI-149933-GO-RFP"
"2018","Brazil","Energy and Mineral Sector Strengthening","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","An&#225;lise dos Reflexos das Mudan&#231;as Clim&#225;ticas nas Metodologias de Planejamento de Sistemas El&#233;tricos","2018-05-15T00:00:00.000","IX ESTUDOS E PROJETOS LTDA.","Federative Republic of Brazil","BR","155748.0","66"
"2019","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Contrata&#231;&#227;o de empresa especializada na &#225;rea de Engenharia Civil para Constru&#231;&#227;o laborat&#243;rio de Anatomia Patol&#243;gica e Citapatologia de Natal-RN","2019-04-30T00:00:00.000","AR PROJETOS E CONSTRUÇÕES LTDA","Federative Republic of Brazil","BR","155592.0","CONTRATO Nº 045/2019"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Consultoria para atuar como Assessor Jur&#237;dico no Projeto de Desenvolvimento Rural Sustent&#225;vel &#8211; PDRS - Projeto S&#227;o Jos&#233; III &#8211; 2&#170; Fase","2020-07-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","155256.0","BR-IAC-192068-CS-INDV"
"2018","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de Conjunto Mobili&#225;rio Professor","2018-05-24T00:00:00.000","ACOPLAST INDUSTRIA E COMERCIO LTDA - ME","Federative Republic of Brazil","BR","154003.0","002/2018 SEDUC"
"2022","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Direct Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Servi&#231;o de Assist&#234;ncia T&#233;cnica e Extens&#227;o Rural, no territ&#243;rio do Baixo Sul e Vale do Jequiri&#231;a - Bahia.","2021-12-07T00:00:00.000","FEDERAÇÃO DE ORGÃOSM ASSISTÊNCIA SOCIAL E EDUCACIONAL","Federative Republic of Brazil","BR","153950.0","BR-CAR-BA-253504-CS-CDS"
"2018","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","E-Auctions","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reforma e adequa&#231;&#227;o do pr&#233;dio do Escrit&#243;rio de Desenvolvimento Rural de Ara&#231;atuba atrav&#233;s de preg&#227;o eletr&#244;nico.","2018-05-10T00:00:00.000","SOUZASMAR CONSTRUÇÕES EIRELI","Federative Republic of Brazil","BR","153300.0","BR-SAA-SP-39955-NC-EA"
"2018","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Material de Higiene Pessoal - Sabonete l&#237;quido","2018-03-21T00:00:00.000","ALIANÇA DISTRIBUIDORA DE MATERIAIS  EM GERAL-ME","Federative Republic of Brazil","BR","152990.0","019/2018 SEDUC"
"2019","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Non-consulting Services","E-Auctions","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Servi&#231;os de manuten&#231;&#227;o, adequa&#231;&#227;o e conserva&#231;&#227;o do pr&#233;dio 1, pr&#233;dio 2 e guarita da Regional IV - S&#227;o Jos&#233; do Rio Preto da Secretaria do Meio Ambiente de S&#227;o Paulo","2018-07-13T00:00:00.000","NELY RODRIGUES CONSTRUÇÕES CIVIS, COMÉRCIO E PRESTAÇÃO DE SERVIÇOS LTDA - M","Federative Republic of Brazil","BR","152531.0","BR-SMA-SP-62019-NC-EA"
"2021","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Non-consulting Services","Request for Bids","Transportation","Contrato n&#186; 026-CT121/2020: servi&#231;os t&#233;cnicos para projetos b&#225;sicos de engenharia de seguran&#231;a vi&#225;ria para trecho de 102,7km de extens&#227;o, localizado nas rodovias BA-502 e BA-420.","2020-11-09T00:00:00.000","FUTURE ATP SERVIÇOS DE ENGENHARIA CONSULTIVA","Federative Republic of Brazil","BR","152235.0","BR-SEINFRA-BA-206106-NC-RFB"
"2021","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","Direct Selection","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","BR-SEPLAN - AC-168555-GO-DIR - 522/2020","2020-07-01T00:00:00.000","STAR COMERCIO DE SUPRIMENTOS EIRELI - ME","Federative Republic of Brazil","BR","151387.0","BR-SEPLAN - AC-168555-GO-DIR - 5"
"2018","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","CONJUNTO COLETIVO TAMANHO 01 CJC-01","2018-05-23T00:00:00.000","LUCINEIDE B. DOS SANTOS MOVEIS","Federative Republic of Brazil","BR","151383.0","014/2018 SEDUC"
"2019","Brazil","Rio de Janeiro Sustainable Rural Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA A CONSTRU&#199;&#195;O DE GALP&#195;O OFICINA PARA M&#193;QUINAS NO MUNIC&#205;PIO DE ITALVA","2018-09-03T00:00:00.000","CONPLAN EMPREENDIMENTO E SERVIÇOS LTDA - ME","Federative Republic of Brazil","BR","151233.0","BR-SEAPEC-RJ-70615-CW-RFQ"
"2019","Brazil","Tocantins Integrated Sustainable Regional Development","Consultant Services","Quality And Cost-Based Selection","Education;Transportation;Public Administration","servi&#231;os especializados para desenvolvimento do Manual Estadual de Restaura&#231;&#227;o de Vegeta&#231;&#227;o Nativa e desenvolvimento do Programa de Incentivos da Cadeia Produtiva da Restaura&#231;&#227;o.","2018-07-16T00:00:00.000","STCP ENGENHARIA DE PROJETOS LTDA","Federative Republic of Brazil","BR","151055.0","016/2018"
"2020","Brazil","Cear&#225; Water Security and Governance","Consultant Services","Direct Selection","Water, Sanitation and Waste Management","Consultor Individual Especialista S&#234;nior em Aquisi&#231;&#245;es.","2020-03-13T00:00:00.000","GIUSEPPE FURTADO NOGUEIRA","Federative Republic of Brazil","BR","150005.0","BR-IPECE-CE-01-CS-CDS"
"2019","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Assistente Administrativo (a) para Gest&#227;o do Projeto FIP Paisagem","2019-01-21T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","149828.0","GIZ BR-GIZ-109979-CS-INDV"
"2017","Brazil","Recife Swap Education and Public Management","Non-consulting Services","Request for Bids","Education;Transportation;Public Administration","Servi&#231;o de Limpeza de Caixa d'&#225;gua","2017-03-31T00:00:00.000","IMEDIATA IMPERMIABILIZAÇÕES E SERVIÇOS LTDA","Federative Republic of Brazil","BR","149822.0","013/2017 SEDUC"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Contrata&#231;&#227;o de empresa de obras de engenharia com vistas a realiza&#231;&#227;o de servi&#231;os complementares necess&#225;rios para finaliza&#231;&#227;o da obra da Central do Cidad&#227;o Zona Sul, munic&#237;pio de Natal/RN","2017-11-09T00:00:00.000","CLN LOCAÇÕES E SERVIÇOS EIRELI - ME","Federative Republic of Brazil","BR","149574.0","CT160/2017"
"2018","Brazil","Rio de Janeiro Sustainable Rural Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA A EXECU&#199;&#195;O DE OBRA DE REFORMA DOS ESCRIT&#211;RIOS DA EMATER-RIO NAS REGI&#213;ES SERRANA E M&#201;DIO NOROESTE","2018-06-29T00:00:00.000","CONSTRUMAX DE ITAOCARA CONSTRUCAO, REFORMA E PINTURA TECNICA LTDA. ME.","Federative Republic of Brazil","BR","149089.0","BR-SEAPEC-RJ-30511-CW-RFQ"
"2018","Brazil","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Goods","E-Auctions","Health;Education;Social Protection;Public Administration","Fornecimento de licen&#231;as de software Microsoft na modalidade de licenciamento Select","2018-04-02T00:00:00.000","INGRAM MICROTECNOLOGIA E INFORMÁTICA LTDA","Federative Republic of Brazil","BR","148280.0","BR-MSF-21736-GO-EA"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 14 - INCUBADORA PAREDE DUPLA COM SUPORTE DE SORO","2020-02-12T00:00:00.000","FANEN LTDA.","Federative Republic of Brazil","BR","147969.0","CONTRATO 003/2020."
"2018","Brazil","Rio de Janeiro Sustainable Rural Development Project","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","PRESTA&#199;&#195;O DE SERVI&#199;OS DE CONSULTORIA EM AVALIA&#199;&#195;O DE IMPACTOS","2018-04-30T00:00:00.000","OPORTUNIDADES ESTUDOS SOCIAIS ESPIRITO SANTO LTDA EPP","Federative Republic of Brazil","BR","147954.0","BR-SEAPEC-RJ-28301-CS-LCS"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","LOTE 2 - (Fibra &#243;ptica e enlaces r&#225;dio digital)","2020-05-21T00:00:00.000","INTERJATO SERVIÇOS DE TELECOMUNICAÇÕES LTDA.","Federative Republic of Brazil","BR","147160.0","ID128 CW"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de consultor individual para atuar como t&#233;cnico de Monitoramento e Avalia&#231;&#227;o da Assessoria de Planejamento, Monitoramento e Avalia&#231;&#227;o no Projeto de Desenvolvimento Rural Sustent&#225;vel &#8211; PDRS","2020-10-06T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","146689.0","BR-IAC-191981-CS-INDV"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 01 - Aparelho de Raio X","2021-12-10T00:00:00.000","VMI TECNOLOGIA LTDA","Federative Republic of Brazil","BR","146386.0","125/2021"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","CAMISA SEM MANGA (tipo mach&#227;o)","2018-08-29T00:00:00.000","GGS INDUSTRIA COMERCIO E SERVICO LTDA-ME","Federative Republic of Brazil","BR","145445.0","060/2018 SEDUC"
"2017","Brazil","Integrated Health and Water Management Project (SWAP)","Non-consulting Services","Direct Selection","Health;Social Protection;Water, Sanitation and Waste Management","250 inscricoes em curso de Aperfeicoamento em Gestao, Monitoramento e Avaliacao de Politicas Publicas","2016-07-05T00:00:00.000","FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DE RIO GRANDE DO SUL FAURGS","Federative Republic of Brazil","BR","144911.0","008/2016"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de consultoria individual, para atuar como t&#233;cnico de campo do componente de Inclus&#227;o Econ&#244;mica Sustent&#225;vel do Projeto de Desenvolvimento Rural Sustent&#225;vel &#8211; PDRS - Projeto S&#227;o Jos&#233; IV","2020-11-17T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","144815.0","BR-IAC-212392-CS-INDV"
"2019","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","Request for Bids","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Servi&#231;o de reprodu&#231;&#227;o gr&#225;fica, impress&#227;o,xerox e encaderna&#231;&#227;o de material did&#225;tico-pedag&#243;gico, no &#226;mbito do PROSER.","2018-10-02T00:00:00.000","RB COMUNICAÇÃO VISUAL EIRELI","Federative Republic of Brazil","BR","144759.0","BR-SEPLAN - AC-30023-GO-EA-2"
"2022","Brazil","SABESP - IMPROVING WATER SERVICE ACCESS AND SECURITY IN THE METROPOLITAN REGION OF S&#195;O PAULO PROJECT","Non-consulting Services","Direct Selection","Water, Sanitation and Waste Management","Presta&#231;&#227;o de servi&#231;o de levantamento geof&#237;sico na Barragem Atibainha, para subsidiar estudos t&#233;cnicos para compreens&#227;o dos mecanismos que levam ao surgimento de &#225;gua no p&#233; da barragem","2021-12-30T00:00:00.000","PCP ENGENHARIA E COMÉRCIO","Federative Republic of Brazil","BR","144315.0","BR-SABESP-249548-NC-DIR"
"2021","Brazil","Amazon Sustainable Landscapes Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","aquisi&#231;&#227;o, entrega, instala&#231;&#227;o, teste e treinamento para opera&#231;&#227;o de sistemas de refrigera&#231;&#227;o para 02 (duas) C&#226;maras Frigor&#237;ficas e para 02 (dois) T&#250;neis de Congelamento","2020-08-11T00:00:00.000","FRIGOTECNICA INDUSTRIA E COMERCIO DE EQUIP PARA REFRIGERACAO LTDA","Federative Republic of Brazil","BR","143894.0","BR-CI-164910-GO-RFQ"
"2021","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","Consultoria individual para atuar na &#225;rea de planejamento, monitoramento e avalia&#231;&#227;o do Projeto, bem como no acompanhamento da execu&#231;&#227;o das metas do Contrato de Gest&#227;o do PSJ III - 2&#170; Fase","2020-07-10T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","143421.0","BR-IAC-191791-CS-INDV"
"2021","Brazil","Sao Paulo State Sustainable Transport Project","Goods","E-Auctions","Transportation;Water, Sanitation and Waste Management;Public Administration","AQUISI&#199;&#195;O DE WORKSTATIONS PARA AS SECTAP &#8211; SE&#199;&#195;O T&#201;CNICA DE APOIO DAS COMPANHIAS OPERACIONAIS DOS QUATRO BATALH&#213;ES DE POL&#205;CIA MILITAR AMBIENTAL DO ESTADO.","2021-06-17T00:00:00.000","MICROWARE ENGENHARIA DE SISTEMAS LTDA","Federative Republic of Brazil","BR","143238.0","BR-DER-SP-107799-GO-RFB"
"2019","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","Individual Consultant Selection","Transportation","Contrato CT088/2018, de 11/07/2018","2018-07-11T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","142777.0","BR-SEINFRA-BA-73490-CS-INDV"
