"year","month","month_code","district_code","district","total_temporary_assistance_cases","total_temporary_assistance_recipients","total_temporary_assistance_children","total_temporary_assistance_adults","total_temporary_assistance_expenditures","family_assistance_federally_participating_cases","family_assistance_federally_participating_recipients","family_assistance_federally_participating_children","family_assistance_federally_participating_adults","family_assistance_federally_participating_expenditures","safety_net_assistance_cases","safety_net_assistance_recipients","safety_net_assistance_children","safety_net_assistance_adults","safety_net_assistance_expenditures","federally_participating_temporary_assistance_for_needy_families_cases","federally_participating_temporary_assistance_for_needy_families_recipients","federally_participating_temporary_assistance_for_needy_families_expenditures","federally_non_participating_cases","federally_non_participating_recipients","federally_non_participating_expenditures","safety_net_assistance_federally_participating_cases","safety_net_assistance_federally_participating_recipients","safety_net_assistance_federally_participating_children","safety_net_assistance_federally_participating_adults","safety_net_assistance_federally_participating_expenditures","safety_net_federally_non_participating_cases","safety_net_federally_non_participating_recipients","safety_net_federally_non_participating_children","safety_net_federally_non_participating_adults","safety_net_federally_non_participating_expenditures","maintenance_of_effort_cases","maintenance_of_effort_recipients","maintenance_of_effort_children","maintenance_of_effort_adults","maintenance_of_effort_expenditures","non_maintenance_of_effort_cases","non_maintenance_of_effort_recipients","non_maintenance_of_effort_children","non_maintenance_of_effort_adults","non_maintenance_of_effort_expenditures"
"2021","April","4","66","New York City","196774","362616","154957","207659","126671917","46582","110100","76182","33918","27698164","150192","252516","78775","173741","98973753","46621","110181","27717701","150153","252435","98954216","39","81","50","31","19537","150153","252435","78725","173710","98954216","28284","93206","57487","35719","20270901","121869","159229","21238","137991","78683315"
"2021","April","4","7","Chemung","673","1030","690","340","381016","350","636","575","61","181181","323","394","115","279","199835","356","654","184168","317","376","196848","6","18","10","8","2987","317","376","105","271","196848","15","48","30","18","9527","302","328","75","253","187321"
"2021","April","4","8","Chenango","301","446","271","175","156287","152","264","232","32","80062","149","182","39","143","76225","154","269","80969","147","177","75318","2","5","3","2","907","147","177","36","141","75318","11","39","27","12","5926","136","138","9","129","69392"
"2021","April","4","9","Clinton","597","922","540","382","348006","286","541","457","84","160520","311","381","83","298","187486","292","554","165424","305","368","182582","6","13","7","6","4904","305","368","76","292","182582","21","68","45","23","14289","284","300","31","269","168293"
"2021","March","3","1","Albany","1413","2402","1475","927","1297610","690","1380","1174","206","557202","723","1022","301","721","740408","695","1393","564200","718","1009","733410","5","13","9","4","6998","718","1009","292","717","733410","72","244","171","73","72772","646","765","121","644","660638"
"2021","March","3","10","Columbia","301","494","277","217","250005","124","258","213","45","70285","177","236","64","172","179720","128","266","74275","173","228","175730","4","8","4","4","3990","173","228","60","168","175730","17","60","43","17","8702","156","168","17","151","167028"
"2021","March","3","11","Cortland","353","535","261","274","200514","137","276","221","55","80853","216","259","40","219","119661","142","294","87527","211","241","112987","5","18","11","7","6674","211","241","29","212","112987","7","21","13","8","4630","204","220","16","204","108357"
"2021","March","3","12","Delaware","169","256","147","109","110853","91","166","132","34","45128","78","90","15","75","65725","91","166","45128","78","90","65725","0","0","0","0","0","78","90","15","75","65725","4","13","9","4","2767","74","77","6","71","62958"
"2021","March","3","13","Dutchess","998","1606","877","729","1057734","415","879","712","167","401262","583","727","165","562","656472","422","896","411680","576","710","646054","7","17","10","7","10418","576","710","155","555","646054","41","139","95","44","54237","535","571","60","511","591817"
"2021","March","3","14","Erie","8662","16801","9611","7190","4411645","3426","7838","6086","1752","1904215","5236","8963","3525","5438","2507430","3462","7925","1923934","5200","8876","2487711","36","87","49","38","19719","5200","8876","3476","5400","2487711","908","3499","2553","946","590385","4292","5377","923","4454","1897326"
"2021","March","3","15","Essex","90","140","94","46","59170","53","97","86","11","26357","37","43","8","35","32813","53","97","26357","37","43","32813","0","0","0","0","0","37","43","8","35","32813","3","8","5","3","865","34","35","3","32","31948"
"2021","March","3","16","Franklin","405","636","295","341","207799","156","323","231","92","80129","249","313","64","249","127670","157","326","80655","248","310","127144","1","3","2","1","526","248","310","62","248","127144","16","56","40","16","10162","232","254","22","232","116982"
"2021","March","3","17","Fulton","225","324","177","147","150824","90","160","139","21","48851","135","164","38","126","101973","95","170","50754","130","154","100070","5","10","5","5","1903","130","154","33","121","100070","6","24","19","5","5373","124","130","14","116","94697"
"2021","March","3","18","Genesee","240","353","169","184","114810","90","178","140","38","42916","150","175","29","146","71894","91","180","43441","149","173","71369","1","2","1","1","525","149","173","28","145","71369","10","32","23","9","5715","139","141","5","136","65654"
"2021","March","3","19","Greene","198","310","172","138","122449","88","165","140","25","49290","110","145","32","113","73159","91","176","51425","107","134","71024","3","11","8","3","2135","107","134","24","110","71024","12","33","20","13","9031","95","101","4","97","61993"
"2021","March","3","2","Allegany","267","416","214","202","132364","117","228","177","51","63092","150","188","37","151","69272","118","232","63444","149","184","68920","1","4","3","1","352","149","184","34","150","68920","7","23","16","7","4898","142","161","18","143","64022"
"2021","March","3","20","Hamilton","7","14","7","7","2384","2","6","5","1","1018","5","8","2","6","1366","2","6","1018","5","8","1366","0","0","0","0","0","5","8","2","6","1366","1","3","2","1","656","4","5","0","5","710"
"2021","March","3","21","Herkimer","369","613","348","265","196447","162","326","266","60","85309","207","287","82","205","111138","164","329","86220","205","284","110227","2","3","1","2","911","205","284","81","203","110227","17","63","47","16","14325","188","221","34","187","95902"
"2021","March","3","22","Jefferson","1033","1654","808","846","613455","358","760","592","168","211526","675","894","216","678","401929","367","785","221831","666","869","391624","9","25","16","9","10305","666","869","200","669","391624","55","172","114","58","31296","611","697","86","611","360328"
"2021","March","3","23","Lewis","108","148","80","68","60014","42","77","66","11","21691","66","71","14","57","38323","42","77","21691","66","71","38323","0","0","0","0","0","66","71","14","57","38323","1","3","2","1","622","65","68","12","56","37701"
"2021","March","3","24","Livingston","407","638","317","321","225804","155","305","238","67","91804","252","333","79","254","134000","162","317","94719","245","321","131085","7","12","6","6","2915","245","321","73","248","131085","21","61","39","22","13995","224","260","34","226","117090"
"2021","March","3","25","Madison","252","402","254","148","154827","121","226","194","32","79277","131","176","60","116","75550","125","236","80991","127","166","73836","4","10","6","4","1714","127","166","54","112","73836","14","45","33","12","7722","113","121","21","100","66114"
"2021","March","3","26","Monroe","6889","12470","7280","5190","3809470","2958","6413","5163","1250","1775821","3931","6057","2117","3940","2033649","3037","6625","1823809","3852","5845","1985661","79","212","124","88","47988","3852","5845","1993","3852","1985661","615","2211","1576","635","379953","3237","3634","417","3217","1605708"
"2021","March","3","27","Montgomery","394","711","395","316","273530","154","325","260","65","88024","240","386","135","251","185506","156","332","89331","238","379","184199","2","7","5","2","1307","238","379","130","249","184199","40","137","97","40","26581","198","242","33","209","157618"
"2021","March","3","28","Nassau","3289","5327","2485","2842","4833032","915","1853","1526","327","1320230","2374","3474","959","2515","3512802","916","1856","1320731","2373","3471","3512301","1","3","1","2","501","2373","3471","958","2513","3512301","274","941","663","278","678950","2099","2530","295","2235","2833351"
"2021","March","3","29","Niagara","1572","2553","1430","1123","832292","672","1308","1078","230","356243","900","1245","352","893","476049","694","1372","367710","878","1181","464582","22","64","42","22","11467","878","1181","310","871","464582","80","290","202","88","49315","798","891","108","783","415267"
"2021","March","3","3","Broome","2303","3641","1967","1674","1307925","902","1732","1432","300","529165","1401","1909","535","1374","778760","914","1758","534605","1389","1883","773320","12","26","13","13","5440","1389","1883","522","1361","773320","165","561","380","181","119363","1224","1322","142","1180","653957"
"2021","March","3","30","Oneida","2356","4586","2607","1979","1389773","884","2134","1675","459","556697","1472","2452","932","1520","833076","893","2168","563483","1463","2418","826290","9","34","23","11","6786","1463","2418","909","1509","826290","238","967","707","260","164147","1225","1451","202","1249","662143"
"2021","March","3","31","Onondaga","4614","8916","5142","3774","2487428","1843","4354","3385","969","1093117","2771","4562","1757","2805","1394311","1846","4363","1096344","2768","4553","1391084","3","9","6","3","3227","2768","4553","1751","2802","1391084","475","1789","1286","503","312718","2293","2764","465","2299","1078366"
"2021","March","3","32","Ontario","680","1008","509","499","426899","258","489","401","88","143777","422","519","108","411","283122","261","499","148054","419","509","278845","3","10","6","4","4277","419","509","102","407","278845","23","84","59","25","20917","396","425","43","382","257928"
"2021","March","3","33","Orange","1418","2484","1410","1074","1473256","547","1151","948","203","558804","871","1333","462","871","914452","556","1175","598151","862","1309","875105","9","24","14","10","39347","862","1309","448","861","875105","161","541","379","162","166034","701","768","69","699","709071"
"2021","March","3","34","Orleans","440","753","411","342","229116","191","414","315","99","109253","249","339","96","243","119863","191","414","109253","249","339","119863","0","0","0","0","0","249","339","96","243","119863","20","82","57","25","12967","229","257","39","218","106896"
"2021","March","3","35","Oswego","1150","2072","1170","902","642144","498","1052","836","216","278320","652","1020","334","686","363824","506","1074","282813","644","998","359331","8","22","12","10","4493","644","998","322","676","359331","75","252","173","79","57483","569","746","149","597","301848"
"2021","March","3","36","Otsego","203","296","145","151","169086","79","145","124","21","45582","124","151","21","130","123504","80","148","45772","123","148","123314","1","3","1","2","190","123","148","20","128","123314","4","19","15","4","3513","119","129","5","124","119801"
"2021","March","3","37","Putnam","65","92","61","31","62714","36","59","53","6","47137","29","33","8","25","15577","38","63","47574","27","29","15140","2","4","2","2","437","27","29","6","23","15140","0","0","0","0","0","27","29","6","23","15140"
"2021","March","3","38","Rensselaer","759","1506","1008","498","582495","412","862","704","158","265590","347","644","304","340","316905","418","877","269370","341","629","313125","6","15","7","8","3780","341","629","297","332","313125","88","325","237","88","66138","253","304","60","244","246987"
"2021","March","3","39","Rockland","600","1028","573","455","400560","232","492","416","76","147455","368","536","157","379","253105","234","496","156247","366","532","244313","2","4","2","2","8792","366","532","155","377","244313","22","94","68","26","30370","344","438","87","351","213943"
"2021","March","3","4","Cattaraugus","755","1141","562","579","400036","294","575","459","116","152763","461","566","103","463","247273","311","623","165952","444","518","234084","17","48","26","22","13189","444","518","77","441","234084","19","64","44","20","11549","425","454","33","421","222535"
