"nopd_item","type","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0096011","21","COMPLAINT OTHER","1H","3687728.00000000","526804.00000000","2011-01-01T14:02:39.000","2011-01-01T14:03:47.000","2011-01-01T14:06:36.000","2011-01-01T14:07:25.000","NAT","NECESSARY ACTION TAKEN","Belleville St & Lamarque St","70114","4","(29.94233772825, -90.048571559547)"
"A0096111","24","AMBULANCE REQUEST","2B","3698239.00000000","555411.00000000","2011-01-01T14:05:09.000","2011-01-01T14:08:57.000","2011-01-01T14:18:39.000","2011-01-01T14:38:55.000","NAT","NECESSARY ACTION TAKEN","065XX Lamb Rd","70126","7","(30.020668328574, -90.014346516424)"
"A0096211","21","COMPLAINT OTHER","2H","3691204.00000000","539850.00000000","2011-01-01T14:07:43.000","2011-01-01T14:09:36.000","2011-01-01T14:17:31.000","2011-01-01T14:41:54.000","NAT","NECESSARY ACTION TAKEN","Desire St & N Miro St","70117","5","(29.978102049361, -90.037131150321)"
"A0096311","21","COMPLAINT OTHER","1H","3676498.00000000","526866.00000000","2011-01-01T14:08:29.000","2011-01-01T14:08:36.000","2011-01-01T14:10:52.000","2011-01-01T14:17:33.000","NAT","NECESSARY ACTION TAKEN","016XX La Salle St","70113","6","(29.942849655286, -90.084025076091)"
"A0096411","62R","RESIDENCE BURGLARY","1C","3677296.00000000","524663.00000000","2011-01-01T14:08:17.000","2011-01-01T15:25:42.000","2011-01-01T15:28:52.000","2011-01-01T16:35:00.000","RTF","REPORT TO FOLLOW","021XX Baronne St","70113","6","(29.936768183713, -90.081581580204)"
"A0096511","107","SUSPICIOUS PERSON","1H","3674364.00000000","533838.00000000","2011-01-01T14:12:00.000","2011-01-01T14:12:01.000","2011-01-01T14:12:01.000","2011-01-01T14:14:41.000","NAT","NECESSARY ACTION TAKEN","Baudin St & S Broad St","70119","1","(29.96208414431, -90.090523884331)"
"A0096611","21","COMPLAINT OTHER","1E","3663679.00000000","519655.00000000","2011-01-01T14:13:19.000","2011-01-01T15:05:26.000",,"2011-01-01T15:32:02.000","NAT","NECESSARY ACTION TAKEN","062XX Magazine St","70118","2","(29.9233997692, -90.124738059199)"
"A0096711","21","COMPLAINT OTHER","1G","3713188.00000000","553353.00000000","2011-01-01T14:11:48.000","2011-01-01T14:38:40.000","2011-01-01T14:46:00.000","2011-01-01T15:06:49.000","NAT","NECESSARY ACTION TAKEN","101XX Old Gentilly Rd","70129","7","(30.014528009324, -89.967190144358)"
"A0096811","21","COMPLAINT OTHER","1H","3683300.00000000","532119.00000000","2011-01-01T14:14:21.000","2011-01-02T00:38:46.000",,"2011-01-02T00:58:10.000","NAT","NECESSARY ACTION TAKEN","007XX Decatur St","70116","8","(29.957087953552, -90.062365597093)"
"A0096911","62A","BURGLAR ALARM, SILEN","2C","3670814.00000000","553913.00000000","2011-01-01T14:16:10.000","2011-01-01T14:17:00.000",,"2011-01-01T14:21:01.000","VOI","VOID","070XX Argonne Blvd","70124","3","(30.01738888476, -90.101052511665)"
"A0097011","62A","BURGLAR ALARM, SILEN","2C","3699211.00000000","518991.00000000","2011-01-01T14:15:59.000","2011-01-01T14:17:44.000","2011-01-01T14:20:56.000","2011-01-01T14:25:02.000","NAT","NECESSARY ACTION TAKEN","042XX Gen De Gaulle Dr","70131","4","(29.920495655589, -90.012601707392)"
"A0097111","94F","FIREWORKS","1H","3687847.00000000","546698.00000000","2011-01-01T14:15:48.000","2011-01-01T15:42:45.000","2011-01-01T15:52:53.000","2011-01-01T15:54:48.000","NAT","NECESSARY ACTION TAKEN","Clover St & Lotus St","70122","3","(29.997035594741, -90.04749101083)"
"A0097211","99","RECKLESS DRIVING","2D","3721962.00000000","570048.00000000","2011-01-01T14:16:05.000","2011-01-01T14:20:03.000",,"2011-01-01T14:25:45.000","GOA","GONE ON ARRIVAL","I-10 E & Little Woods Exit","70129","7","(30.060141878241, -89.938827044765)"
"A0097311","18","TRAFFIC  INCIDENT","1H","3732996.00000000","562418.00000000","2011-01-01T14:18:24.000","2011-01-01T14:18:25.000","2011-01-01T14:18:25.000","2011-01-01T14:27:08.000","NAT","NECESSARY ACTION TAKEN","147XX Chef Menteur Hwy","70129","7","(30.038788769112, -89.904250475161)"
"A0097511","99","RECKLESS DRIVING","2D","3678485.00000000","545057.00000000","2011-01-01T14:18:36.000","2011-01-01T14:21:54.000","2011-01-01T14:30:14.000","2011-01-01T14:48:51.000","NAT","NECESSARY ACTION TAKEN","I-610 E & St Bernard Ave","70122","3","(29.992808975244, -90.07712198449)"
"A0097611","35D","SIMPLE BATTERY DOMES","2B","3664311.00000000","538300.00000000","2011-01-01T14:18:04.000","2011-01-01T14:23:03.000","2011-01-01T14:35:21.000","2011-01-01T15:26:24.000","RTF","REPORT TO FOLLOW","095XX Stroelitz St","70118","3","(29.974649158832, -90.12212093232)"
"A0097711","21","COMPLAINT OTHER","1H","3665733.00000000","529397.00000000","2011-01-01T14:23:25.000","2011-01-01T14:23:27.000","2011-01-01T14:23:54.000","2011-01-01T14:45:19.000","NAT","NECESSARY ACTION TAKEN","021XX Pine St","70118","2","(29.950127428815, -90.117928137891)"
"A0097811","20I","AUTO ACCIDENT WITH I","2B","3686276.00000000","538629.00000000","2011-01-01T14:24:50.000","2011-01-01T14:41:58.000","2011-01-01T14:51:11.000","2011-01-01T15:47:42.000","RTF","REPORT TO FOLLOW","N Derbigny St & St Roch Ave","70117","5","(29.974897092123, -90.052738590686)"
"A0097911","103","DISTURBANCE (OTHER)","2C","3679815.00000000","539318.00000000","2011-01-01T14:25:28.000","2011-01-01T14:27:42.000","2011-01-01T14:34:48.000","2011-01-01T14:42:57.000","NAT","NECESSARY ACTION TAKEN","015XX N Rocheblave St","70119","1","(29.976988569985, -90.073120133053)"
"A0098011","18","TRAFFIC  INCIDENT","1H","3669508.00000000","540995.00000000","2011-01-01T14:26:26.000","2011-01-01T14:26:27.000","2011-01-01T14:26:27.000","2011-01-01T14:49:21.000","NAT","NECESSARY ACTION TAKEN","048XX Conti St","70119","3","(29.981907421727, -90.105616283322)"
"A0098111","21","COMPLAINT OTHER","1H","3669156.00000000","539253.00000000","2011-01-01T14:25:31.000","2011-01-01T15:19:01.000","2011-01-01T15:39:19.000","2011-01-01T15:56:19.000","NAT","NECESSARY ACTION TAKEN","002XX S Olympia St","70119","3","(29.97712787684, -90.106786966179)"
"A0098211","21","COMPLAINT OTHER","1H","3679074.00000000","525249.00000000","2011-01-01T14:27:50.000","2011-01-01T14:27:53.000","2011-01-01T14:27:57.000","2011-01-01T15:15:17.000","NAT","NECESSARY ACTION TAKEN","St Charles Ave & Terpsichore St","70130","6","(29.938325962395, -90.075948048359)"
"A0098311","103","DISTURBANCE (OTHER)","2C","3679087.00000000","525231.00000000","2011-01-01T14:26:33.000","2011-01-01T14:30:10.000",,"2011-01-01T14:31:35.000","DUP","DUPLICATE","016XX St Charles Ave","70130","6","(29.938276076085, -90.075907629718)"
"A0098411","911","SILENT E-911 CALL","2D","3719794.00000000","572728.00000000","2011-01-01T14:32:56.000","2011-01-01T14:36:57.000",,"2011-01-01T14:38:33.000","VOI","VOID","076XX Shorewood Blvd","70128","7","(30.067583124578, -89.945577307167)"
"A0098611","62A","BURGLAR ALARM, SILEN","2C","3677628.00000000","540308.00000000","2011-01-01T14:33:58.000","2011-01-01T14:35:08.000",,"2011-01-01T14:42:49.000","VOI","VOID","029XX Grand Route St John","70119","1","(29.979776684673, -90.079993181605)"
"A0098711","21","COMPLAINT OTHER","2H","3667750.00000000","533744.00000000","2011-01-01T14:33:17.000","2011-01-01T14:35:15.000","2011-01-01T14:38:17.000","2011-01-01T14:47:48.000","NAT","NECESSARY ACTION TAKEN","079XX Olive St","70125","2","(29.962021271051, -90.111413130475)"
"A0098811","21","COMPLAINT OTHER","1H","3681752.00000000","531382.00000000","2011-01-01T14:38:41.000","2011-01-02T00:58:16.000",,"2011-01-02T01:18:18.000","NAT","NECESSARY ACTION TAKEN","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0098911","67","THEFT","1E","3672395.00000000","528320.00000000","2011-01-01T14:41:40.000","2011-01-01T15:45:58.000","2011-01-01T15:49:30.000","2011-01-01T15:50:39.000","UNF","UNFOUNDED","027XX S Galvez St","70125","6","(29.94697004758, -90.09692972292)"
"A0099011","103","DISTURBANCE (OTHER)","1C","3683051.00000000","531872.00000000","2011-01-01T14:42:09.000","2011-01-01T16:34:46.000","2011-01-01T16:41:52.000","2011-01-01T16:48:37.000","NAT","NECESSARY ACTION TAKEN","006XX Decatur St","70130","8","(29.956416379717, -90.06316050685)"
"A0099111","56","SIMPLE CRIMINAL DAMA","1A","3681022.00000000","538636.00000000","2011-01-01T14:42:53.000","2011-01-01T15:19:31.000","2011-01-01T15:22:25.000","2011-01-01T16:02:32.000","RTF","REPORT TO FOLLOW","020XX Lapeyrouse St","70116","1","(29.975076750206, -90.069331803729)"
"A0099211","21","COMPLAINT OTHER","1H","3698011.00000000","526303.00000000","2011-01-01T14:46:48.000","2011-01-01T16:47:56.000","2011-01-01T16:54:15.000","2011-01-01T19:13:09.000","NAT","NECESSARY ACTION TAKEN","013XX Richland Rd","70114","4","(29.940639118697, -90.016124200864)"
"A0099311","103","DISTURBANCE (OTHER)","1C","3698138.00000000","552955.00000000","2011-01-01T14:47:16.000","2011-01-01T14:49:49.000","2011-01-01T15:03:18.000","2011-01-01T15:09:35.000","NAT","NECESSARY ACTION TAKEN","045XX Lynhuber Dr","70126","7","(30.013918454811, -90.014754945457)"
"A0099411","21","COMPLAINT OTHER","1H","3698011.00000000","526303.00000000","2011-01-01T14:47:48.000","2011-01-01T16:48:04.000",,"2011-01-01T19:13:31.000","NAT","NECESSARY ACTION TAKEN","013XX Richland Rd","70114","4","(29.940639118697, -90.016124200864)"
"A0099511","18","TRAFFIC  INCIDENT","1H","3696841.00000000","521696.00000000","2011-01-01T14:47:54.000","2011-01-01T14:47:56.000","2011-01-01T14:48:06.000","2011-01-01T15:09:59.000","NAT","NECESSARY ACTION TAKEN","Westbend Pkwy & Westpark Dr","70114","4","(29.928008385254, -90.019984783231)"
"A0099611","103","DISTURBANCE (OTHER)","1C","3684947.00000000","540357.00000000","2011-01-01T14:46:47.000","2011-01-01T15:55:02.000","2011-01-01T16:00:22.000","2011-01-01T16:43:17.000","NAT","NECESSARY ACTION TAKEN","022XX N Miro St","70117","5","(29.979689259906, -90.056875107036)"
"A0099711","21","COMPLAINT OTHER","1A","3689545.00000000","529428.00000000","2011-01-01T14:47:06.000","2011-01-01T16:34:59.000","2011-01-01T16:46:36.000","2011-01-01T17:30:46.000","RTF","REPORT TO FOLLOW","013XX Evelina St","70114","4","(29.949496686429, -90.04274159132)"
"A0099811","21","COMPLAINT OTHER","1H","3698011.00000000","526303.00000000","2011-01-01T14:48:56.000","2011-01-01T16:48:11.000",,"2011-01-01T19:13:49.000","NAT","NECESSARY ACTION TAKEN","013XX Richland Rd","70114","4","(29.940639118697, -90.016124200864)"
"A0099911","21","COMPLAINT OTHER","1H","3698011.00000000","526303.00000000","2011-01-01T14:50:02.000","2011-01-01T16:48:17.000",,"2011-01-01T17:32:05.000","NAT","NECESSARY ACTION TAKEN","013XX Richland Rd","70114","4","(29.940639118697, -90.016124200864)"
"A0100011","20","AUTO ACCIDENT","1C","3680740.00000000","532469.00000000","2011-01-01T14:50:43.000","2011-01-01T14:51:06.000","2011-01-01T15:00:43.000","2011-01-01T17:40:15.000","RTF","REPORT TO FOLLOW","Conti St & N Rampart St","70112","8","(29.958128164666, -90.070437099507)"
"A0100211","103","DISTURBANCE (OTHER)","1C","3671047.00000000","529950.00000000","2011-01-01T14:50:57.000","2011-01-01T15:11:40.000","2011-01-01T15:17:22.000","2011-01-01T15:18:17.000","GOA","GONE ON ARRIVAL","Washington Ave & S White St","70125","2","(29.951491939034, -90.101130524155)"
"A0100311","19","DRUNK","1F","3684208.00000000","536292.00000000","2011-01-01T14:49:29.000","2011-01-01T15:08:37.000","2011-01-01T15:11:00.000","2011-01-01T15:36:24.000","NAT","NECESSARY ACTION TAKEN","011XX Touro St","70116","5","(29.968534542708, -90.059351912312)"
"A0100411","67","THEFT","1E","3681383.00000000","531040.00000000","2011-01-01T14:51:53.000","2011-01-01T14:51:57.000","2011-01-01T15:05:57.000","2011-01-01T16:13:06.000","RTF","REPORT TO FOLLOW","007XX Iberville St","70130","8","(29.954179397272, -90.068456496398)"
"A0100511","103","DISTURBANCE (OTHER)","1A","3665563.00000000","554041.00000000","2011-01-01T14:52:05.000","2011-01-01T15:07:28.000","2011-01-01T15:25:56.000","2011-01-01T16:53:20.000","NAT","NECESSARY ACTION TAKEN","069XX Fleur De Lis Dr","70124","3","(30.017895070172, -90.117639345215)"
"A0100611","107","SUSPICIOUS PERSON","2B","3718345.00000000","572069.00000000","2011-01-01T14:54:59.000","2011-01-01T14:55:01.000","2011-01-01T14:55:17.000","2011-01-01T15:11:13.000","NAT","NECESSARY ACTION TAKEN","Curran Blvd & Rochon Ave","70128","7","(30.065819324561, -89.950182961778)"
"A0100711","107","SUSPICIOUS PERSON","2B","3681912.00000000","536821.00000000","2011-01-01T14:53:41.000","2011-01-01T14:57:40.000","2011-01-01T15:04:55.000","2011-01-01T15:27:09.000","GOA","GONE ON ARRIVAL","014XX N Robertson St","70116","1","(29.970059102825, -90.066584326016)"
"A0100811","62A","BURGLAR ALARM, SILEN","2C","3679794.00000000","554176.00000000","2011-01-01T14:56:01.000","2011-01-01T14:58:24.000",,"2011-01-01T14:59:54.000","VOI","VOID","017XX Pressburg St","70122","3","(30.017843437583, -90.072670170535)"
"A0100911","103","DISTURBANCE (OTHER)","1C","3675157.00000000","526753.00000000","2011-01-01T14:56:02.000","2011-01-01T15:07:25.000","2011-01-01T15:11:28.000","2011-01-01T15:28:16.000","NAT","NECESSARY ACTION TAKEN","022XX Magnolia St","70113","6","(29.94257907698, -90.088262816492)"
"A0101011","21","COMPLAINT OTHER","1H","3664573.00000000","519232.00000000","2011-01-01T15:00:03.000","2011-01-01T15:19:01.000","2011-01-01T15:47:50.000","2011-01-01T16:44:13.000","NAT","NECESSARY ACTION TAKEN","060XX Magazine St","70118","2","(29.922210692959, -90.121930141022)"
"A0101111","21L","LOST OR STOLEN","0A","3681752.00000000","531382.00000000","2011-01-01T15:00:52.000","2011-01-02T00:02:54.000","2011-01-02T00:04:20.000","2011-01-02T01:11:08.000","UNF","UNFOUNDED","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0101211","21","COMPLAINT OTHER","1H","3663714.00000000","529658.00000000","2011-01-01T15:02:18.000","2011-01-01T15:02:21.000","2011-01-01T15:02:23.000","2011-01-01T15:10:48.000","NAT","NECESSARY ACTION TAKEN","080XX Hickory St","70118","2","(29.950903826387, -90.124294403683)"
"A0101411","103","DISTURBANCE (OTHER)","1C","3705773.00000000","563998.00000000","2011-01-01T15:02:09.000","2011-01-01T15:05:05.000","2011-01-01T15:11:15.000","2011-01-01T15:42:51.000","NAT","NECESSARY ACTION TAKEN","093XX Dinkins St","70127","7","(30.044038600742, -89.99022347534)"
"A0101511","21L","LOST OR STOLEN","1E","3685333.00000000","538533.00000000","2011-01-01T15:02:27.000","2011-01-01T16:23:22.000","2011-01-01T16:28:00.000","2011-01-01T17:42:10.000","RTF","REPORT TO FOLLOW","022XX N Derbigny St","70117","5","(29.9746620706, -90.055720199148)"
"A0101611","103D","DOMESTIC DISTURBANCE","2B","3687135.00000000","537651.00000000","2011-01-01T15:03:49.000","2011-01-01T15:24:54.000","2011-01-01T15:30:25.000","2011-01-01T15:32:41.000","UNF","UNFOUNDED","014XX Arts St","70117","5","(29.972181510074, -90.050060249533)"
"A0101711","65P","SIMPLE ROBBERY - PUR","2B","3683900.00000000","534187.00000000","2011-01-01T15:05:04.000","2011-01-01T15:35:50.000","2011-01-01T15:51:56.000","2011-01-01T16:18:15.000","RTF","REPORT TO FOLLOW","013XX Royal St","70116","8","(29.962755931442, -90.060398441578)"
"A0101811","21","COMPLAINT OTHER","1H","3697526.00000000","515553.00000000","2011-01-01T15:07:24.000","2011-01-01T15:07:26.000",,"2011-01-01T15:07:52.000","NAT","NECESSARY ACTION TAKEN","040XX Behrman Hwy","70114","4","(29.911095614472, -90.018045004802)"
"A0102011","68","UNAUTHORIZED USE OF","1F","3685682.00000000","534577.00000000","2011-01-01T15:06:11.000","2011-01-01T17:54:45.000","2011-01-01T18:24:35.000","2011-01-01T19:35:35.000","RTF","REPORT TO FOLLOW","023XX Chartres St","70117","8","(29.963773742562, -90.054757386656)"
"A0102311","21","COMPLAINT OTHER","1H","3673807.00000000","520291.00000000","2011-01-01T15:09:15.000","2011-01-01T15:09:18.000","2011-01-01T15:09:21.000","2011-01-01T15:39:41.000","NAT","NECESSARY ACTION TAKEN","014XX Foucher St","70115","6","(29.924850940549, -90.09274597606)"
"A0102411","107","SUSPICIOUS PERSON","2B","3682521.00000000","531192.00000000","2011-01-01T15:09:20.000","2011-01-01T15:09:23.000","2011-01-01T15:17:59.000","2011-01-01T15:23:45.000","NAT","NECESSARY ACTION TAKEN","004XX Decatur St","70130","8","(29.954562754741, -90.064857839981)"
"A0102511","107","SUSPICIOUS PERSON","2B","3674086.00000000","525345.00000000","2011-01-01T15:08:34.000","2011-01-01T15:10:35.000","2011-01-01T15:31:24.000","2011-01-01T15:36:56.000","GOA","GONE ON ARRIVAL","025XX Washington Ave","70113","6","(29.938739493676, -90.091692386886)"
"A0102611","107","SUSPICIOUS PERSON","2B","3687381.00000000","526814.00000000","2011-01-01T15:10:13.000","2011-01-01T15:10:16.000",,"2011-01-01T15:11:19.000","NAT","NECESSARY ACTION TAKEN","Lamarque St & Vallette St","70114","4","(29.942375918425, -90.049666759709)"
"A0102811","21","COMPLAINT OTHER","2H","3679822.00000000","531657.00000000","2011-01-01T15:09:53.000","2011-01-01T15:11:23.000",,"2011-01-01T15:14:52.000","UNF","UNFOUNDED","Canal St & Elk Pl","70112","8","(29.955923227946, -90.073364083464)"
"A0102911","21","COMPLAINT OTHER","1F","3700044.00000000","520117.00000000","2011-01-01T15:10:21.000","2011-01-01T16:40:06.000","2011-01-01T16:49:35.000","2011-01-01T17:16:10.000","NAT","NECESSARY ACTION TAKEN","031XX Rue Parc Fontaine","70131","4","(29.923565342822, -90.009931282326)"
"A0103111","103","DISTURBANCE (OTHER)","1C","3683169.00000000","535988.00000000","2011-01-01T15:12:08.000","2011-01-01T15:18:08.000","2011-01-01T15:18:45.000","2011-01-01T15:43:10.000","NAT","NECESSARY ACTION TAKEN","011XX St Bernard Ave","70116","5","(29.967730370639, -90.062643771457)"
"A0103211","94","DISCHARGING FIREARMS","2B","3694712.00000000","523738.00000000","2011-01-01T15:15:10.000","2011-01-01T15:18:00.000","2011-01-01T15:24:49.000","2011-01-01T15:42:15.000","UNF","UNFOUNDED","019XX Elizardi Blvd","70114","4","(29.933690115318, -90.026632004625)"
"A0103311","67C","THEFT FROM EXTERIOR","1E","3670354.00000000","518055.00000000","2011-01-01T15:14:04.000","2011-01-01T15:18:52.000","2011-01-01T15:22:20.000","2011-01-01T15:29:47.000","UNF","UNFOUNDED","007XX Cadiz St","70115","2","(29.91880499605, -90.103721731946)"
"A0103411","107","SUSPICIOUS PERSON","2B","3681448.00000000","531017.00000000","2011-01-01T15:16:30.000","2011-01-01T15:16:32.000","2011-01-01T15:17:36.000","2011-01-01T15:23:30.000","NAT","NECESSARY ACTION TAKEN","Iberville St & Royal St","70130","8","(29.954114181944, -90.068252054474)"
"A0103711","55","AGGRAVATED CRIMINAL","1B","3681202.00000000","521264.00000000","2011-01-01T15:17:20.000","2011-01-01T15:18:25.000","2011-01-01T15:23:22.000","2011-01-01T17:28:29.000","RTF","REPORT TO FOLLOW","005XX St Mary St","70130","6","(29.927304148247, -90.069368530519)"
"A0103811","18","TRAFFIC  INCIDENT","1H","3700013.00000000","551974.00000000","2011-01-01T15:17:37.000","2011-01-01T15:17:39.000","2011-01-01T15:17:45.000","2011-01-01T16:00:44.000","NAT","NECESSARY ACTION TAKEN","America St & Chef Menteur Hwy","70126","7","(30.011161614772, -90.008866767128)"
"A0103911","103","DISTURBANCE (OTHER)","1A","3698138.00000000","552955.00000000","2011-01-01T15:18:54.000","2011-01-01T15:27:32.000","2011-01-01T15:53:35.000","2011-01-01T15:53:41.000","NAT","NECESSARY ACTION TAKEN","045XX Lynhuber Dr","70126","7","(30.013918454811, -90.014754945457)"
"A0104011","21L","LOST OR STOLEN","0A","3682497.00000000","532982.00000000","2011-01-01T15:18:45.000","2011-01-01T18:36:39.000","2011-01-01T19:19:17.000","2011-01-02T02:01:49.000","RTF","REPORT TO FOLLOW","Bourbon St & St Ann St","70116","8","(29.959485375764, -90.064871052746)"
"A0104111","62C","THEFT FROM INTERIOR","1E","3679989.00000000","542224.00000000","2011-01-01T15:17:52.000","2011-01-01T17:37:00.000","2011-01-01T17:46:26.000","2011-01-01T19:06:32.000","RTF","REPORT TO FOLLOW","027XX Paris Ave","70119","3","(29.984973796, -90.072469591454)"
