"census_year","county_fips_code","economic_development_region","workforce_development_area","county_name","county_code","age_range","gender","total_population","no_high_school_diploma","high_school_diploma_or","some_college_no_degree","associate_s_degree","bachelor_s_degree","graduate_or_professional","total_post_secondary","geocoded_column"
"2014-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","35 to 44 Years","Female","14523","549","3951","2416","1356","3752","2499","7607","(40.167598388, -77.268662705)"
"2012-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","45 to 64 Years","Female","20327","2526","9253","3180","1643","2176","1549","5368","(39.9278619704, -77.7239884483)"
"2011-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","35 to 44 Years","Female","4148","261","1597","800","509","635","346","1490","(41.0491208559, -76.4100217975)"
"2016-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Male","22715","2554","7155","4305","2048","4876","1777","8701","(40.6146479416, -75.6009948118)"
"2010-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","35 to 44 Years","Male","7941","661","3851","1198","886","1005","340","2231","(40.4855502384, -78.349076871)"
"2015-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Female","16670","1223","7801","2548","1702","2150","1246","5098","(41.302377765, -80.2600941079)"
"2010-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","25 to 34 Years","Female","17023","1199","4767","3640","1770","4073","1574","7417","(41.1783643884, -75.991996098)"
"2016-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","35 to 44 Years","Female","1406","223","588","213","151","139","92","382","(40.5343300836, -77.405775001)"
"2015-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","25 to 34 Years","Male","2092","243","1016","328","121","282","102","505","(41.2328627374, -77.6428376046)"
"2013-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","45 to 64 Years","Female","39876","3304","15320","7217","3845","5791","4399","14035","(40.4197463597, -76.7796056802)"
"2014-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","25 to 34 Years","Male","4463","724","1642","706","479","697","215","1391","(41.6854690692, -80.1132108295)"
"2015-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","35 to 44 Years","Female","7526","298","1429","1061","934","1992","1812","4738","(40.9193135008, -77.8250011212)"
"2014-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Male","5527","575","2571","990","810","495","86","1391","(41.0004290024, -78.4755834299)"
"2014-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","35 to 44 Years","Female","7395","277","1527","996","877","1994","1724","4595","(40.9193135008, -77.8250011212)"
"2012-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","25 to 34 Years","Male","7149","548","3073","1369","472","1408","279","2159","(40.4855502384, -78.349076871)"
"2014-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","35 to 44 Years","Male","5117","327","1849","1054","500","1146","241","1887","(40.9932503514, -80.3375411446)"
"2014-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","45 to 64 Years","Female","4882","195","2484","721","696","479","307","1482","(41.4281941606, -78.6494771322)"
"2010-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Female","1341","159","548","232","205","143","54","402","(40.5343300836, -77.405775001)"
"2013-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","25 to 34 Years","Female","82642","3321","11844","14530","9009","27065","16873","52947","(40.4673554298, -79.9861984282)"
"2013-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","35 to 44 Years","Male","4214","323","2079","681","486","524","121","1131","(40.8150952555, -79.4731689893)"
"2010-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","45 to 64 Years","Female","6492","1092","3701","754","266","400","279","945","(40.6127492804, -77.6200308901)"
"2012-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Male","6723","642","2866","1232","851","770","362","1983","(41.3445979226, -77.069424568)"
"2012-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","25 to 34 Years","Female","4684","393","1390","945","668","872","416","1956","(40.9932503514, -80.3375411446)"
"2016-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","45 to 64 Years","Female","20820","1914","9736","3250","1977","2376","1567","5920","(39.9278619704, -77.7239884483)"
"2013-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","35 to 44 Years","Male","7575","428","3473","1315","763","1146","450","2359","(40.4855502384, -78.349076871)"
"2013-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","35 to 44 Years","Male","3199","355","1539","519","410","311","65","786","(40.0073753643, -78.4911647381)"
"2013-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","45 to 64 Years","Male","6999","689","3943","1088","420","501","358","1279","(40.4161050032, -77.9827661036)"
"2013-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","25 to 34 Years","Female","1950","92","834","284","339","243","158","740","(39.8548039342, -80.2294381655)"
"2012-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","25 to 34 Years","Male","3444","303","1554","611","452","451","73","976","(40.9193670081, -75.7110703866)"
"2010-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","25 to 34 Years","Female","30136","4734","8690","5313","2520","6472","2407","11399","(40.0459079619, -76.2513876838)"
"2013-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Female","18504","896","9752","2878","1709","2060","1209","4978","(40.4855502384, -78.349076871)"
"2016-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Male","5771","675","2228","1024","616","782","446","1844","(39.8720956503, -77.2222427076)"
"2016-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","25 to 34 Years","Male","10392","466","3061","2070","1169","2760","866","4795","(40.9108318483, -79.9171177889)"
"2010-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","45 to 64 Years","Male","5411","532","3088","596","416","415","364","1195","(41.1927912877, -79.4248360769)"
"2015-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","45 to 64 Years","Male","29276","2460","10770","5252","3105","4963","2726","10794","(41.4391006428, -75.6121834524)"
"2016-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Male","70118","2960","15444","11524","7753","19011","13426","40190","(40.4673554298, -79.9861984282)"
"2011-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","45 to 64 Years","Female","26671","1268","10870","4438","2824","4706","2565","10095","(40.9108318483, -79.9171177889)"
"2012-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","25 to 34 Years","Female","8589","1028","2303","1710","1045","1684","819","3548","(39.9278619704, -77.7239884483)"
"2013-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","45 to 64 Years","Female","13580","856","6683","2066","1489","1637","849","3975","(40.9932503514, -80.3375411446)"
"2010-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","45 to 64 Years","Male","13951","1888","6175","2225","889","1708","1066","3663","(39.8720956503, -77.2222427076)"
"2016-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","25 to 34 Years","Male","5997","728","2437","949","536","1004","343","1883","(41.302377765, -80.2600941079)"
"2014-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","45 to 64 Years","Female","16869","1354","7416","2814","2054","1891","1340","5285","(41.3445979226, -77.069424568)"
"2014-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Female","7120","392","1739","1480","1241","1594","674","3509","(40.4912749067, -78.7189417385)"
"2016-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","35 to 44 Years","Male","32040","2349","9360","4990","2082","7541","5718","15341","(39.9165786652, -75.4062771212)"
"2014-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","45 to 64 Years","Male","27871","1426","10447","4823","2422","5698","3055","11175","(40.9108318483, -79.9171177889)"
"2012-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Female","181565","7789","59884","34233","20975","34907","23777","79659","(40.4673554298, -79.9861984282)"
"2014-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Female","8673","397","1540","1180","773","2860","1923","5556","(40.9193135008, -77.8250011212)"
"2011-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","25 to 34 Years","Male","6260","593","2408","1295","691","1077","196","1964","(41.3445979226, -77.069424568)"
"2015-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","35 to 44 Years","Female","3458","218","1392","652","414","557","225","1196","(41.7911781401, -76.5182562384)"
"2010-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","25 to 34 Years","Male","3510","583","1858","463","291","182","133","606","(40.4161050032, -77.9827661036)"
"2010-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Male","2984","284","1875","291","269","230","35","534","(41.1313909115, -79.0010181419)"
"2012-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","35 to 44 Years","Female","4816","335","1629","914","532","951","455","1938","(40.6529549748, -79.0933349286)"
"2013-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","35 to 44 Years","Male","33107","2090","6415","4094","1812","11332","7364","20508","(39.9748705566, -75.7562649818)"
"2010-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","45 to 64 Years","Female","13004","1274","6510","1873","876","1516","955","3347","(41.6854690692, -80.1132108295)"
"2013-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","35 to 44 Years","Female","10040","363","3011","2019","1959","1672","1016","4647","(40.6834924548, -80.3510735648)"
"2013-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Male","5407","834","2179","1039","789","485","81","1355","(41.0004290024, -78.4755834299)"
"2015-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","25 to 34 Years","Male","218","22","84","28","19","65","0","84","(41.4388026531, -78.2091693241)"
"2016-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","45 to 64 Years","Male","45108","4006","18335","8376","4234","6309","3848","14391","(41.1783643884, -75.991996098)"
"2013-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","25 to 34 Years","Female","2135","281","688","459","171","367","169","707","(41.810370736, -78.5712201998)"
"2014-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","35 to 44 Years","Female","8368","600","3644","1548","1125","984","467","2576","(39.919447803, -79.6518963464)"
"2011-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","35 to 44 Years","Female","292","27","169","55","15","21","5","41","(41.5135787577, -79.2378099483)"
"2014-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","25 to 34 Years","Male","2712","443","1196","405","199","365","104","668","(39.8548039342, -80.2294381655)"
"2011-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","45 to 64 Years","Female","6507","576","3602","961","521","495","352","1368","(41.1313909115, -79.0010181419)"
"2010-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Male","164141","9214","52917","28401","14008","34122","25479","73609","(40.4673554298, -79.9861984282)"
"2016-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","45 to 64 Years","Female","808","101","386","138","70","75","38","183","(41.4388026531, -78.2091693241)"
"2010-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","25 to 34 Years","Male","925","282","420","148","30","14","31","75","(41.5135787577, -79.2378099483)"
"2011-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","25 to 34 Years","Male","3055","345","1509","459","238","474","30","742","(41.7911781401, -76.5182562384)"
"2016-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","25 to 34 Years","Female","5629","478","1579","1193","566","1144","669","2379","(41.302377765, -80.2600941079)"
"2014-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","45 to 64 Years","Female","895","57","498","166","59","72","43","174","(41.5135787577, -79.2378099483)"
"2011-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","25 to 34 Years","Female","23174","2849","5784","4675","2364","5425","2077","9866","(40.4193963513, -75.9307732705)"
"2011-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","45 to 64 Years","Female","79134","5158","26695","14096","6827","14262","12096","33185","(39.9165786652, -75.4062771212)"
"2015-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","25 to 34 Years","Female","4696","586","1276","909","430","1081","414","1925","(41.6854690692, -80.1132108295)"
"2012-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","45 to 64 Years","Female","7218","623","3820","1218","684","640","233","1557","(40.0073753643, -78.4911647381)"
"2010-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","45 to 64 Years","Female","6040","522","3303","860","434","585","336","1355","(40.4161050032, -77.9827661036)"
"2011-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Male","5039","767","1990","871","620","599","192","1411","(41.0004290024, -78.4755834299)"
"2014-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Female","70993","8227","30334","10758","5095","10371","6208","21674","(40.0459079619, -76.2513876838)"
"2011-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","25 to 34 Years","Male","32130","2301","8964","7196","2569","7854","3246","13669","(39.9165786652, -75.4062771212)"
"2014-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","45 to 64 Years","Female","45955","3778","17977","9347","5260","5906","3687","14853","(41.1783643884, -75.991996098)"
"2016-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Female","2161","161","865","359","318","299","159","776","(39.8548039342, -80.2294381655)"
"2011-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Female","2794","211","1302","452","361","346","122","829","(41.1313909115, -79.0010181419)"
"2016-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","35 to 44 Years","Female","38001","1275","7574","6914","3050","11096","8092","22238","(40.335011331, -75.1129124111)"
