"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","endwall","invert","sump","depth_to_creek","dissipator","globalid","edit_status","support_material","outfall","header_type","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","conduit_material","width","height","struc_shape","dryweatherflow","gps_pdop","gps_satqual","gps_date","gps_time","unit","dem_calculated_sump","dem_calculated_invert","dry_weather_screen_outfall","maximo_asset_number","maximo_site_id"
"POINT (-97.749140010084 30.423310030836)","5763968","0","1","518191","1909986","99","No field evidence",,,"NO_SOURCE",,"APRUITT","2013-07-09T07:39:02.000Z","GDELANO","2018-04-30T10:05:52.000Z","CGORE","WLN","J35","465J","737757","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"857.76000977","N","0",,,,"NODATA","809817ff-4d72-4b9b-86d0-cab710f59f99","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:43.000Z","REMOVED","0","N",,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.771904758875 30.244243973922)","5796349","0","1","432515","430021","26",,"2005-05-20T00:00:00.000Z","2005","APPLANEL",,"SBURZYNSKI","2012-08-29T13:36:08.000Z","SBURZYNSKI","2012-08-29T15:56:07.000Z",,"WBO","G20","614P","3029654","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NONNATURAL","4dc56817-ef93-4e50-972d-2977d1e445fa","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","8","8","CIRCULAR",,,,,,,,,,,
"POINT (-97.66984009489 30.307628065956)","5790210","0","1","405553","318749","248",,"1996-08-14T00:00:00.000Z","1996","APPLANEL",,"JHOLDER","2012-02-28T09:26:03.000Z","RODAVILA","2012-03-06T11:27:44.000Z","RODAVILA","LWA","M25","556V","176291","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NONNATURAL","b7b84406-8875-450c-8ec6-b06c25580aa7","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.745904407352 30.391596620793)","5798166","0","1","930309","1939762","333",,,,"NO_SOURCE","1976","JSEVIER","2015-04-13T12:17:07.000Z","SJOHNSON","2018-05-22T11:12:43.000Z","SJOHNSON","SHL","J33","495E","121038","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","6984790c-a5af-4f70-af2a-8605197ecc46","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.68269387321 30.376777178681)","5753666","0","1","1754303","1932690","41",,,,"NO_SOURCE",,"VVINCENT","2018-04-27T15:13:11.000Z","VVINCENT","2018-04-27T15:16:14.000Z",,"WLN","M31","496U","426440","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"739.63000488","N","0",,,,"NODATA","3fb8aecd-c50a-4f8e-928e-c622ba41596f","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CONCRETE","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.677671690594 30.343415695945)","5769187","0","1","608442","1445650","76",,,,"NO_SOURCE",,"APRUITT","2014-02-18T11:16:19.000Z","CHILL","2016-06-30T09:57:56.000Z","SBURZYNSKI","LWA","M28","526U","166321","CITY","CITY","NO_SOURCE","SUPP_INFO","GPS_AERIAL",,,"NOGPS","NOGPS",,"618.60998535","N","0","617.40002441",,,"NODATA","267170f1-eb49-4a36-bd27-a4f8b763c725","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"CGMP","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.704780884219 30.442818557964)","5800129","0","1","1944467","2159891","113",,"2018-10-04T00:00:00.000Z","2018","APPLANEL",,"MAMARAL","2020-03-10T17:38:06.000Z","MAMARAL","2020-03-12T16:32:07.000Z","MAMARAL","WLN","L37","436W","5425828","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","faf88fc3-ddab-49d8-be00-9a529e6e946f","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.747612186567 30.412984989673)","5772996","0","1","895749","1791906","1",,"1992-06-01T00:00:00.000Z","1992","APPLANEL",,"JSEVIER","2015-02-16T13:07:31.000Z","JAMARTINEZ","2018-01-12T16:57:08.000Z","DWARDEN","BUL","J34","465S","138703","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"867.58001709","N","0",,,,"NODATA","16bc3fcb-27d7-4430-8851-287dae110b66","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.787191642232 30.304277489707)","5771682","0","1","255386","98871","262",,"1999-07-26T00:00:00.000Z","1999","ASBLTEL",,"JHOLDER","2010-08-04T00:00:00.000Z","PCAMPMAN","2015-03-20T15:37:46.000Z","DLEWIS","LKA","G25","554S","3117804","OTHER","OTHER","NO_SOURCE","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,"570.16998291","N","0",,,,"NODATA","8bc4e354-9592-489c-871f-c2a1243c7b20","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"NODATA","60","60","CIRCULAR",,,,,,,,,,,
"POINT (-97.683258471193 30.20220393677)","5789617","0","1","744194","1834216","90",,,,"NO_SOURCE",,"DWARDEN","2014-06-30T12:39:20.000Z","SJOHNSON","2018-01-20T13:54:49.000Z","RODAVILA","ONI","M16","646U","661304","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","850a83c1-d826-4c49-a162-a3bcf3bd224b","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","48","48","CIRCULAR",,,,,,,,,,,
"POINT (-97.686768662493 30.293365641063)","5775350","0","1","246521","1818131","295",,"1984-09-27T00:00:00.000Z","1984","APPLANEL",,"SBURZYNSKI","2010-10-27T00:00:00.000Z","VVINCENT","2017-10-31T15:34:57.000Z","DDAVIS","TAN","M24","586C","3267177","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3131786.9287","10080365.6106","DIG10","SUB-M",,"533.11999512","N","4","528.90002441",,"0","NOTPRESENT","1f36825b-095e-40f0-b79d-556535e49cd5","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:41.000Z","ACTIVE","3","N","MICHAEL CHISUM","2010-01-05T00:00:00.000Z","MARCUS ALLEN","01052010_3_027.jpg","RCP","24","24","CIRCULAR","F","2.1","2","2010-01-05T00:00:00.000Z","13:52","3",,,,"401191989","WPD"
"POINT (-97.698753562226 30.352999904382)","5772059","0","1","86590","1956371","14",,"1972-11-03T00:00:00.000Z","1972","ASBLTEL",,"NPULLIAS","2011-09-26T16:04:50.000Z","MMARKOWSKI","2018-05-30T13:02:05.000Z","ACOLEMAN","LWA","L29","526J","893540","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3127485.672","10101958.726","DIG07","SUB-M",,"655.77001953","N","3","648.82000732",,"0","NOTPRESENT","28f80eb6-14d7-48ca-8eb8-37c7f2169936","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:42.000Z","ACTIVE","2","N","JOSHUA HUANG","2007-06-20T00:00:00.000Z",,"06202007_1_015.jpg","RCP","48","48","CIRCULAR",,,,,,,,,,"1108998","WPD"
"POINT (-97.668150093341 30.434891775589)","5786633","0","1","551192","740762","24","splitter box","1997-07-25T00:00:00.000Z","1997","APPLANEL",,"APRUITT","2013-10-21T10:50:16.000Z","APRUITT","2013-10-21T11:14:02.000Z",,"HRS","M36","466D","747622","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","cbd74f0d-82e4-4894-bd69-4e749c26adc5","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.887967428144 30.253276941564)","5771978","0","1","876475","1024210","320",,,,"NO_SOURCE",,"BRASMITH","2015-01-13T17:01:35.000Z","CGORE","2015-01-28T15:58:07.000Z","CGORE","WMS","B21","611G","225405","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"952.16998291","N","0",,,,"NODATA","42f3cf9b-4c44-4fe7-82d3-47d0183c260e","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.661609492443 30.303128678358)","5784016","0","1","467405","526651","181",,"2000-10-11T00:00:00.000Z","2000","APPLANEL",,"SBURZYNSKI","2013-02-04T13:37:01.000Z","SBURZYNSKI","2013-02-04T13:47:09.000Z","SJOHNSON","WLN","N25","557S","3039542","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","be5d55c0-a905-4c4d-bdd7-2f2ec224f25f","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","6","6","CIRCULAR",,,,,,,,,,,
"POINT (-97.844198766925 30.188902921706)","5775642","0","1","476606","539411","244",,"1992-11-12T00:00:00.000Z","1992","APPLANEL",,"BPETER","2013-03-18T15:22:56.000Z","RODAVILA","2013-03-19T10:35:59.000Z","RODAVILA","SLA","D15","672C","55659","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"778.84002686","N","0",,,,"NODATA","0ee568c3-5fd8-4239-8578-840ad097008c","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"PVC","6","6","CIRCULAR",,,,,,,,,,,
"POINT (-97.684427035097 30.385432943446)","5806913","0","1","1536052","1644050","200",,,,"NO_SOURCE",,"VVINCENT","2017-02-23T16:09:38.000Z","VVINCENT","2017-03-09T10:43:43.000Z","SJOHNSON","WLN","M32","496L","247090","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","1ff1aad4-9830-43aa-99b7-dd87b3cf3161","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.675880668556 30.420706140872)","5800570","0","1","1088275","1353170","295","rip rap","1995-03-24T00:00:00.000Z","1995","APPLANEL","1998","MAMARAL","2016-04-20T13:16:16.000Z","MAMARAL","2016-05-05T13:18:27.000Z","SJOHNSON","WLN","M35","466M","227951","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","282140de-ebe9-4e4d-b369-c4f54b972ee3","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:46.000Z","REMOVED","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.76600301792 30.264018379082)","5753969","0","1","1707224","1805346","312",,,,"NO_SOURCE",,"CWEYENBERG","2017-10-18T10:22:59.000Z","CWEYENBERG","2017-10-18T10:25:59.000Z",,"LBL","H22","584Y","691058","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"459.08999634","N","0",,,,"NODATA","78e04f40-20f5-4768-a346-4b67646b8c69","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"RCP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.844086453322 30.180958336477)","5775109","0","1","1082816","1474818","60",,,,"NO_SOURCE",,"AMIRANDA","2016-03-29T14:04:27.000Z","SBURZYNSKI","2016-08-02T15:41:19.000Z","CGORE","SLA","D15","672G","171114","CITY","CITY","NO_SOURCE","SUPP_INFO","SUPP_INFO",,,"NOGPS","NOGPS",,"740.52001953","N","0","736.84997559",,,"NODATA","ab2e0bc2-28cc-4509-9fe6-5fd924941625","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"NODATA","96","50","BOX",,,,,,,,,,,
"POINT (-97.692752644697 30.370895412698)","5808934","0","1","1530655","1644050","20",,"1976-11-18T00:00:00.000Z","1976","APPLANEL",,"VVINCENT","2017-02-17T15:13:45.000Z","VVINCENT","2017-03-17T11:07:01.000Z","SJOHNSON","LWA","L31","496X","3555256","OTHER","TXDOT","APPLANEL","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","c7f7ef92-7cf0-490a-aab3-9fe85b8c8236","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.844454438995 30.274166975417)","5771213","0","1","249555","757026","141",,"1974-08-01T00:00:00.000Z","1974","PLANNOEL",,"NPULLIAS","2010-07-12T00:00:00.000Z","GDELANO","2018-03-23T14:55:01.000Z","SJOHNSON","BAR","D23","582Q","245979","CITY","CITY","NO_SOURCE","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"594.48999023","N","0",,,,"NODATA","61e00ccd-a1d1-465f-a097-f94d3af6bf3d","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"CGMP","48","48","CIRCULAR",,,,,,,,,,,
"POINT (-97.744268308376 30.437886502987)","5753750","0","1","1019197","1197651","4",,"1984-07-13T00:00:00.000Z","1984","APPLANEL",,"MAMARAL","2016-01-05T16:36:33.000Z","MAMARAL","2016-01-14T11:13:30.000Z",,"WLN","J37","435W","3175983","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"849.2800293","N","0","843.38000488",,,"NODATA","8c9b61ed-3782-449a-ba67-3405d80e0774","ENTERED","NODATA","T","DRAINPIPE_DN","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.741120890321 30.214422361498)","5805341","0","1","146597",,,,,,"NO_SOURCE",,"JESSE MARTINEZ",,"PCAMPMAN","2010-08-02T00:00:00.000Z","J.T. STEWART","CCW","J17","645J","236440","OTHER","OTHER","PHYS_INSP","DEM","GPS","3115300.5331","10051259.3306","DIG08","SUB-M",,"651.35998535","N","4","649.35998535","649.35998535","0","NONNATURAL","98d508c8-3191-4661-9efa-d4a6894bb9a5","ENTERED","CONCRETE","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2","N",,,,"08152008_4_044.jpg","CONCRETE",,"24","CIRCULAR","F",,,,,,,,,"1110428","WPD"
"POINT (-97.731803894159 30.407775178372)","5801050","0","1","1185222","1475106","121","Likely removed",,,"NO_SOURCE",,"CHILL","2016-08-23T10:44:06.000Z","CHILL","2016-08-24T08:28:27.000Z","CGORE","WLN","J34","465X","3101503","OTHER","OTHER","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","d14ab209-c438-4bcd-92f3-ed6c711d1bd0","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","REMOVED","0",,,,,,"NODATA","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.719388714907 30.321464258824)","5801655","0","1","1529133","1755426","208",,"2014-02-25T00:00:00.000Z","2014","APPLANEL",,"DWARDEN","2017-02-10T12:56:26.000Z","MMCDONALD","2017-08-14T12:29:00.000Z","DWARDEN","WLR","K27","555G","5071421","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","4f57c78e-6a38-4db0-a4a7-0b062f1b8adb","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.792580922837 30.230890064688)","5752687","0","1","69374","116496","247",,"1961-06-01T00:00:00.000Z","1961","APPLANEL",,"CPHELAN","2008-02-26T00:00:00.000Z","DDAVIS","2015-02-27T09:42:44.000Z","DDAVIS","WMS","F19","613Z","708212","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"683.95001221","N","0","677.53997803",,,"NODATA","30057aea-ca7b-4d6c-b5c4-878456087b05","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,,,,,,,,,,,,,,,
"POINT (-97.755295903341 30.269221446861)","5790229","0","1","244172","88585","14",,"1917-06-30T00:00:00.000Z","1917","PLANNOEL",,"RODAVILA","2010-07-01T00:00:00.000Z","RODAVILA","2010-07-01T00:00:00.000Z","DLEWIS","TWN","H22","584V","3385724","OTHER","OTHER","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","f7cc8a9c-3b63-4d4d-a4b0-9092d2137009","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","18","16","BOX",,,,,,,,,,,
"POINT (-97.799072201129 30.272055035973)","5766997","0","1","458160","504860","113",,,,"NO_SOURCE",,"CARMIJO","2012-12-21T09:11:51.000Z","CARMIJO","2012-12-26T12:22:26.000Z","DDAVIS","EAN","F22","583V","226089","CITY","CITY","NO_SOURCE","SUPP_INFO","SUPP_INFO",,,"NOGPS","NOGPS",,"620.60998535","N","0","619.59997559",,,"NODATA","c021c6cc-3631-4d28-9ed7-c45a0533a898","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"CGMP","48","30","ELLIPTIC",,,,,,,,,,,
"POINT (-97.687013222088 30.380612620342)","5800306","0","1","1532527","1644050","20",,,,"NO_SOURCE","1976","VVINCENT","2017-02-23T14:55:56.000Z","SJOHNSON","2017-03-17T13:11:32.000Z","SJOHNSON","WLN","M32","496Q","247081","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","b26af1d7-7bd4-4fe6-9646-20712e974bbb","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0",,,,,,"NODATA","15","15","CIRCULAR",,,,,,,,,,,
"POINT (-97.751757798497 30.208115332168)","5788562","0","1","848277","968530","5",,"1993-05-19T00:00:00.000Z","1993","APPLANEL",,"BRASMITH","2014-10-29T17:14:17.000Z","BRASMITH","2014-11-03T08:43:38.000Z",,"WMS","H17","644R","154757","OTHER","OTHER","APPLANEL","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","6ea5e73d-05d8-4a99-909c-7973d4add45a","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","60","60","CIRCULAR",,,,,,,,,,,
"POINT (-97.721124855996 30.269104443818)","5769098","0","1","96559","1182306","1",,"1965-03-30T00:00:00.000Z","1965","PLANNOEL",,"GDELANO","2015-10-29T11:47:27.000Z","GDELANO","2015-10-29T16:57:47.000Z","DDAVIS","BOG","K22","585U","605528","CITY","CITY","NO_SOURCE","NO_SOURCE","PHYS_INSP",,,"NOGPS","NOGPS",,"510.67999268","N","0",,,,"NODATA","56ae5e40-f006-4e70-a1b9-4e27c37548ce","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:44.000Z","ACTIVE","0","N",,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.648641270391 30.434461654463)","5789819","0","1","554278","750624","130",,"1990-08-08T00:00:00.000Z","1990","APPLANEL",,"MPACHECO","2013-10-28T17:55:51.000Z","MPACHECO","2013-10-29T11:51:26.000Z","SBURZYNSKI","HRS","N36","467B","3502137","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","63403cc0-657d-4785-805b-86e56ec24b6b","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","96","60","BOX",,,,,,,,,,,
"POINT (-97.804327183173 30.19842076744)","5763313","0","1","496081","610142","207","rip rap","1982-08-09T00:00:00.000Z","1982","APPLANEL",,"CGORE","2013-05-14T13:13:39.000Z","CGORE","2013-05-15T08:34:21.000Z","RODAVILA","WMS","F16","643U","697467","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"703.57000732","N","0","690.53997803",,,"NODATA","724ce9f0-3a79-4528-983f-0eefe2ccacf8","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"NODATA","60","30","BOX",,,,,,,,,,,
"POINT (-97.757907860474 30.427825497586)","5802322","0","1","1592961","1719890","344","Splitter Box","1998-02-10T00:00:00.000Z","1998","APPLANEL",,"PSTARKEL","2017-06-27T09:37:23.000Z","PSTARKEL","2017-06-30T08:21:25.000Z",,"WLN","H36","464H","191279","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","9fb41406-dafd-4b08-b537-590bdbb8b5bc","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.850579743471 30.182141201973)","5776165","0","1","899331","1862611","207","No field evidence",,,"NO_SOURCE",,"REVANS","2015-02-19T12:37:23.000Z","SJOHNSON","2018-02-23T13:43:58.000Z","SJOHNSON","SLA","D15","672G","876560","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"756.27001953","N","0",,,,"NODATA","ccb3f1de-429d-4a9d-a68b-3a6bd13e8285","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:44.000Z","REMOVED","0",,,,,,"CGMP","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.841348939949 30.368214129026)","5781009","0","1","1753781","1931427","160",,,,"NO_SOURCE",,"MMARKOWSKI","2018-04-26T13:02:40.000Z","MMARKOWSKI","2018-04-27T15:11:32.000Z","ACOLEMAN","TRK","D31","492Z","221929","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"865.34002686","N","0",,,,"NODATA","f103d928-c8fd-4c8b-92e1-425c2b36b89f","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.841482441591 30.280604317422)","5763612","0","1","249280","1729492","195",,"1972-11-16T00:00:00.000Z","1972","APPLANEL",,"RODAVILA","2010-07-09T00:00:00.000Z","GDELANO","2018-03-23T14:52:55.000Z","ACOLEMAN","BAR","D23","582M","124904","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"748.53997803","N","0","749",,,"NODATA","ba638117-6524-44c2-af1b-5bff170f7bb5","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.700050892658 30.337854050723)","5790942","0","1","487208","815334","206",,"1962-12-18T00:00:00.000Z","1962","APPLANEL","1994","GDELANO","2014-02-24T15:14:20.000Z","GDELANO","2014-02-24T15:14:54.000Z","RODAVILA","BMK","L28","526W","3033170","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","3320a8c6-19b6-4d6a-ae21-9fb9eda8572c","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.785758434602 30.26495403934)","5807005","0","1","1126264","1451474","155",,"1988-09-26T00:00:00.000Z","1988","APPLANEL",,"CHILL","2016-07-06T15:46:31.000Z","CHILL","2016-07-06T15:47:08.000Z","CGORE","BAR","G22","584W","3224890","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","436f9f5f-a3b2-45fc-b28a-cf326b110762","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.79546654931 30.174151780583)","5770043","0","1","530818","714810","177",,,,"NO_SOURCE",,"CARMIJO","2013-08-21T10:55:34.000Z","CARMIJO","2013-09-09T11:27:10.000Z","RODAVILA","SLA","F14","673M","156210","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"682.34002686","N","0","678.70001221",,,"NODATA","1d00ad60-73d6-4ae3-878b-beb00b7941a7","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"NODATA","24","24","BOX",,,,,,,,,,,
"POINT (-97.787465235188 30.24011218524)","5765261","0","1","409988","336978","39",,,,"NO_SOURCE",,"CARMIJO","2012-04-02T12:54:14.000Z","TBARRINGTON","2012-04-03T11:30:25.000Z","RODAVILA","WBO","G20","614N","247105","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"683.33001709","N","0",,,,"NODATA","fd668605-30e5-421e-8a7e-3ab0d5cd936c","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.874785396976 30.316081811395)","5768301","0","1","216901","1923747","87",,"1984-03-20T00:00:00.000Z","1984","APPLANEL",,"DLEWIS","2009-12-11T00:00:00.000Z","CWEYENBERG","2018-04-12T14:06:38.000Z","ACOLEMAN","BAR","C26","552J","417388","OTHER","OTHER","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"874.89001465","N","0","869.40002441",,,"NODATA","2669571b-33fd-4692-bfdb-f8cf0355b880","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
